"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2703","21"
"Hispanic/Latino","American Indian/Alaska Native","129","0"
"Hispanic/Latino","Asian","286","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","189","1"
"Hispanic/Latino","Other","30539","307"
"Hispanic/Latino","Unknown","13593","13"
"Hispanic/Latino","White","40640","540"
"Non-Hispanic/Latino","African-American/Black","196528","5608"
"Non-Hispanic/Latino","American Indian/Alaska Native","360","11"
"Non-Hispanic/Latino","Asian","15144","321"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","595","12"
"Non-Hispanic/Latino","Other","10494","54"
"Non-Hispanic/Latino","Unknown","7373","47"
"Non-Hispanic/Latino","White","289132","9398"
"Unknown","African-American/Black","26751","25"
"Unknown","American Indian/Alaska Native","163","0"
"Unknown","Asian","3566","2"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26372","22"
"Unknown","Unknown","142493","57"
"Unknown","White","41635","47"
