"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1867","US-13001","13","1","18561","169","63","10058.73","339.42","96.98","18","381","5"
"Atkinson","765","US-13003","13","3","8330","113","16","9183.67","192.08","36.01","3","225","1"
"Bacon","1257","US-13005","13","5","11404","81","28","11022.45","245.53","131.53","15","339","8"
"Baker","160","US-13007","13","7","3116","33","9","5134.79","288.83","32.09","1","64","0"
"Baldwin","3776","US-13009","13","9","44428","310","109","8499.14","245.34","58.52","26","610","14"
"Banks","1591","US-13011","13","11","19982","182","33","7962.17","165.15","65.06","13","156","1"
"Barrow","8356","US-13013","13","13","86383","578","126","9673.2","145.86","141.23","122","1069","1"
"Bartow","10797","US-13015","13","15","110771","778","200","9747.14","180.55","264.51","293","3047","14"
"Ben Hill","1478","US-13017","13","17","16645","149","56","8879.54","336.44","30.04","5","575","18"
"Berrien","1034","US-13019","13","19","19276","70","29","5364.18","150.45","25.94","5","747","12"
"Bibb","13065","US-13021","13","21","152150","1702","383","8586.92","251.73","74.93","114","2236","35"
"Bleckley","791","US-13023","13","23","12838","46","33","6161.4","257.05","38.95","5","632","17"
"Brantley","897","US-13025","13","25","19202","68","30","4671.39","156.23","57.29","11","669","4"
"Brooks","928","US-13027","13","27","15727","85","36","5900.68","228.91","38.15","6","435","11"
"Bryan","2600","US-13029","13","29","39137","170","33","6643.33","84.32","112.43","44","834","3"
"Bulloch","5148","US-13031","13","31","79467","210","61","6478.16","76.76","36.49","29","1449","47"
"Burke","1717","US-13033","13","33","22342","146","35","7685.08","156.66","85.04","19","751","22"
"Butts","2097","US-13035","13","35","25174","117","72","8330.02","286.01","262.18","66","755","6"
"Calhoun","437","US-13037","13","37","6317","72","14","6917.84","221.62","63.32","4","133","0"
"Camden","3125","US-13039","13","39","53924","126","27","5795.19","50.07","42.65","23","699","5"
"Candler","735","US-13043","13","43","10837","60","36","6782.32","332.2","55.37","6","189","28"
"Carroll","7188","US-13045","13","45","120119","303","128","5984.07","106.56","71.6","86","3695","97"
"Catoosa","5339","US-13047","13","47","68771","239","61","7763.45","88.7","141.05","97","488","5"
"Charlton","1043","US-13049","13","49","13251","61","23","7871.1","173.57","67.92","9","293","7"
"Chatham","19410","US-13051","13","51","292176","1548","390","6643.26","133.48","109.18","319","2634","25"
"Chattahoochee","2893","US-13053","13","53","10749","26","11","26914.13","102.34","753.56","81","539","2"
"Chattooga","2154","US-13055","13","55","24766","167","60","8697.41","242.27","117.1","29","515","7"
"Cherokee","21412","US-13057","13","57","266617","1188","285","8031","106.89","208.91","557","7865","11"
"Clarke","12403","US-13059","13","59","129779","477","127","9557.02","97.86","104.79","136","2161","7"
"Clay","180","US-13061","13","61","2855","10","3","6304.73","105.08","0","0","52","0"
"Clayton","22220","US-13063","13","63","304838","1274","405","7289.12","132.86","150.57","459","2396","19"
"Clinch","718","US-13065","13","65","6656","64","25","10787.26","375.6","15.02","1","215","1"
"Cobb","57835","US-13067","13","67","790588","2958","909","7315.44","114.98","158.36","1252","15647","75"
"Coffee","4192","US-13069","13","69","43042","639","131","9739.32","304.35","44.14","19","1035","33"
"Colquitt","3447","US-13071","13","71","45393","238","73","7593.68","160.82","81.51","37","1123","40"
"Columbia","10724","US-13073","13","73","158631","456","156","6760.34","98.34","45.39","72","5458","39"
"Cook","1150","US-13075","13","75","17437","106","36","6595.17","206.46","17.2","3","622","4"
"Coweta","8379","US-13077","13","77","152001","308","180","5512.46","118.42","65.13","99","5147","12"
"Crawford","516","US-13079","13","79","12228","66","15","4219.82","122.67","57.25","7","130","2"
"Crisp","1400","US-13081","13","81","22289","157","49","6281.13","219.84","314.06","70","614","23"
"Dade","1159","US-13083","13","83","16162","57","10","7171.14","61.87","86.62","14","181","1"
