county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,349,14,46,1880.29
Atkinson,196,2,25,2352.94
Bacon,310,5,25,2718.34
Baker,44,3,12,1412.07
Baldwin,654,35,80,1472.04
Banks,158,2,25,790.71
Barrow,645,27,126,746.67
Bartow,1010,44,164,911.79
Ben Hill,230,1,16,1381.8
Berrien,180,0,9,933.8
Bibb,1725,43,311,1133.75
Bleckley,90,1,7,701.04
Brantley,144,3,8,749.92
Brooks,233,11,23,1481.53
Bryan,267,5,34,682.22
Bulloch,660,6,45,830.53
Burke,191,7,36,854.89
Butts,345,35,32,1370.46
Calhoun,169,6,35,2675.32
Camden,301,2,12,558.19
Candler,93,0,5,858.17
Carroll,1101,40,118,916.59
Catoosa,360,8,28,523.48
Charlton,117,2,12,882.95
Chatham,2709,39,286,927.18
Chattahoochee,468,0,8,4353.89
Chattooga,81,2,5,327.06
Cherokee,1799,48,209,674.75
Clarke,977,15,71,752.82
Clay,63,2,5,2206.65
Clayton,2920,82,308,957.89
Clinch,117,3,11,1757.81
Cobb,7235,256,999,915.14
Coffee,942,17,127,2188.56
Colquitt,1289,20,94,2839.64
Columbia,961,12,73,605.81
Cook,248,4,25,1422.26
Coweta,897,16,65,590.13
Crawford,56,0,7,457.97
Crisp,311,13,46,1395.31
Dade,79,1,5,488.8
Dawson,180,3,28,666.15
DeKalb,8618,182,1099,1086.55
Decatur,318,8,31,1208.11
Dodge,141,2,12,691.69
Dooly,224,13,44,1671.64
Dougherty,2173,156,476,2417
Douglas,1461,39,230,961.78
Early,306,31,29,3015.97
Echols,197,0,6,4963.47
Effingham,333,1,29,520.1
Elbert,184,0,11,971.23
Emanuel,215,3,17,948.64
Evans,57,0,5,533.36
Fannin,133,1,12,505.32
Fayette,532,19,49,452.6
Floyd,745,15,60,745.63
Forsyth,1193,15,133,472.46
Franklin,266,1,17,1140.21
Fulton,11080,326,1264,1008.02
Gilmer,257,2,26,818.03
Glascock,15,0,0,495.87
Glynn,1589,10,83,1846.67
Gordon,551,18,45,949.2
Grady,258,4,39,1051.34
Greene,120,10,21,641.13
Gwinnett,11691,185,1351,1203.84
Habersham,771,41,110,1683.41
Hall,3874,64,511,1877.4
Hancock,235,33,38,2868.3
Haralson,114,5,17,371.07
Harris,445,12,48,1281.98
Hart,117,0,8,448.16
Heard,84,3,8,679.06
Henry,1809,34,122,754.17
Houston,1003,30,159,638.69
Irwin,107,1,15,1134.32
Jackson,531,12,62,710.84
Jasper,89,1,8,626.8
Jeff Davis,161,3,12,1062.85
Jefferson,215,2,21,1404.04
Jenkins,142,13,31,1655.78
Johnson,130,2,19,1345.62
Jones,135,0,8,472.18
Lamar,149,6,16,770.15
Lanier,168,3,11,1623.03
Laurens,381,1,33,805.56
Lee,426,22,73,1421.37
Liberty,273,2,26,441.01
Lincoln,67,2,10,824.62
Long,71,1,2,356.52
Lowndes,1908,18,105,1618.62
Lumpkin,178,4,36,526.6
Macon,139,9,36,1070.22
Madison,179,4,21,593.17
Marion,100,3,13,1205.84
McDuffie,164,8,35,759.36
McIntosh,80,1,4,549.19
Meriwether,254,3,27,1208.37
Miller,61,0,3,1058.29
Mitchell,501,41,105,2271.49
Monroe,232,19,32,836.73
Montgomery,55,0,8,596.27
Morgan,81,0,8,423.24
Murray,308,2,22,765.01
Muscogee,2889,58,305,1507.62
Newton,951,15,120,846.43
Non-Georgia Resident,8632,54,268,0
Oconee,243,13,31,582.22
Oglethorpe,108,7,19,708.66
Paulding,879,16,100,509.44
Peach,150,10,32,547.95
Pickens,119,5,16,354.91
Pierce,264,5,31,1350.73
Pike,116,3,13,615.06
Polk,330,1,18,758.93
Pulaski,61,2,8,559.99
Putnam,222,12,24,1014.39
Quitman,22,1,5,959.02
Rabun,86,3,16,506.3
Randolph,212,25,36,3138.88
Richmond,1759,61,266,869.76
Rockdale,721,11,121,759.27
Schley,29,1,7,549.76
Screven,115,7,21,827.34
Seminole,56,2,8,687.96
Spalding,578,33,76,836.35
Stephens,323,6,39,1226.83
Stewart,219,3,46,3573.18
Sumter,620,51,155,2108.92
Talbot,94,3,15,1526.47
Taliaferro,2,0,0,122.55
Tattnall,201,0,13,791
Taylor,36,2,11,452.37
Telfair,182,3,15,1163.39
Terrell,249,28,60,2940.83
Thomas,606,32,88,1363.91
Tift,997,28,124,2441.83
Toombs,329,5,25,1219.29
Towns,70,1,11,581.69
Treutlen,48,2,9,702.88
Troup,1756,38,185,2493.82
Turner,189,18,35,2340.27
Twiggs,40,1,10,494.68
Union,115,4,29,453.92
Unknown,1410,2,40,0
Upson,393,45,49,1495.6
Walker,378,12,19,543.03
Walton,569,29,70,593.86
Ware,669,16,76,1865.95
Warren,34,0,14,652.59
Washington,197,1,15,970.35
Wayne,172,0,9,573.83
Webster,32,2,7,1254.9
Wheeler,60,0,2,758.63
White,174,5,33,547.89
Whitfield,1840,15,84,1757.87
Wilcox,137,15,20,1558.59
Wilkes,115,2,19,1148.39
Wilkinson,118,9,32,1323.02
Worth,355,22,58,1762.49
