Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,340,7
Hispanic/Latino,American Indian/Alaska Native,22,0
Hispanic/Latino,Asian,30,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,24,0
Hispanic/Latino,Other,6020,68
Hispanic/Latino,Unknown,2815,4
Hispanic/Latino,White,8214,86
Non-Hispanic/Latino,African-American/Black,27520,1397
Non-Hispanic/Latino,American Indian/Alaska Native,57,4
Non-Hispanic/Latino,Asian,1192,48
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,69,6
Non-Hispanic/Latino,Other,1248,10
Non-Hispanic/Latino,Unknown,957,3
Non-Hispanic/Latino,White,24417,1364
Unknown,African-American/Black,4289,8
Unknown,American Indian/Alaska Native,11,0
Unknown,Asian,381,0
Unknown,Native Hawaiian/Pacific Islander,49,0
Unknown,Other,2200,3
Unknown,Unknown,36750,12
Unknown,White,3964,6
