"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1272","13"
"Hispanic/Latino","American Indian/Alaska Native","52","0"
"Hispanic/Latino","Asian","127","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","109","0"
"Hispanic/Latino","Other","17869","183"
"Hispanic/Latino","Unknown","7203","5"
"Hispanic/Latino","White","24512","332"
"Non-Hispanic/Latino","African-American/Black","98049","3387"
"Non-Hispanic/Latino","American Indian/Alaska Native","172","10"
"Non-Hispanic/Latino","Asian","6000","155"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","279","7"
"Non-Hispanic/Latino","Other","4553","14"
"Non-Hispanic/Latino","Unknown","3171","8"
"Non-Hispanic/Latino","White","131529","4529"
"Unknown","African-American/Black","15435","11"
"Unknown","American Indian/Alaska Native","82","0"
"Unknown","Asian","1747","0"
"Unknown","Native Hawaiian/Pacific Islander","96","0"
"Unknown","Other","5609","5"
"Unknown","Unknown","71626","23"
"Unknown","White","21510","12"
