"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1141","13"
"Hispanic/Latino","American Indian/Alaska Native","54","0"
"Hispanic/Latino","Asian","108","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","102","0"
"Hispanic/Latino","Other","17121","189"
"Hispanic/Latino","Unknown","6725","11"
"Hispanic/Latino","White","23011","301"
"Non-Hispanic/Latino","African-American/Black","90141","3303"
"Non-Hispanic/Latino","American Indian/Alaska Native","144","10"
"Non-Hispanic/Latino","Asian","5293","148"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","261","6"
"Non-Hispanic/Latino","Other","4499","14"
"Non-Hispanic/Latino","Unknown","3222","12"
"Non-Hispanic/Latino","White","117885","4316"
"Unknown","African-American/Black","14240","14"
"Unknown","American Indian/Alaska Native","58","0"
"Unknown","Asian","1488","0"
"Unknown","Native Hawaiian/Pacific Islander","90","0"
"Unknown","Other","4972","3"
"Unknown","Unknown","70225","48"
"Unknown","White","19410","15"
