"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5357","35"
"Hispanic/Latino","American Indian/Alaska Native","281","2"
"Hispanic/Latino","Asian","538","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","370","4"
"Hispanic/Latino","Other","46571","436"
"Hispanic/Latino","Unknown","23592","8"
"Hispanic/Latino","White","62490","797"
"Non-Hispanic/Latino","African-American/Black","346779","8619"
"Non-Hispanic/Latino","American Indian/Alaska Native","619","24"
"Non-Hispanic/Latino","Asian","25031","435"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","979","15"
"Non-Hispanic/Latino","Other","21259","88"
"Non-Hispanic/Latino","Unknown","10711","11"
"Non-Hispanic/Latino","White","505042","15147"
"Unknown","African-American/Black","27503","28"
"Unknown","American Indian/Alaska Native","227","0"
"Unknown","Asian","5085","2"
"Unknown","Native Hawaiian/Pacific Islander","213","0"
"Unknown","Other","27930","8"
"Unknown","Unknown","135414","82"
"Unknown","White","42396","47"
