"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1246","13"
"Hispanic/Latino","American Indian/Alaska Native","55","0"
"Hispanic/Latino","Asian","121","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","107","0"
"Hispanic/Latino","Other","17677","183"
"Hispanic/Latino","Unknown","7134","5"
"Hispanic/Latino","White","24174","327"
"Non-Hispanic/Latino","African-American/Black","96444","3372"
"Non-Hispanic/Latino","American Indian/Alaska Native","167","10"
"Non-Hispanic/Latino","Asian","5847","154"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","271","7"
"Non-Hispanic/Latino","Other","4479","15"
"Non-Hispanic/Latino","Unknown","3347","10"
"Non-Hispanic/Latino","White","128673","4485"
"Unknown","African-American/Black","15020","11"
"Unknown","American Indian/Alaska Native","75","0"
"Unknown","Asian","1647","0"
"Unknown","Native Hawaiian/Pacific Islander","95","0"
"Unknown","Other","5447","5"
"Unknown","Unknown","71387","20"
"Unknown","White","20998","10"
