Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,832,14
Hispanic/Latino,American Indian/Alaska Native,55,1
Hispanic/Latino,Asian,86,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,93,0
Hispanic/Latino,Other,13947,154
Hispanic/Latino,Unknown,5482,6
Hispanic/Latino,White,18560,239
Non-Hispanic/Latino,African-American/Black,66418,2708
Non-Hispanic/Latino,American Indian/Alaska Native,129,6
Non-Hispanic/Latino,Asian,3602,121
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,198,6
Non-Hispanic/Latino,Other,3462,16
Non-Hispanic/Latino,Unknown,2746,24
Non-Hispanic/Latino,White,75992,3179
Unknown,African-American/Black,12233,21
Unknown,American Indian/Alaska Native,54,0
Unknown,Asian,1149,1
Unknown,Native Hawaiian/Pacific Islander,83,0
Unknown,Other,5092,7
Unknown,Unknown,81786,77
Unknown,White,15340,24
