"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3369","US-13001","13","1","18561","250","101","18150.96","544.15","2014.98","374","1045","11","18"
"Atkinson","1430","US-13003","13","3","8330","189","32","17166.87","384.15","1920.77","160","495","7","19"
"Bacon","2348","US-13005","13","5","11404","179","53","20589.27","464.75","2244.83","256","824","12","14"
"Baker","294","US-13007","13","7","3116","44","13","9435.17","417.2","962.77","30","203","1","3"
"Baldwin","6896","US-13009","13","9","44428","413","177","15521.74","398.4","1447.29","643","2020","29","17"
"Banks","3126","US-13011","13","11","19982","306","68","15644.08","340.31","1351.22","270","460","6","5"
"Barrow","18290","US-13013","13","13","86383","940","209","21173.15","241.95","2005.02","1732","2297","8","5"
"Bartow","20366","US-13015","13","15","110771","1151","353","18385.68","318.68","1438.1","1593","6721","50","99"
"Ben Hill","2096","US-13017","13","17","16645","183","72","12592.37","432.56","720.94","120","1817","41","65"
"Berrien","1888","US-13019","13","19","19276","103","51","9794.56","264.58","1105","213","2722","21","35"
"Bibb","27112","US-13021","13","21","152150","2553","614","17819.26","403.55","1514.3","2304","7360","76","75"
"Bleckley","1395","US-13023","13","23","12838","66","41","10866.18","319.36","1370.93","176","1752","44","64"
"Brantley","2287","US-13025","13","25","19202","171","80","11910.22","416.62","1359.23","261","1395","14","32"
"Brooks","1747","US-13027","13","27","15727","140","58","11108.29","368.79","1278.06","201","1429","19","25"
"Bryan","6223","US-13029","13","29","39137","359","65","15900.55","166.08","2373.71","929","1990","13","16"
"Bulloch","9970","US-13031","13","31","79467","335","101","12546.09","127.1","1380.45","1097","4459","130","201"
"Burke","2830","US-13033","13","33","22342","214","50","12666.73","223.79","1329.33","297","2090","39","30"
"Butts","4480","US-13035","13","35","25174","233","122","17796.14","484.63","1314.85","331","1673","11","15"
"Calhoun","900","US-13037","13","37","6317","100","21","14247.27","332.44","3894.25","246","313","1","3"
