"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths"
"Appling","1852","US-13001","13","1","18561","165","61","9977.91","328.65","102.37","19","382","5"
"Atkinson","761","US-13003","13","3","8330","113","16","9135.65","192.08","48.02","4","219","1"
"Bacon","1020","US-13005","13","5","11404","76","28","8944.23","245.53","26.31","3","335","8"
"Baker","159","US-13007","13","7","3116","33","9","5102.7","288.83","0","0","63","0"
"Baldwin","3750","US-13009","13","9","44428","307","105","8440.62","236.34","81.03","36","591","12"
"Banks","1576","US-13011","13","11","19982","181","33","7887.1","165.15","145.13","29","154","1"
"Barrow","8206","US-13013","13","13","86383","566","117","9499.55","135.44","219.95","190","1010","1"
"Bartow","10513","US-13015","13","15","110771","749","188","9490.75","169.72","275.34","305","2924","14"
"Ben Hill","1472","US-13017","13","17","16645","148","55","8843.5","330.43","6.01","1","566","18"
"Berrien","1031","US-13019","13","19","19276","69","29","5348.62","150.45","103.76","20","738","12"
"Bibb","12974","US-13021","13","21","152150","1679","369","8527.11","242.52","122.25","186","2178","35"
"Bleckley","789","US-13023","13","23","12838","46","33","6145.82","257.05","77.89","10","633","16"
"Brantley","883","US-13025","13","25","19202","67","28","4598.48","145.82","72.91","14","654","4"
"Brooks","919","US-13027","13","27","15727","85","36","5843.45","228.91","120.81","19","423","8"
"Bryan","2562","US-13029","13","29","39137","170","32","6546.24","81.76","237.63","93","794","3"
"Bulloch","5115","US-13031","13","31","79467","207","54","6436.63","67.95","86.83","69","1432","43"
"Burke","1698","US-13033","13","33","22342","145","32","7600.04","143.23","134.28","30","734","22"
"Butts","2031","US-13035","13","35","25174","115","70","8067.85","278.06","202.59","51","729","6"
"Calhoun","436","US-13037","13","37","6317","72","14","6902.01","221.62","47.49","3","132","0"
"Camden","3099","US-13039","13","39","53924","119","27","5746.98","50.07","79.74","43","679","5"
"Candler","729","US-13043","13","43","10837","60","35","6726.95","322.97","36.91","4","189","26"
"Carroll","7092","US-13045","13","45","120119","301","127","5904.15","105.73","82.42","99","3615","93"
"Catoosa","5238","US-13047","13","47","68771","235","62","7616.58","90.15","139.59","96","475","5"
"Charlton","1033","US-13049","13","49","13251","60","20","7795.64","150.93","135.84","18","294","7"
"Chatham","19009","US-13051","13","51","292176","1522","368","6506.01","125.95","179.69","525","2507","24"
"Chattahoochee","2812","US-13053","13","53","10749","23","10","26160.57","93.03","1358.27","146","492","2"
"Chattooga","2123","US-13055","13","55","24766","160","61","8572.24","246.31","129.21","32","489","7"
"Cherokee","20864","US-13057","13","57","266617","1156","270","7825.46","101.27","211.91","565","7437","11"
"Clarke","12262","US-13059","13","59","129779","475","121","9448.37","93.24","205.73","267","2136","7"
"Clay","180","US-13061","13","61","2855","10","3","6304.73","105.08","35.03","1","51","0"
"Clayton","21684","US-13063","13","63","304838","1257","390","7113.29","127.94","187.97","573","2301","19"
"Clinch","717","US-13065","13","65","6656","63","24","10772.24","360.58","255.41","17","215","1"
"Cobb","56697","US-13067","13","67","790588","2894","882","7171.5","111.56","162.16","1282","14918","70"
"Coffee","4178","US-13069","13","69","43042","633","126","9706.8","292.74","53.44","23","1034","31"
"Colquitt","3366","US-13071","13","71","45393","234","70","7415.24","154.21","165.22","75","1098","37"
"Columbia","10654","US-13073","13","73","158631","453","155","6716.22","97.71","93.93","149","5344","39"
"Cook","1144","US-13075","13","75","17437","106","36","6560.76","206.46","40.14","7","611","4"
"Coweta","8278","US-13077","13","77","152001","301","163","5446.02","107.24","147.37","224","5017","12"
"Crawford","508","US-13079","13","79","12228","63","15","4154.4","122.67","57.25","7","123","2"
"Crisp","1329","US-13081","13","81","22289","152","47","5962.58","210.87","67.3","15","599","22"
"Dade","1147","US-13083","13","83","16162","56","10","7096.89","61.87","303.18","49","178","1"
"Dawson","2583","US-13085","13","85","27021","230","36","9559.23","133.23","155.43","42","265","1"
"DeKalb","53111","US-13089","13","89","793154","4223","820","6696.18","103.38","168.57","1337","5780","63"
