"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2621","19"
"Hispanic/Latino","American Indian/Alaska Native","128","0"
"Hispanic/Latino","Asian","279","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","183","1"
"Hispanic/Latino","Other","29862","300"
"Hispanic/Latino","Unknown","13502","11"
"Hispanic/Latino","White","39805","531"
"Non-Hispanic/Latino","African-American/Black","192078","5383"
"Non-Hispanic/Latino","American Indian/Alaska Native","358","11"
"Non-Hispanic/Latino","Asian","14708","309"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","585","11"
"Non-Hispanic/Latino","Other","10259","50"
"Non-Hispanic/Latino","Unknown","7428","46"
"Non-Hispanic/Latino","White","282394","9058"
"Unknown","African-American/Black","26515","24"
"Unknown","American Indian/Alaska Native","161","0"
"Unknown","Asian","3501","2"
"Unknown","Native Hawaiian/Pacific Islander","171","0"
"Unknown","Other","26225","21"
"Unknown","Unknown","143525","47"
"Unknown","White","41196","47"
