"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1115","13"
"Hispanic/Latino","American Indian/Alaska Native","51","0"
"Hispanic/Latino","Asian","104","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","103","0"
"Hispanic/Latino","Other","16872","174"
"Hispanic/Latino","Unknown","6684","11"
"Hispanic/Latino","White","22680","288"
"Non-Hispanic/Latino","African-American/Black","88759","3252"
"Non-Hispanic/Latino","American Indian/Alaska Native","139","10"
"Non-Hispanic/Latino","Asian","5159","146"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","254","6"
"Non-Hispanic/Latino","Other","4418","13"
"Non-Hispanic/Latino","Unknown","3235","14"
"Non-Hispanic/Latino","White","115427","4218"
"Unknown","African-American/Black","14066","14"
"Unknown","American Indian/Alaska Native","56","0"
"Unknown","Asian","1458","0"
"Unknown","Native Hawaiian/Pacific Islander","90","0"
"Unknown","Other","4931","3"
"Unknown","Unknown","69478","45"
"Unknown","White","19102","16"
