"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","925","11"
"Hispanic/Latino","American Indian/Alaska Native","46","0"
"Hispanic/Latino","Asian","94","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","98","0"
"Hispanic/Latino","Other","15090","158"
"Hispanic/Latino","Unknown","6000","6"
"Hispanic/Latino","White","20127","265"
"Non-Hispanic/Latino","African-American/Black","73892","2970"
"Non-Hispanic/Latino","American Indian/Alaska Native","133","9"
"Non-Hispanic/Latino","Asian","4164","132"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","219","6"
"Non-Hispanic/Latino","Other","3813","15"
"Non-Hispanic/Latino","Unknown","3009","33"
"Non-Hispanic/Latino","White","89638","3659"
"Unknown","African-American/Black","12761","14"
"Unknown","American Indian/Alaska Native","56","0"
"Unknown","Asian","1236","0"
"Unknown","Native Hawaiian/Pacific Islander","82","0"
"Unknown","Other","5246","3"
"Unknown","Unknown","75916","54"
"Unknown","White","16487","13"
