"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1093","US-13001","13","1","18561","99","34","5888.69","183.18","377.13","70"
"Atkinson","456","US-13003","13","3","8330","59","4","5474.19","48.02","168.07","14"
"Bacon","612","US-13005","13","5","11404","47","14","5366.54","122.76","122.76","14"
"Baker","85","US-13007","13","7","3116","20","6","2727.86","192.55","0","0"
"Baldwin","2189","US-13009","13","9","44428","169","61","4927.07","137.3","270.1","120"
"Banks","519","US-13011","13","11","19982","70","8","2597.34","40.04","160.14","32"
"Barrow","2358","US-13013","13","13","86383","251","47","2729.7","54.41","199.11","172"
"Bartow","3107","US-13015","13","15","110771","307","90","2804.89","81.25","178.75","198"
"Ben Hill","824","US-13017","13","17","16645","86","27","4950.44","162.21","384.5","64"
"Berrien","468","US-13019","13","19","19276","24","12","2427.89","62.25","114.13","22"
"Bibb","6247","US-13021","13","21","152150","878","186","4105.82","122.25","161.68","246"
"Bleckley","454","US-13023","13","23","12838","29","21","3536.38","163.58","272.63","35"
"Brantley","363","US-13025","13","25","19202","35","11","1890.43","57.29","93.74","18"
"Brooks","530","US-13027","13","27","15727","55","26","3370","165.32","82.66","13"
"Bryan","1207","US-13029","13","29","39137","84","13","3084.04","33.22","155.86","61"
"Bulloch","2947","US-13031","13","31","79467","135","31","3708.46","39.01","109.48","87"
"Burke","849","US-13033","13","33","22342","88","11","3800.02","49.23","237.22","53"
"Butts","713","US-13035","13","35","25174","54","43","2832.29","170.81","270.12","68"
"Calhoun","252","US-13037","13","37","6317","47","10","3989.24","158.3","205.79","13"
"Camden","1344","US-13039","13","39","53924","64","16","2492.4","29.67","116.83","63"
"Candler","485","US-13043","13","43","10837","34","22","4475.41","203.01","350.65","38"
"Carroll","2954","US-13045","13","45","120119","166","71","2459.23","59.11","144.86","174"
"Catoosa","1280","US-13047","13","47","68771","80","19","1861.25","27.63","151.23","104"
"Charlton","642","US-13049","13","49","13251","27","9","4844.92","67.92","135.84","18"
"Chatham","8809","US-13051","13","51","292176","795","173","3014.96","59.21","144.09","421"
"Chattahoochee","1697","US-13053","13","53","10749","14","1","15787.52","9.3","632.62","68"
"Chattooga","831","US-13055","13","55","24766","61","24","3355.41","96.91","270.53","67"
"Cherokee","6393","US-13057","13","57","266617","509","96","2397.82","36.01","146.28","390"
"Clarke","5307","US-13059","13","59","129779","235","45","4089.26","34.67","208.05","270"
"Clay","121","US-13061","13","61","2855","9","3","4238.18","105.08","35.03","1"
"Clayton","7347","US-13063","13","63","304838","653","167","2410.13","54.78","101.69","310"
"Clinch","399","US-13065","13","65","6656","29","11","5994.59","165.26","255.41","17"
"Cobb","20367","US-13067","13","67","790588","1847","437","2576.18","55.28","101.06","799"
"Coffee","2141","US-13069","13","69","43042","315","55","4974.21","127.78","234.65","101"
"Colquitt","1966","US-13071","13","71","45393","157","37","4331.06","81.51","198.27","90"
"Columbia","3947","US-13073","13","73","158631","189","61","2488.16","38.45","143.1","227"
"Cook","561","US-13075","13","75","17437","61","14","3217.3","80.29","74.55","13"
"Coweta","2718","US-13077","13","77","152001","136","55","1788.15","36.18","69.74","106"
"Crawford","177","US-13079","13","79","12228","28","6","1447.5","49.07","57.25","7"
"Crisp","601","US-13081","13","81","22289","78","19","2696.4","85.24","228.81","51"
