"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2811","22"
"Hispanic/Latino","American Indian/Alaska Native","138","0"
"Hispanic/Latino","Asian","295","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","196","2"
"Hispanic/Latino","Other","31310","325"
"Hispanic/Latino","Unknown","13694","13"
"Hispanic/Latino","White","41771","566"
"Non-Hispanic/Latino","African-American/Black","203194","5829"
"Non-Hispanic/Latino","American Indian/Alaska Native","370","11"
"Non-Hispanic/Latino","Asian","15646","330"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","616","13"
"Non-Hispanic/Latino","Other","10819","54"
"Non-Hispanic/Latino","Unknown","7214","46"
"Non-Hispanic/Latino","White","298887","9693"
"Unknown","African-American/Black","26995","30"
"Unknown","American Indian/Alaska Native","178","0"
"Unknown","Asian","3649","2"
"Unknown","Native Hawaiian/Pacific Islander","176","0"
"Unknown","Other","26820","22"
"Unknown","Unknown","138124","59"
"Unknown","White","41992","53"
