"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3853","27"
"Hispanic/Latino","American Indian/Alaska Native","198","0"
"Hispanic/Latino","Asian","392","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","285","2"
"Hispanic/Latino","Other","39749","353"
"Hispanic/Latino","Unknown","17249","7"
"Hispanic/Latino","White","52438","651"
"Non-Hispanic/Latino","African-American/Black","278428","6695"
"Non-Hispanic/Latino","American Indian/Alaska Native","502","16"
"Non-Hispanic/Latino","Asian","19844","382"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","818","11"
"Non-Hispanic/Latino","Other","17138","82"
"Non-Hispanic/Latino","Unknown","8766","9"
"Non-Hispanic/Latino","White","398556","11184"
"Unknown","African-American/Black","24770","15"
"Unknown","American Indian/Alaska Native","191","0"
"Unknown","Asian","4574","2"
"Unknown","Native Hawaiian/Pacific Islander","190","0"
"Unknown","Other","26617","7"
"Unknown","Unknown","132346","41"
"Unknown","White","38263","24"
