"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3547","US-13001","13","1","18561","267","108","19109.96","581.87","43.1","8","1244","13","21"
"Atkinson","1548","US-13003","13","3","8330","211","39","18583.43","468.19","240.1","20","575","8","23"
"Bacon","2503","US-13005","13","5","11404","197","59","21948.44","517.36","61.38","7","1011","11","13"
"Baker","313","US-13007","13","7","3116","46","13","10044.93","417.2","0","0","221","1","3"
"Baldwin","7295","US-13009","13","9","44428","435","194","16419.83","436.66","15.76","7","2190","35","20"
"Banks","3350","US-13011","13","11","19982","331","78","16765.09","390.35","20.02","4","521","7","5"
"Barrow","19445","US-13013","13","13","86383","980","239","22510.22","276.67","24.31","21","2378","9","7"
"Bartow","21562","US-13015","13","15","110771","1220","383","19465.38","345.76","65.9","73","7334","54","107"
"Ben Hill","2164","US-13017","13","17","16645","187","73","13000.9","438.57","0","0","2127","46","69"
"Berrien","2016","US-13019","13","19","19276","109","58","10458.6","300.89","25.94","5","2897","23","40"
"Bibb","28788","US-13021","13","21","152150","2762","679","18920.8","446.27","28.92","44","8084","81","82"
"Bleckley","1460","US-13023","13","23","12838","75","42","11372.49","327.15","7.79","1","1848","52","74"
"Brantley","2481","US-13025","13","25","19202","184","88","12920.53","458.29","31.25","6","1653","17","40"
"Brooks","1889","US-13027","13","27","15727","156","64","12011.19","406.94","25.43","4","1519","20","26"
"Bryan","6871","US-13029","13","29","39137","398","74","17556.28","189.08","255.51","100","2186","15","18"
"Bulloch","10579","US-13031","13","31","79467","371","108","13312.44","135.91","27.68","22","4824","147","225"
"Burke","2963","US-13033","13","33","22342","239","61","13262.02","273.03","26.86","6","2301","43","33"
"Butts","4708","US-13035","13","35","25174","263","138","18701.84","548.18","23.83","6","1738","13","14"
"Calhoun","983","US-13037","13","37","6317","102","21","15561.18","332.44","47.49","3","354","1","3"
"Camden","8620","US-13039","13","39","53924","251","99","15985.46","183.59","133.52","72","2593","18","36"
"Candler","1345","US-13043","13","43","10837","100","54","12411.18","498.29","193.78","21","740","40","41"
"Carroll","14396","US-13045","13","45","120119","444","179","11984.78","149.02","15.82","19","9228","254","321"
"Catoosa","12436","US-13047","13","47","68771","393","126","18083.2","183.22","95.97","66","1879","35","40"
"Charlton","2231","US-13049","13","49","13251","120","48","16836.47","362.24","226.4","30","783","14","20"
"Chatham","53456","US-13051","13","51","292176","3236","790","18295.82","270.38","250.53","732","9584","63","62"
"Chattahoochee","6146","US-13053","13","53","10749","53","17","57177.41","158.15","1990.88","214","871","5","3"
"Chattooga","5246","US-13055","13","55","24766","313","112","21182.27","452.23","16.15","4","1315","17","20"
"Cherokee","45074","US-13057","13","57","266617","2338","563","16905.9","211.16","30.01","80","17692","37","55"
"Clarke","26102","US-13059","13","59","129779","1138","213","20112.65","164.13","21.58","28","3440","9","6"
"Clay","353","US-13061","13","61","2855","14","6","12364.27","210.16","0","0","163","0","4"
"Clayton","57479","US-13063","13","63","304838","3104","875","18855.59","287.04","32.8","100","5839","60","19"
"Clinch","1389","US-13065","13","65","6656","98","39","20868.39","585.94","45.07","3","726","2","10"
"Cobb","134536","US-13067","13","67","790588","4749","1596","17017.21","201.88","72.1","570","35784","136","255"
"Coffee","8488","US-13069","13","69","43042","1081","224","19720.27","520.42","78.99","34","2439","51","110"
"Colquitt","7943","US-13071","13","71","45393","398","166","17498.29","365.7","48.47","22","3087","70","38"
"Columbia","20536","US-13073","13","73","158631","852","306","12945.77","192.9","139.32","221","15195","66","93"
"Cook","2060","US-13075","13","75","17437","143","55","11813.96","315.42","17.2","3","2813","16","28"
"Coweta","20815","US-13077","13","77","152001","1368","418","13693.99","275","13.16","20","11986","52","57"
"Crawford","1190","US-13079","13","79","12228","122","44","9731.76","359.83","24.53","3","578","9","6"
"Crisp","2545","US-13081","13","81","22289","202","71","11418.19","318.54","4.49","1","2095","64","102"
"Dade","2554","US-13083","13","83","16162","99","25","15802.5","154.68","266.06","43","638","3","9"
"Dawson","6132","US-13085","13","85","27021","392","95","22693.46","351.58","55.51","15","713","4","4"
"DeKalb","127472","US-13089","13","89","793154","8064","1506","16071.53","189.87","82.08","651","17898","154","72"
"Decatur","5294","US-13087","13","87","26322","262","92","20112.45","349.52","463.49","122","1851","35","71"
"Dodge","2110","US-13091","13","91","20385","134","69","10350.75","338.48","9.81","2","3073","78","84"
"Dooly","1530","US-13093","13","93","13400","109","39","11417.91","291.04","0","0","830","29","32"
"Dougherty","14098","US-13095","13","95","89905","1560","441","15681","490.52","21.13","19","5305","42","23"
