"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","16484","1","298"
"05-09 years","Georgia","28907","2","226"
"10-17 years","Georgia","87705","9","834"
"18-29 years","Georgia","230542","137","4442"
"30-39 years","Georgia","169827","293","5831"
"40-49 years","Georgia","160443","713","8393"
"50-59 years","Georgia","149360","1876","12491"
"60-69 years","Georgia","100201","3852","14497"
"70-79 years","Georgia","57356","5443","13540"
"80 & Older years","Georgia","32445","6949","10261"
"<1 years","Georgia","4418","0","235"
"Unknown years","Georgia","3824","0","104"
"01-04 years","Appling","42","0","0"
"05-09 years","Appling","77","0","0"
"10-17 years","Appling","226","0","2"
"18-29 years","Appling","422","1","7"
"30-39 years","Appling","299","1","7"
"40-49 years","Appling","313","4","22"
"50-59 years","Appling","335","7","33"
"60-69 years","Appling","280","16","58"
"70-79 years","Appling","189","18","37"
"80 & Older years","Appling","99","22","36"
"<1 years","Appling","7","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","10","0","1"
"05-09 years","Atkinson","36","0","1"
"10-17 years","Atkinson","87","0","1"
"18-29 years","Atkinson","219","0","11"
"30-39 years","Atkinson","145","0","11"
"40-49 years","Atkinson","165","2","29"
"50-59 years","Atkinson","160","2","30"
"60-69 years","Atkinson","100","6","29"
"70-79 years","Atkinson","54","5","21"
"80 & Older years","Atkinson","16","5","11"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","31","0","0"
"05-09 years","Bacon","49","0","0"
"10-17 years","Bacon","130","0","1"
"18-29 years","Bacon","455","0","3"
"30-39 years","Bacon","227","0","5"
"40-49 years","Bacon","219","2","15"
"50-59 years","Bacon","184","2","16"
"60-69 years","Bacon","149","11","32"
"70-79 years","Bacon","93","8","22"
"80 & Older years","Bacon","44","9","14"
"<1 years","Bacon","5","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","8","0","0"
"10-17 years","Baker","10","0","0"
"18-29 years","Baker","38","0","0"
"30-39 years","Baker","25","0","4"
"40-49 years","Baker","22","2","3"
"50-59 years","Baker","28","0","2"
"60-69 years","Baker","36","3","16"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","14","3","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","40","0","0"
"05-09 years","Baldwin","89","0","0"
"10-17 years","Baldwin","268","1","6"
"18-29 years","Baldwin","1399","0","16"
"30-39 years","Baldwin","564","1","16"
"40-49 years","Baldwin","555","3","34"
"50-59 years","Baldwin","553","13","64"
"60-69 years","Baldwin","436","23","79"
"70-79 years","Baldwin","281","31","63"
"80 & Older years","Baldwin","172","52","66"
"<1 years","Baldwin","18","0","1"
"Unknown years","Baldwin","1","0","0"
"01-04 years","Banks","15","0","0"
"05-09 years","Banks","43","0","1"
"10-17 years","Banks","133","0","4"
"18-29 years","Banks","351","0","9"
"30-39 years","Banks","253","0","10"
"40-49 years","Banks","271","2","23"
"50-59 years","Banks","293","3","28"
"60-69 years","Banks","256","9","54"
"70-79 years","Banks","169","16","65"
"80 & Older years","Banks","91","14","32"
"<1 years","Banks","7","0","1"
"Unknown years","Banks","19","0","1"
"01-04 years","Barrow","144","0","2"
"05-09 years","Barrow","269","0","0"
"10-17 years","Barrow","975","0","8"
"18-29 years","Barrow","2068","2","41"
"30-39 years","Barrow","1793","1","57"
"40-49 years","Barrow","1788","6","87"
"50-59 years","Barrow","1511","9","126"
"60-69 years","Barrow","982","36","166"
"70-79 years","Barrow","563","39","116"
"80 & Older years","Barrow","258","53","98"
"<1 years","Barrow","42","0","2"
"Unknown years","Barrow","15","0","2"
"01-04 years","Bartow","158","0","6"
"05-09 years","Bartow","283","0","2"
"10-17 years","Bartow","1101","0","14"
"18-29 years","Bartow","2341","0","29"
"30-39 years","Bartow","1936","5","56"
"40-49 years","Bartow","1985","4","93"
"50-59 years","Bartow","2064","18","169"
"60-69 years","Bartow","1281","47","169"
"70-79 years","Bartow","848","76","203"
"80 & Older years","Bartow","421","78","131"
"<1 years","Bartow","55","0","3"
"Unknown years","Bartow","74","0","7"
"01-04 years","Ben Hill","32","0","1"
"05-09 years","Ben Hill","26","0","0"
"10-17 years","Ben Hill","134","0","0"
"18-29 years","Ben Hill","312","1","5"
"30-39 years","Ben Hill","245","3","11"
"40-49 years","Ben Hill","234","1","13"
"50-59 years","Ben Hill","264","6","32"
"60-69 years","Ben Hill","218","13","33"
"70-79 years","Ben Hill","152","19","55"
"80 & Older years","Ben Hill","73","19","19"
"<1 years","Ben Hill","6","0","1"
"Unknown years","Ben Hill","1","0","0"
"01-04 years","Berrien","27","0","0"
"05-09 years","Berrien","35","0","0"
"10-17 years","Berrien","126","0","1"
"18-29 years","Berrien","250","0","0"
"30-39 years","Berrien","205","0","3"
