"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3779","27"
"Hispanic/Latino","American Indian/Alaska Native","187","0"
"Hispanic/Latino","Asian","387","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","272","2"
"Hispanic/Latino","Other","39212","353"
"Hispanic/Latino","Unknown","17002","6"
"Hispanic/Latino","White","51969","645"
"Non-Hispanic/Latino","African-American/Black","273280","6631"
"Non-Hispanic/Latino","American Indian/Alaska Native","483","15"
"Non-Hispanic/Latino","Asian","19610","381"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","804","11"
"Non-Hispanic/Latino","Other","16447","97"
"Non-Hispanic/Latino","Unknown","8405","10"
"Non-Hispanic/Latino","White","390964","11008"
"Unknown","African-American/Black","24101","14"
"Unknown","American Indian/Alaska Native","183","0"
"Unknown","Asian","4516","2"
"Unknown","Native Hawaiian/Pacific Islander","190","0"
"Unknown","Other","26177","11"
"Unknown","Unknown","126131","41"
"Unknown","White","37413","19"
