"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2784","US-13001","13","1","18561","239","94","14999.19","506.44","177.79","33","723","9","15"
"Atkinson","1179","US-13003","13","3","8330","175","32","14153.66","384.15","180.07","15","394","5","17"
"Bacon","1934","US-13005","13","5","11404","152","50","16958.96","438.44","771.66","88","675","11","13"
"Baker","242","US-13007","13","7","3116","44","13","7766.37","417.2","32.09","1","126","1","3"
"Baldwin","5260","US-13009","13","9","44428","388","166","11839.38","373.64","74.28","33","1418","24","16"
"Banks","2409","US-13011","13","11","19982","278","58","12055.85","290.26","135.12","27","327","4","4"
"Barrow","13055","US-13013","13","13","86383","857","192","15112.93","222.27","171.33","148","1702","7","5"
"Bartow","15453","US-13015","13","15","110771","1017","308","13950.4","278.05","125.48","139","4997","39","69"
"Ben Hill","1855","US-13017","13","17","16645","180","68","11144.49","408.53","30.04","5","1363","33","60"
"Berrien","1530","US-13019","13","19","19276","90","48","7937.33","249.01","20.75","4","1948","20","32"
"Bibb","20200","US-13021","13","21","152150","2300","574","13276.37","377.26","62.44","95","5304","61","62"
"Bleckley","1094","US-13023","13","23","12838","62","39","8521.58","303.79","15.58","2","1209","36","62"
"Brantley","1888","US-13025","13","25","19202","157","75","9832.31","390.58","31.25","6","1235","12","30"
"Brooks","1384","US-13027","13","27","15727","129","53","8800.15","337","12.72","2","1027","17","24"
"Bryan","4613","US-13029","13","29","39137","318","63","11786.8","160.97","51.1","20","1657","7","13"
"Bulloch","7914","US-13031","13","31","79467","296","98","9958.85","123.32","26.43","21","3252","103","176"
"Burke","2298","US-13033","13","33","22342","193","48","10285.56","214.84","53.71","12","1439","36","27"
"Butts","3359","US-13035","13","35","25174","190","106","13343.13","421.07","71.5","18","1315","10","15"
"Calhoun","619","US-13037","13","37","6317","89","21","9798.96","332.44","158.3","10","223","0","2"
"Camden","5956","US-13039","13","39","53924","221","79","11045.17","146.5","51.92","28","1943","17","35"
"Candler","1109","US-13043","13","43","10837","82","49","10233.46","452.15","9.23","1","451","38","36"
"Carroll","10015","US-13045","13","45","120119","387","156","8337.57","129.87","74.09","89","6374","152","254"
"Catoosa","8371","US-13047","13","47","68771","298","91","12172.28","132.32","154.13","106","1161","19","29"
"Charlton","1736","US-13049","13","49","13251","103","42","13100.9","316.96","120.75","16","523","13","18"
"Chatham","33062","US-13051","13","51","292176","2632","644","11315.78","220.42","79.4","232","5512","48","56"
"Chattahoochee","5164","US-13053","13","53","10749","39","14","48041.68","130.24","1386.18","149","756","5","4"
"Chattooga","3675","US-13055","13","55","24766","247","88","14838.89","355.33","129.21","32","889","16","20"
"Cherokee","31579","US-13057","13","57","266617","1937","426","11844.33","159.78","294.05","784","12306","26","39"
"Clarke","17393","US-13059","13","59","129779","777","171","13402.01","131.76","96.32","125","2669","8","4"
"Clay","232","US-13061","13","61","2855","12","4","8126.09","140.11","35.03","1","80","0","4"
"Clayton","35112","US-13063","13","63","304838","2141","689","11518.25","226.02","105.63","322","4267","39","16"
"Clinch","1004","US-13065","13","65","6656","83","33","15084.13","495.79","60.1","4","485","2","10"
"Cobb","84865","US-13067","13","67","790588","4086","1284","10734.42","162.41","122.57","969","24617","109","237"
"Coffee","6300","US-13069","13","69","43042","899","184","14636.87","427.49","132.43","57","1561","46","94"
"Colquitt","5510","US-13071","13","71","45393","332","129","12138.44","284.18","121.16","55","1973","59","30"
"Columbia","14698","US-13073","13","73","158631","661","241","9265.53","151.92","71.23","113","10205","55","87"
"Cook","1665","US-13075","13","75","17437","127","52","9548.66","298.22","17.2","3","1933","10","23"
"Coweta","12737","US-13077","13","77","152001","812","335","8379.55","220.39","90.13","137","8114","32","34"
"Crawford","832","US-13079","13","79","12228","101","37","6804.06","302.58","32.71","4","300","6","4"
"Crisp","1852","US-13081","13","81","22289","184","64","8309.03","287.14","26.92","6","1283","45","79"
"Dade","1814","US-13083","13","83","16162","68","17","11223.86","105.19","216.56","35","340","4","4"
"Dawson","4158","US-13085","13","85","27021","332","69","15388.03","255.36","107.32","29","489","2","3"
"DeKalb","80031","US-13089","13","89","793154","6293","1209","10090.22","152.43","102.75","815","11650","121","56"
"Decatur","3463","US-13087","13","87","26322","222","77","13156.3","292.53","56.99","15","1291","23","62"
"Dodge","1525","US-13091","13","91","20385","124","60","7480.99","294.33","39.24","8","2065","66","76"
"Dooly","1081","US-13093","13","93","13400","101","37","8067.16","276.12","14.93","2","563","22","23"
"Dougherty","9092","US-13095","13","95","89905","1336","380","10112.9","422.67","75.64","68","3327","33","19"
"Douglas","17562","US-13097","13","97","151906","1085","240","11561.1","157.99","98.09","149","4733","53","115"
"Early","1544","US-13099","13","99","10146","104","51","15217.82","502.66","137.99","14","331","6","18"
"Echols","406","US-13101","13","101","3969","13","5","10229.28","125.98","25.2","1","313","6","6"
"Effingham","6971","US-13103","13","103","64026","488","149","10887.76","232.72","70.28","45","1851","17","20"
"Elbert","2039","US-13105","13","105","18945","183","68","10762.73","358.93","179.47","34","1242","19","13"
"Emanuel","2685","US-13107","13","107","22664","164","72","11846.98","317.68","39.71","9","1745","60","147"
"Evans","1118","US-13109","13","109","10687","106","36","10461.31","336.86","37.43","4","499","17","28"
"Fannin","3179","US-13111","13","111","26320","255","90","12078.27","341.95","117.78","31","582","16","15"
"Fayette","9730","US-13113","13","113","117544","609","211","8277.75","179.51","96.13","113","3470","24","17"
"Floyd","15466","US-13115","13","115","99916","1170","304","15479","304.26","144.12","144","2886","74","98"
"Forsyth","26868","US-13117","13","117","252507","1233","264","10640.5","104.55","159.6","403","7123","10","15"
"Franklin","3279","US-13119","13","119","23329","218","67","14055.47","287.2","64.3","15","652","15","12"
"Fulton","111587","US-13121","13","121","1099181","7298","1644","10151.83","149.57","91.34","1004","20585","142","132"
"Gilmer","3507","US-13123","13","123","31417","325","119","11162.75","378.78","146.42","46","1185","17","19"
"Glascock","187","US-13125","13","125","3025","27","7","6181.82","231.4","33.06","1","226","13","5"
"Glynn","12354","US-13127","13","127","86047","661","301","14357.27","349.81","45.32","39","2968","35","42"
"Gordon","8708","US-13129","13","129","58049","427","172","15001.12","296.3","118.87","69","2587","23","33"
"Grady","2400","US-13131","13","131","24540","235","64","9779.95","260.8","48.9","12","1217","24","24"
"Greene","2197","US-13133","13","133","18717","196","61","11737.99","325.91","101.51","19","521","9","2"
"Gwinnett","112189","US-13135","13","135","971145","6232","1373","11552.24","141.38","113.27","1100","21259","90","73"
"Habersham","6414","US-13137","13","137","45800","619","191","14004.37","417.03","150.66","69","981","16","19"
"Hall","34040","US-13139","13","139","206349","3117","607","16496.32","294.16","172.52","356","4046","34","30"
"Hancock","998","US-13141","13","141","8193","121","75","12181.13","915.42","0","0","123","6","4"
"Haralson","2387","US-13143","13","143","30722","95","46","7769.68","149.73","94.39","29","1412","73","46"
"Harris","3188","US-13145","13","145","34712","242","80","9184.14","230.47","129.64","45","598","8","12"
"Hart","2302","US-13147","13","147","26107","162","47","8817.56","180.03","84.27","22","1221","22","16"
"Heard","1035","US-13149","13","149","12370","62","24","8367.02","194.02","48.5","6","437","13","18"
"Henry","28990","US-13151","13","151","239866","1240","470","12085.91","195.94","118.4","284","9202","33","21"
"Houston","16001","US-13153","13","153","157039","1062","281","10189.19","178.94","67.5","106","9026","98","274"
"Irwin","899","US-13155","13","155","9433","92","20","9530.37","212.02","63.61","6","534","19","11"
"Jackson","12883","US-13157","13","157","74700","807","200","17246.32","267.74","152.61","114","1891","13","11"
"Jasper","1026","US-13159","13","159","14199","103","33","7225.86","232.41","112.68","16","1115","26","13"
"Jeff Davis","1808","US-13161","13","161","15148","120","44","11935.57","290.47","59.41","9","1145","15","74"
"Jefferson","1858","US-13163","13","163","15313","183","67","12133.48","437.54","71.83","11","825","19","20"
"Jenkins","898","US-13165","13","165","8576","95","43","10471.08","501.4","23.32","2","287","14","25"
"Johnson","1024","US-13167","13","167","9661","115","52","10599.32","538.25","62.11","6","530","10","13"
"Jones","2574","US-13169","13","169","28591","255","86","9002.83","300.79","66.45","19","878","8","9"
"Lamar","2283","US-13171","13","171","19347","183","77","11800.28","397.99","87.87","17","1137","13","15"
"Lanier","775","US-13173","13","173","10351","34","12","7487.2","115.93","9.66","1","691","5","11"
"Laurens","5815","US-13175","13","175","47296","418","197","12294.91","416.53","133.2","63","3299","43","46"
"Lee","2615","US-13177","13","177","29971","298","72","8725.1","240.23","73.4","22","2084","8","4"
"Liberty","6580","US-13179","13","179","61904","327","96","10629.36","155.08","58.15","36","940","20","25"
"Lincoln","689","US-13181","13","181","8125","69","27","8480","332.31","86.15","7","500","6","8"
"Long","1374","US-13183","13","183","19915","78","20","6899.32","100.43","110.47","22","376","6","6"
"Lowndes","10970","US-13185","13","185","117878","524","224","9306.23","190.03","51.75","61","10283","88","177"
"Lumpkin","4449","US-13187","13","187","33802","416","92","13161.94","272.17","65.08","22","321","15","2"
"Macon","842","US-13193","13","193","12988","100","37","6482.91","284.88","23.1","3","483","6","8"
"Madison","4220","US-13195","13","195","30177","270","66","13984.16","218.71","132.55","40","758","10","5"
"Marion","658","US-13197","13","197","8293","59","33","7934.4","397.93","12.06","1","309","6","8"
"McDuffie","2241","US-13189","13","189","21597","210","61","10376.44","282.45","78.71","17","1272","15","27"
"McIntosh","1390","US-13191","13","191","14567","88","28","9542.12","192.22","20.59","3","314","3","4"
"Meriwether","2191","US-13199","13","199","21020","223","97","10423.41","461.47","80.88","17","776","14","6"
"Miller","994","US-13201","13","201","5764","53","15","17244.97","260.24","225.54","13","224","7","6"
"Mitchell","2177","US-13205","13","205","22056","288","89","9870.33","403.52","45.34","10","1184","11","17"
"Monroe","2762","US-13207","13","207","27727","247","118","9961.41","425.58","50.49","14","1419","31","37"
