"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2277","13"
"Hispanic/Latino","American Indian/Alaska Native","120","0"
"Hispanic/Latino","Asian","237","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","167","1"
"Hispanic/Latino","Other","27270","258"
"Hispanic/Latino","Unknown","12904","7"
"Hispanic/Latino","White","36162","449"
"Non-Hispanic/Latino","African-American/Black","169413","4470"
"Non-Hispanic/Latino","American Indian/Alaska Native","334","10"
"Non-Hispanic/Latino","Asian","12602","238"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","520","7"
"Non-Hispanic/Latino","Other","8956","36"
"Non-Hispanic/Latino","Unknown","8155","61"
"Non-Hispanic/Latino","White","247486","7322"
"Unknown","African-American/Black","25096","38"
"Unknown","American Indian/Alaska Native","133","0"
"Unknown","Asian","3147","2"
"Unknown","Native Hawaiian/Pacific Islander","165","0"
"Unknown","Other","23918","17"
"Unknown","Unknown","145281","60"
"Unknown","White","38734","59"
