"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","658547","10756","41935"
"Male","Georgia","566069","12312","39967"
"Unknown","Georgia","10056","9","190"
"Female","Appling","1479","36","117"
"Male","Appling","1217","50","113"
"Unknown","Appling","13","0","0"
"Female","Atkinson","615","10","80"
"Male","Atkinson","522","16","88"
"Unknown","Atkinson","7","0","0"
"Female","Bacon","799","19","67"
"Male","Bacon","1074","26","77"
"Unknown","Bacon","4","0","1"
"Female","Baker","127","5","19"
"Male","Baker","110","8","23"
"Female","Baldwin","2878","50","163"
"Male","Baldwin","2277","101","213"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1262","29","144"
"Male","Banks","1072","26","120"
"Unknown","Banks","13","0","0"
"Female","Barrow","6749","83","432"
"Male","Barrow","5825","93","386"
"Unknown","Barrow","47","0","1"
"Female","Bartow","7919","130","463"
"Male","Bartow","7044","159","513"
"Unknown","Bartow","107","0","2"
"Female","Ben Hill","1051","29","93"
"Male","Ben Hill","781","38","83"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","831","22","49"
"Male","Berrien","675","21","37"
"Unknown","Berrien","4","0","0"
"Female","Bibb","11254","274","1181"
"Male","Bibb","8473","260","999"
"Unknown","Bibb","161","0","3"
"Female","Bleckley","617","19","32"
"Male","Bleckley","465","16","26"
"Unknown","Bleckley","6","0","1"
"Female","Brantley","996","31","78"
"Male","Brantley","857","37","71"
"Unknown","Brantley","9","0","0"
"Female","Brooks","774","18","68"
"Male","Brooks","592","31","47"
"Unknown","Brooks","9","0","0"
"Female","Bryan","2361","22","133"
"Male","Bryan","2140","34","160"
"Unknown","Bryan","34","0","2"
"Female","Bulloch","4415","51","152"
"Male","Bulloch","3422","40","129"
"Unknown","Bulloch","14","0","0"
"Female","Burke","1256","24","102"
"Male","Burke","999","20","87"
"Unknown","Burke","13","0","1"
"Female","Butts","1583","45","75"
"Male","Butts","1617","51","102"
"Unknown","Butts","88","0","1"
"Female","Calhoun","311","14","42"
"Male","Calhoun","293","6","47"
"Unknown","Calhoun","3","0","0"
"Female","Camden","3075","39","116"
"Male","Camden","2718","35","96"
"Unknown","Camden","14","0","0"
"Female","Candler","601","16","46"
"Male","Candler","504","31","36"
"Unknown","Candler","1","0","0"
"Female","Carroll","5170","67","180"
"Male","Carroll","4608","79","197"
"Unknown","Carroll","42","0","1"
"Female","Catoosa","4267","43","148"
"Male","Catoosa","3716","38","138"
"Unknown","Catoosa","80","0","3"
"Female","Charlton","651","15","51"
"Male","Charlton","1040","25","48"
"Unknown","Charlton","3","0","0"
"Female","Chatham","17602","267","1259"
"Male","Chatham","14571","324","1196"
"Unknown","Chatham","195","0","11"
"Female","Chattahoochee","346","1","14"
"Male","Chattahoochee","4367","12","24"
"Unknown","Chattahoochee","16","0","0"
"Female","Chattooga","1925","38","108"
"Male","Chattooga","1639","47","130"
"Unknown","Chattooga","12","0","0"
"Female","Cherokee","16061","161","828"
"Male","Cherokee","14285","233","961"
"Unknown","Cherokee","89","0","3"
"Female","Clarke","9513","69","374"
"Male","Clarke","7497","92","344"
"Unknown","Clarke","53","0","2"
"Female","Clay","135","1","6"
"Male","Clay","94","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","19260","309","1081"
"Male","Clayton","14729","321","915"
"Unknown","Clayton","171","1","1"
"Female","Clinch","520","15","41"
"Male","Clinch","501","18","40"
"Unknown","Clinch","3","0","0"
"Female","Cobb","43882","551","1963"
"Male","Cobb","38117","652","1974"
"Unknown","Cobb","348","1","7"
"Female","Coffee","3349","90","484"
"Male","Coffee","2800","80","386"
"Unknown","Coffee","29","0","0"
"Female","Colquitt","2786","51","156"
"Male","Colquitt","2584","64","161"
"Unknown","Colquitt","17","0","0"
"Female","Columbia","7612","91","307"
"Male","Columbia","6756","127","327"
"Unknown","Columbia","38","0","0"
"Female","Cook","932","23","68"
"Male","Cook","718","28","54"
"Unknown","Cook","5","0","1"
"Female","Coweta","6475","125","358"
"Male","Coweta","5876","167","371"
"Unknown","Coweta","43","0","0"
"Female","Crawford","434","13","50"
"Male","Crawford","373","21","45"
"Unknown","Crawford","5","0","0"
"Female","Crisp","1039","29","107"
"Male","Crisp","776","34","72"
"Unknown","Crisp","22","0","1"
"Female","Dade","899","9","33"
"Male","Dade","830","6","34"
"Unknown","Dade","18","0","0"
"Female","Dawson","2163","27","149"
"Male","Dawson","1875","37","166"
"Unknown","Dawson","27","0","0"
"Female","DeKalb","42307","534","3238"
"Male","DeKalb","34680","599","2798"
"Unknown","DeKalb","653","0","9"
"Female","Decatur","1953","33","121"
"Male","Decatur","1459","42","98"
"Unknown","Decatur","16","0","0"
"Female","Dodge","800","27","61"
"Male","Dodge","693","32","59"
"Unknown","Dodge","14","0","0"
"Female","Dooly","569","16","49"
"Male","Dooly","493","19","49"
"Unknown","Dooly","8","0","0"
"Female","Dougherty","5137","190","740"
"Male","Dougherty","3631","170","541"
"Unknown","Dougherty","58","1","2"
"Female","Douglas","9278","105","563"
"Male","Douglas","7704","115","485"
"Unknown","Douglas","59","0","2"
"Female","Early","895","28","61"
"Male","Early","615","23","37"
"Unknown","Early","7","0","0"
"Female","Echols","164","1","3"
"Male","Echols","239","4","10"
"Unknown","Echols","2","0","0"
"Female","Effingham","3611","59","218"
"Male","Effingham","3198","73","222"
"Unknown","Effingham","34","0","3"
"Female","Elbert","1150","33","107"
"Male","Elbert","813","32","58"
"Unknown","Elbert","9","0","3"
"Female","Emanuel","1497","38","98"
"Male","Emanuel","1141","25","60"
"Unknown","Emanuel","12","0","0"
"Female","Evans","637","14","65"
"Male","Evans","497","19","39"
"Unknown","Evans","2","0","0"
"Female","Fannin","1653","35","109"
"Male","Fannin","1436","51","126"
"Unknown","Fannin","8","0","0"
"Female","Fayette","4963","89","255"
"Male","Fayette","4462","104","298"
"Unknown","Fayette","38","0","0"
"Female","Floyd","8094","118","548"
"Male","Floyd","6867","155","583"
"Unknown","Floyd","95","0","2"
"Female","Forsyth","12951","99","527"
"Male","Forsyth","12346","135","651"
"Unknown","Forsyth","650","0","0"
"Female","Franklin","1766","25","112"
"Male","Franklin","1423","39","96"
"Unknown","Franklin","17","0","0"
