"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2528","19"
"Hispanic/Latino","American Indian/Alaska Native","127","0"
"Hispanic/Latino","Asian","265","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","179","1"
"Hispanic/Latino","Other","29234","299"
"Hispanic/Latino","Unknown","13626","11"
"Hispanic/Latino","White","38673","504"
"Non-Hispanic/Latino","African-American/Black","187204","5112"
"Non-Hispanic/Latino","American Indian/Alaska Native","352","10"
"Non-Hispanic/Latino","Asian","14205","290"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","565","8"
"Non-Hispanic/Latino","Other","9957","53"
"Non-Hispanic/Latino","Unknown","8729","53"
"Non-Hispanic/Latino","White","274514","8646"
"Unknown","African-American/Black","26380","35"
"Unknown","American Indian/Alaska Native","134","0"
"Unknown","Asian","3361","2"
"Unknown","Native Hawaiian/Pacific Islander","170","0"
"Unknown","Other","25754","22"
"Unknown","Unknown","144684","69"
"Unknown","White","40841","74"
