"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8896","43"
"Hispanic/Latino","American Indian/Alaska Native","596","3"
"Hispanic/Latino","Asian","1015","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","628","4"
"Hispanic/Latino","Other","59691","487"
"Hispanic/Latino","Unknown","37233","11"
"Hispanic/Latino","White","85568","873"
"Non-Hispanic/Latino","African-American/Black","495040","9399"
"Non-Hispanic/Latino","American Indian/Alaska Native","1106","29"
"Non-Hispanic/Latino","Asian","41855","482"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1325","15"
"Non-Hispanic/Latino","Other","34182","190"
"Non-Hispanic/Latino","Unknown","18936","13"
"Non-Hispanic/Latino","White","684028","16826"
"Unknown","African-American/Black","43854","21"
"Unknown","American Indian/Alaska Native","762","0"
"Unknown","Asian","7302","3"
"Unknown","Native Hawaiian/Pacific Islander","424","0"
"Unknown","Other","34121","17"
"Unknown","Unknown","278956","107"
"Unknown","White","54362","34"
