"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3115","24"
"Hispanic/Latino","American Indian/Alaska Native","146","0"
"Hispanic/Latino","Asian","323","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","212","2"
"Hispanic/Latino","Other","34614","342"
"Hispanic/Latino","Unknown","14235","7"
"Hispanic/Latino","White","45931","619"
"Non-Hispanic/Latino","African-American/Black","225884","6329"
"Non-Hispanic/Latino","American Indian/Alaska Native","382","11"
"Non-Hispanic/Latino","Asian","17209","367"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","684","10"
"Non-Hispanic/Latino","Other","11749","58"
"Non-Hispanic/Latino","Unknown","6770","15"
"Non-Hispanic/Latino","White","330254","10400"
"Unknown","African-American/Black","24169","15"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3808","1"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","24831","9"
"Unknown","Unknown","116121","29"
"Unknown","White","37971","20"
