"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","169489","3443","14772"
"Male","Georgia","145461","3715","13981"
"Unknown","Georgia","7975","4","205"
"Female","Appling","569","10","50"
"Male","Appling","484","20","47"
"Unknown","Appling","8","0","0"
"Female","Atkinson","237","1","28"
"Male","Atkinson","210","2","30"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","308","5","19"
"Male","Bacon","286","9","27"
"Unknown","Bacon","10","0","1"
"Female","Baker","42","2","8"
"Male","Baker","42","2","12"
"Female","Baldwin","1173","12","67"
"Male","Baldwin","947","46","98"
"Unknown","Baldwin","25","0","2"
"Female","Banks","283","3","35"
"Male","Banks","213","5","33"
"Unknown","Banks","7","0","0"
"Female","Barrow","1234","29","139"
"Male","Barrow","1018","19","107"
"Unknown","Barrow","22","0","1"
"Female","Bartow","1594","39","132"
"Male","Bartow","1365","49","167"
"Unknown","Bartow","48","0","2"
"Female","Ben Hill","477","11","42"
"Male","Ben Hill","329","15","39"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","257","6","14"
"Male","Berrien","196","6","8"
"Unknown","Berrien","8","0","0"
"Female","Bibb","3468","98","464"
"Male","Bibb","2599","79","393"
"Unknown","Bibb","69","0","1"
"Female","Bleckley","268","13","13"
"Male","Bleckley","171","8","14"
"Unknown","Bleckley","8","0","0"
"Female","Brantley","206","5","19"
"Male","Brantley","144","5","14"
"Unknown","Brantley","1","0","0"
"Female","Brooks","284","6","27"
"Male","Brooks","227","20","28"
"Unknown","Brooks","15","0","0"
"Female","Bryan","620","6","36"
"Male","Bryan","534","5","45"
"Unknown","Bryan","21","0","0"
"Female","Bulloch","1660","19","73"
"Male","Bulloch","1218","9","59"
"Unknown","Bulloch","44","0","0"
"Female","Burke","455","6","44"
"Male","Burke","383","4","42"
"Unknown","Burke","5","0","1"
"Female","Butts","315","20","22"
"Male","Butts","323","23","30"
"Unknown","Butts","46","0","2"
"Female","Calhoun","122","6","20"
"Male","Calhoun","127","3","27"
"Unknown","Calhoun","1","0","0"
"Female","Camden","684","6","30"
"Male","Camden","630","7","27"
"Unknown","Camden","15","0","0"
"Female","Candler","258","8","16"
"Male","Candler","214","12","16"
"Unknown","Candler","3","0","0"
"Female","Carroll","1493","32","78"
"Male","Carroll","1342","38","80"
"Unknown","Carroll","39","0","2"
"Female","Catoosa","640","13","53"
"Male","Catoosa","555","7","26"
"Unknown","Catoosa","42","0","0"
"Female","Charlton","219","4","12"
"Male","Charlton","417","5","14"
"Unknown","Charlton","5","0","0"
"Female","Chatham","4751","75","413"
"Male","Chatham","3712","93","366"
"Unknown","Chatham","189","0","3"
"Female","Chattahoochee","102","1","4"
"Male","Chattahoochee","1575","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","431","9","21"
"Male","Chattooga","365","13","35"
"Unknown","Chattooga","16","0","2"
"Female","Cherokee","3243","47","248"
"Male","Cherokee","2900","46","246"
"Unknown","Cherokee","96","0","3"
"Female","Clarke","2834","19","115"
"Male","Clarke","2315","26","114"
"Unknown","Clarke","49","0","2"
"Female","Clay","72","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","3975","86","343"
"Male","Clayton","3085","76","301"
"Unknown","Clayton","118","0","4"
"Female","Clinch","205","1","12"
"Male","Clinch","181","8","16"
"Unknown","Clinch","4","0","0"
"Female","Cobb","10618","210","933"
"Male","Cobb","9126","219","877"
"Unknown","Cobb","266","0","6"
"Female","Coffee","1064","26","172"
"Male","Coffee","1014","26","138"
"Unknown","Coffee","18","0","0"
"Female","Colquitt","959","15","83"
"Male","Colquitt","948","20","73"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2012","31","84"
"Male","Columbia","1821","31","100"
"Unknown","Columbia","20","0","2"
"Female","Cook","320","5","34"
"Male","Cook","230","9","27"
"Unknown","Cook","5","0","0"
"Female","Coweta","1420","25","68"
"Male","Coweta","1235","25","66"
"Unknown","Coweta","14","0","0"
"Female","Crawford","95","3","18"
"Male","Crawford","67","2","6"
"Unknown","Crawford","8","0","3"
"Female","Crisp","322","6","43"
"Male","Crisp","258","12","30"
"Unknown","Crisp","5","0","0"
"Female","Dade","154","4","9"
"Male","Dade","130","1","12"
"Unknown","Dade","6","0","0"
"Female","Dawson","428","1","31"
"Male","Dawson","410","7","45"
"Unknown","Dawson","10","0","0"
"Female","DeKalb","10165","164","1108"
"Male","DeKalb","8582","207","1021"
"Unknown","DeKalb","381","0","8"
"Female","Decatur","639","15","49"
"Male","Decatur","550","14","43"
"Unknown","Decatur","17","0","0"
"Female","Dodge","245","6","20"
"Male","Dodge","191","6","22"
"Unknown","Dodge","3","0","0"
"Female","Dooly","174","6","24"
"Male","Dooly","171","8","28"
"Unknown","Dooly","1","0","0"
"Female","Dougherty","1924","105","396"
"Male","Dougherty","1214","83","253"
"Unknown","Dougherty","32","0","0"
"Female","Douglas","2007","32","222"
"Male","Douglas","1599","37","197"
"Unknown","Douglas","65","0","3"
"Female","Early","318","20","22"
"Male","Early","190","13","15"
"Unknown","Early","5","0","0"
"Female","Echols","75","0","2"
"Male","Echols","165","2","7"
"Unknown","Echols","2","0","0"
"Female","Effingham","757","12","49"
"Male","Effingham","725","14","49"
"Unknown","Effingham","24","0","1"
"Female","Elbert","408","3","32"
"Male","Elbert","272","2","12"
"Unknown","Elbert","29","0","2"
"Female","Emanuel","647","20","50"
"Male","Emanuel","451","12","29"
