"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","3711","1","82"
"05-09 years","Georgia","5389","1","58"
"10-17 years","Georgia","18970","4","260"
"18-29 years","Georgia","81292","55","1940"
"30-39 years","Georgia","52956","122","2618"
"40-49 years","Georgia","50331","277","3741"
"50-59 years","Georgia","46295","672","5236"
"60-69 years","Georgia","31051","1393","5857"
"70-79 years","Georgia","18051","1933","4992"
"80 & Older years","Georgia","11882","2701","4057"
"<1 years","Georgia","1174","0","66"
"Unknown years","Georgia","1823","3","51"
"01-04 years","Appling","15","0","0"
"05-09 years","Appling","31","0","0"
"10-17 years","Appling","84","0","1"
"18-29 years","Appling","207","0","4"
"30-39 years","Appling","150","1","4"
"40-49 years","Appling","152","1","11"
"50-59 years","Appling","160","5","16"
"60-69 years","Appling","129","4","26"
"70-79 years","Appling","92","10","21"
"80 & Older years","Appling","39","9","14"
"<1 years","Appling","1","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","3","0","1"
"05-09 years","Atkinson","11","0","1"
"10-17 years","Atkinson","21","0","0"
"18-29 years","Atkinson","98","0","7"
"30-39 years","Atkinson","75","0","6"
"40-49 years","Atkinson","80","0","11"
"50-59 years","Atkinson","78","0","12"
"60-69 years","Atkinson","45","1","10"
"70-79 years","Atkinson","25","1","5"
"80 & Older years","Atkinson","8","1","5"
"<1 years","Atkinson","2","0","0"
"Unknown years","Atkinson","2","0","0"
"01-04 years","Bacon","11","0","0"
"05-09 years","Bacon","12","0","0"
"10-17 years","Bacon","41","0","0"
"18-29 years","Bacon","154","0","1"
"30-39 years","Bacon","78","0","2"
"40-49 years","Bacon","102","1","6"
"50-59 years","Bacon","88","2","12"
"60-69 years","Bacon","55","4","12"
"70-79 years","Bacon","36","3","8"
"80 & Older years","Bacon","21","4","6"
"<1 years","Bacon","4","0","0"
"Unknown years","Bacon","2","0","0"
"01-04 years","Baker","4","0","0"
"05-09 years","Baker","3","0","0"
"10-17 years","Baker","4","0","0"
"18-29 years","Baker","15","0","0"
"30-39 years","Baker","11","0","2"
"40-49 years","Baker","7","0","1"
"50-59 years","Baker","13","0","1"
"60-69 years","Baker","13","2","6"
"70-79 years","Baker","11","0","8"
"80 & Older years","Baker","3","2","2"
"01-04 years","Baldwin","9","0","0"
"05-09 years","Baldwin","24","0","0"
"10-17 years","Baldwin","70","0","1"
"18-29 years","Baldwin","866","0","7"
"30-39 years","Baldwin","215","1","10"
"40-49 years","Baldwin","257","2","24"
"50-59 years","Baldwin","259","7","34"
"60-69 years","Baldwin","219","11","38"
"70-79 years","Baldwin","137","17","32"
"80 & Older years","Baldwin","86","20","21"
"<1 years","Baldwin","3","0","0"
"01-04 years","Banks","4","0","0"
"05-09 years","Banks","6","0","0"
"10-17 years","Banks","35","0","0"
"18-29 years","Banks","88","0","3"
"30-39 years","Banks","61","0","0"
"40-49 years","Banks","68","0","9"
"50-59 years","Banks","73","0","7"
"60-69 years","Banks","68","1","14"
"70-79 years","Banks","48","3","18"
"80 & Older years","Banks","43","4","16"
"<1 years","Banks","2","0","0"
"Unknown years","Banks","7","0","1"
"01-04 years","Barrow","25","0","0"
"05-09 years","Barrow","40","0","0"
"10-17 years","Barrow","113","0","1"
"18-29 years","Barrow","523","1","20"
"30-39 years","Barrow","384","0","22"
"40-49 years","Barrow","420","2","36"
"50-59 years","Barrow","330","2","41"
"60-69 years","Barrow","204","9","52"
"70-79 years","Barrow","130","10","36"
"80 & Older years","Barrow","90","24","38"
"<1 years","Barrow","8","0","1"
"Unknown years","Barrow","7","0","0"
"01-04 years","Bartow","24","0","1"
"05-09 years","Bartow","48","0","1"
"10-17 years","Bartow","211","0","1"
"18-29 years","Bartow","636","0","8"
"30-39 years","Bartow","484","2","23"
"40-49 years","Bartow","461","0","26"
"50-59 years","Bartow","469","5","54"
"60-69 years","Bartow","288","13","59"
"70-79 years","Bartow","205","26","66"
"80 & Older years","Bartow","156","42","58"
"<1 years","Bartow","12","0","1"
"Unknown years","Bartow","13","0","3"
"01-04 years","Ben Hill","19","0","1"
"05-09 years","Ben Hill","16","0","0"
"10-17 years","Ben Hill","53","0","0"
"18-29 years","Ben Hill","133","0","4"
"30-39 years","Ben Hill","128","2","5"
"40-49 years","Ben Hill","101","0","5"
"50-59 years","Ben Hill","130","1","15"
"60-69 years","Ben Hill","111","8","18"
"70-79 years","Ben Hill","79","8","25"
"80 & Older years","Ben Hill","30","7","8"
