"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","903","13"
"Hispanic/Latino","American Indian/Alaska Native","47","0"
"Hispanic/Latino","Asian","90","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","94","0"
"Hispanic/Latino","Other","14796","158"
"Hispanic/Latino","Unknown","5877","6"
"Hispanic/Latino","White","19702","256"
"Non-Hispanic/Latino","African-American/Black","72019","2893"
"Non-Hispanic/Latino","American Indian/Alaska Native","124","7"
"Non-Hispanic/Latino","Asian","3999","130"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","218","7"
"Non-Hispanic/Latino","Other","3708","17"
"Non-Hispanic/Latino","Unknown","2935","32"
"Non-Hispanic/Latino","White","85991","3539"
"Unknown","African-American/Black","12653","19"
"Unknown","American Indian/Alaska Native","51","0"
"Unknown","Asian","1215","0"
"Unknown","Native Hawaiian/Pacific Islander","84","0"
"Unknown","Other","5234","5"
"Unknown","Unknown","77005","61"
"Unknown","White","16180","19"
