"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1040693","14215","56128"
"Male","Georgia","866091","16459","53046"
"Unknown","Georgia","15588","10","368"
"Female","Appling","1926","53","135"
"Male","Appling","1611","55","131"
"Unknown","Appling","7","0","0"
"Female","Atkinson","852","17","105"
"Male","Atkinson","690","22","105"
"Unknown","Atkinson","4","0","0"
"Female","Bacon","1214","24","101"
"Male","Bacon","1324","37","102"
"Unknown","Bacon","6","0","0"
"Female","Baker","170","5","23"
"Male","Baker","141","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4087","68","187"
"Male","Baldwin","3182","126","248"
"Unknown","Baldwin","26","0","0"
"Female","Banks","1816","37","178"
"Male","Banks","1517","41","151"
"Unknown","Banks","17","0","2"
"Female","Barrow","10545","113","525"
"Male","Barrow","8830","126","454"
"Unknown","Barrow","73","0","1"
"Female","Bartow","11549","174","606"
"Male","Bartow","9887","209","613"
"Unknown","Bartow","111","0","0"
"Female","Ben Hill","1237","32","100"
"Male","Ben Hill","922","41","87"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1107","32","59"
"Male","Berrien","902","26","50"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16344","336","1485"
"Male","Bibb","12118","342","1267"
"Unknown","Bibb","319","1","9"
"Female","Bleckley","843","23","41"
"Male","Bleckley","606","19","34"
"Unknown","Bleckley","11","0","0"
"Female","Brantley","1356","38","97"
"Male","Brantley","1123","48","88"
"Unknown","Brantley","6","0","0"
"Female","Brooks","1056","25","84"
"Male","Brooks","825","39","72"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3585","29","187"
"Male","Bryan","3275","45","210"
"Unknown","Bryan","11","0","0"
"Female","Bulloch","5934","59","199"
"Male","Bulloch","4620","49","172"
"Unknown","Bulloch","26","0","0"
"Female","Burke","1632","29","116"
"Male","Burke","1317","32","122"
"Unknown","Burke","13","0","1"
"Female","Butts","2320","59","118"
"Male","Butts","2352","78","145"
"Unknown","Butts","36","0","0"
"Female","Calhoun","403","14","45"
"Male","Calhoun","565","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4667","47","132"
"Male","Camden","3893","52","119"
"Unknown","Camden","54","0","0"
"Female","Candler","734","19","56"
"Male","Candler","609","35","44"
"Unknown","Candler","1","0","0"
"Female","Carroll","7705","83","207"
"Male","Carroll","6621","95","230"
"Unknown","Carroll","65","0","7"
"Female","Catoosa","6579","68","197"
"Male","Catoosa","5725","58","191"
"Unknown","Catoosa","118","0","5"
"Female","Charlton","887","19","62"
"Male","Charlton","1326","29","58"
"Unknown","Charlton","17","0","0"
"Female","Chatham","29247","359","1665"
"Male","Chatham","24047","430","1555"
"Unknown","Chatham","149","0","5"
"Female","Chattahoochee","632","3","21"
"Male","Chattahoochee","5460","13","31"
"Unknown","Chattahoochee","28","0","0"
"Female","Chattooga","2856","53","149"
"Male","Chattooga","2372","59","163"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24094","235","1090"
"Male","Cherokee","20788","326","1247"
"Unknown","Cherokee","183","0","0"
"Female","Clarke","14749","97","596"
"Male","Clarke","11291","116","540"
"Unknown","Clarke","61","0","1"
"Female","Clay","203","1","8"
"Male","Clay","147","5","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","32978","436","1687"
"Male","Clayton","24192","438","1408"
"Unknown","Clayton","301","0","6"
"Female","Clinch","736","17","51"
"Male","Clinch","651","21","45"
"Unknown","Clinch","3","0","0"
"Female","Cobb","73256","724","2345"
"Male","Cobb","60470","871","2394"
"Unknown","Cobb","737","0","5"
"Female","Coffee","4680","120","603"
"Male","Coffee","3775","104","477"
"Unknown","Coffee","27","0","0"
"Female","Colquitt","4196","76","199"
"Male","Colquitt","3692","90","198"
"Unknown","Colquitt","49","0","0"
"Female","Columbia","10902","125","428"
"Male","Columbia","9570","181","423"
"Unknown","Columbia","57","0","1"
"Female","Cook","1164","26","77"
"Male","Cook","893","29","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11135","182","706"
"Male","Coweta","9585","236","654"
"Unknown","Coweta","93","0","5"
"Female","Crawford","639","20","59"
"Male","Crawford","543","24","63"
"Unknown","Crawford","8","0","0"
"Female","Crisp","1423","35","121"
"Male","Crisp","1065","36","81"
"Unknown","Crisp","57","0","0"
"Female","Dade","1322","14","50"
"Male","Dade","1208","11","49"
"Unknown","Dade","24","0","0"
"Female","Dawson","3294","38","180"
"Male","Dawson","2800","57","210"
"Unknown","Dawson","35","0","0"
"Female","DeKalb","70657","726","4320"
"Male","DeKalb","55640","774","3705"
"Unknown","DeKalb","1100","1","20"
"Female","Decatur","2982","43","142"
"Male","Decatur","2268","49","120"
"Unknown","Decatur","44","0","0"
"Female","Dodge","1064","32","69"
"Male","Dodge","1006","37","65"
"Unknown","Dodge","40","0","0"
"Female","Dooly","791","17","56"
"Male","Dooly","724","22","53"
"Unknown","Dooly","15","0","0"
"Female","Dougherty","8001","233","890"
"Male","Dougherty","5896","207","666"
"Unknown","Dougherty","197","0","1"
"Female","Douglas","15620","152","675"
"Male","Douglas","12391","164","587"
"Unknown","Douglas","94","0","2"
"Female","Early","1234","30","76"
"Male","Early","842","24","40"
"Unknown","Early","16","0","0"
"Female","Echols","196","1","5"
"Male","Echols","269","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5499","67","298"
"Male","Effingham","4734","99","295"
