"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1114110","14848","59712"
"Male","Georgia","923150","17220","56304"
"Unknown","Georgia","13857","4","374"
"Female","Appling","1951","56","143"
"Male","Appling","1634","58","137"
"Female","Atkinson","899","17","117"
"Male","Atkinson","712","24","111"
"Female","Bacon","1289","26","116"
"Male","Bacon","1377","40","110"
"Female","Baker","176","6","23"
"Male","Baker","146","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","4218","68","194"
"Male","Baldwin","3276","132","252"
"Unknown","Baldwin","21","0","0"
"Female","Banks","1916","46","195"
"Male","Banks","1583","42","159"
"Unknown","Banks","14","0","1"
"Female","Barrow","10960","117","557"
"Male","Barrow","9165","131","476"
"Unknown","Barrow","69","0","1"
"Female","Bartow","11933","178","628"
"Male","Bartow","10163","214","639"
"Unknown","Bartow","104","0","0"
"Female","Ben Hill","1248","33","102"
"Male","Ben Hill","932","42","89"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1134","32","60"
"Male","Berrien","923","27","52"
"Unknown","Berrien","7","0","0"
"Female","Bibb","17029","348","1514"
"Male","Bibb","12588","357","1291"
"Unknown","Bibb","242","0","5"
"Female","Bleckley","881","26","43"
"Male","Bleckley","614","19","34"
"Unknown","Bleckley","9","0","0"
"Female","Brantley","1369","38","94"
"Male","Brantley","1161","53","91"
"Female","Brooks","1083","26","86"
"Male","Brooks","849","41","75"
"Unknown","Brooks","7","0","0"
"Female","Bryan","3791","32","201"
"Male","Bryan","3434","45","225"
"Unknown","Bryan","14","0","0"
"Female","Bulloch","6029","59","205"
"Male","Bulloch","4702","52","180"
"Female","Burke","1670","32","124"
"Male","Burke","1343","36","122"
"Unknown","Burke","13","0","0"
"Female","Butts","2436","63","135"
"Male","Butts","2472","84","155"
"Unknown","Butts","31","0","0"
"Female","Calhoun","411","14","49"
"Male","Calhoun","579","9","56"
"Unknown","Calhoun","12","0","0"
"Female","Camden","5003","52","138"
"Male","Camden","4197","54","124"
"Unknown","Camden","15","0","0"
"Female","Candler","778","19","59"
"Male","Candler","640","36","47"
"Female","Carroll","7973","86","217"
"Male","Carroll","6835","99","240"
"Unknown","Carroll","52","0","7"
"Female","Catoosa","6921","71","210"
"Male","Catoosa","6021","65","194"
"Unknown","Catoosa","110","0","5"
"Female","Charlton","890","19","63"
"Male","Charlton","1395","28","59"
"Unknown","Charlton","2","0","1"
"Female","Chatham","31311","370","1825"
"Male","Chatham","25590","456","1678"
"Unknown","Chatham","67","0","3"
"Female","Chattahoochee","693","3","24"
"Male","Chattahoochee","5806","14","34"
"Unknown","Chattahoochee","128","0","0"
"Female","Chattooga","2922","58","161"
"Male","Chattooga","2409","61","167"
"Unknown","Chattooga","19","0","0"
"Female","Cherokee","25673","253","1156"
"Male","Cherokee","21988","342","1306"
"Unknown","Cherokee","110","0","1"
"Female","Clarke","15466","100","691"
"Male","Clarke","11881","124","619"
"Unknown","Clarke","59","0","1"
"Female","Clay","213","1","8"
"Male","Clay","155","5","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","35398","454","1845"
"Male","Clayton","25675","460","1546"
"Unknown","Clayton","283","0","7"
"Female","Clinch","744","17","52"
"Male","Clinch","660","23","46"
"Female","Cobb","81494","769","2450"
"Male","Cobb","66675","933","2470"
"Unknown","Cobb","642","0","4"
"Female","Coffee","4588","124","601"
"Male","Coffee","3746","104","488"
"Unknown","Coffee","1","0","0"
"Female","Colquitt","4309","81","208"
"Male","Colquitt","3791","93","207"
"Unknown","Colquitt","19","0","0"
"Female","Columbia","11495","134","447"
"Male","Columbia","10199","188","435"
"Unknown","Columbia","57","0","0"
"Female","Cook","1186","27","78"
"Male","Cook","908","30","66"
"Unknown","Cook","4","0","0"
"Female","Coweta","12154","187","830"
"Male","Coweta","10373","244","766"
"Unknown","Coweta","78","0","5"
"Female","Crawford","663","20","61"
"Male","Crawford","552","26","63"
"Unknown","Crawford","5","0","0"
"Female","Crisp","1448","35","121"
"Male","Crisp","1078","36","83"
"Unknown","Crisp","37","0","0"
"Female","Dade","1423","15","52"
"Male","Dade","1319","12","51"
"Unknown","Dade","28","0","0"
"Female","Dawson","3462","39","188"
"Male","Dawson","2945","58","217"
"Unknown","Dawson","25","0","0"
"Female","DeKalb","80345","762","4591"
"Male","DeKalb","62517","823","3950"
"Unknown","DeKalb","1071","0","22"
"Female","Decatur","3061","43","141"
"Male","Decatur","2346","52","122"
"Unknown","Decatur","34","0","0"
"Female","Dodge","1083","33","70"
"Male","Dodge","1019","38","67"
"Unknown","Dodge","32","0","0"
"Female","Dooly","804","17","56"
"Male","Dooly","736","23","53"
"Unknown","Dooly","13","0","0"
"Female","Dougherty","8376","241","918"
"Male","Dougherty","6126","217","691"
"Unknown","Dougherty","158","0","1"
"Female","Douglas","16679","157","700"
