"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2342","13"
"Hispanic/Latino","American Indian/Alaska Native","123","0"
"Hispanic/Latino","Asian","243","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","174","1"
"Hispanic/Latino","Other","27667","273"
"Hispanic/Latino","Unknown","13112","8"
"Hispanic/Latino","White","36727","456"
"Non-Hispanic/Latino","African-American/Black","173197","4598"
"Non-Hispanic/Latino","American Indian/Alaska Native","339","10"
"Non-Hispanic/Latino","Asian","12963","248"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","529","7"
"Non-Hispanic/Latino","Other","9217","39"
"Non-Hispanic/Latino","Unknown","8331","62"
"Non-Hispanic/Latino","White","253021","7578"
"Unknown","African-American/Black","25553","38"
"Unknown","American Indian/Alaska Native","135","0"
"Unknown","Asian","3200","2"
"Unknown","Native Hawaiian/Pacific Islander","167","0"
"Unknown","Other","24493","19"
"Unknown","Unknown","147249","66"
"Unknown","White","39267","62"
