"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2684","21"
"Hispanic/Latino","American Indian/Alaska Native","126","0"
"Hispanic/Latino","Asian","285","1"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","189","1"
"Hispanic/Latino","Other","30328","304"
"Hispanic/Latino","Unknown","13525","12"
"Hispanic/Latino","White","40444","537"
"Non-Hispanic/Latino","African-American/Black","195271","5534"
"Non-Hispanic/Latino","American Indian/Alaska Native","360","11"
"Non-Hispanic/Latino","Asian","15033","318"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","590","12"
"Non-Hispanic/Latino","Other","10434","53"
"Non-Hispanic/Latino","Unknown","7368","46"
"Non-Hispanic/Latino","White","287299","9257"
"Unknown","African-American/Black","26736","24"
"Unknown","American Indian/Alaska Native","163","0"
"Unknown","Asian","3550","2"
"Unknown","Native Hawaiian/Pacific Islander","172","0"
"Unknown","Other","26403","22"
"Unknown","Unknown","142992","55"
"Unknown","White","41608","47"
