"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2799","US-13001","13","1","18561","242","97","15080.01","522.6","26.94","5","729","10","15"
"Atkinson","1189","US-13003","13","3","8330","179","32","14273.71","384.15","72.03","6","395","5","18"
"Bacon","1953","US-13005","13","5","11404","156","51","17125.57","447.21","78.92","9","684","11","14"
"Baker","243","US-13007","13","7","3116","44","13","7798.46","417.2","64.18","2","129","1","3"
"Baldwin","5296","US-13009","13","9","44428","393","169","11920.41","380.39","49.52","22","1451","27","16"
"Banks","2443","US-13011","13","11","19982","284","60","12226","300.27","85.08","17","338","5","4"
"Barrow","13232","US-13013","13","13","86383","872","193","15317.83","223.42","137.76","119","1730","7","5"
"Bartow","15647","US-13015","13","15","110771","1038","318","14125.54","287.08","125.48","139","5149","42","73"
"Ben Hill","1869","US-13017","13","17","16645","181","71","11228.6","426.55","24.03","4","1369","35","60"
"Berrien","1544","US-13019","13","19","19276","93","50","8009.96","259.39","10.38","2","1956","20","33"
"Bibb","20386","US-13021","13","21","152150","2378","587","13398.62","385.8","40.09","61","5596","67","64"
"Bleckley","1101","US-13023","13","23","12838","63","40","8576.1","311.58","31.16","4","1227","41","63"
"Brantley","1900","US-13025","13","25","19202","160","75","9894.8","390.58","26.04","5","1239","13","31"
"Brooks","1396","US-13027","13","27","15727","134","54","8876.45","343.36","19.08","3","1037","19","25"
"Bryan","4649","US-13029","13","29","39137","328","65","11878.78","166.08","40.88","16","1678","11","14"
"Bulloch","7960","US-13031","13","31","79467","316","99","10016.74","124.58","39.01","31","3263","114","186"
"Burke","2308","US-13033","13","33","22342","193","48","10330.32","214.84","35.81","8","1444","37","28"
"Butts","3400","US-13035","13","35","25174","196","113","13506","448.88","51.64","13","1353","10","15"
"Calhoun","615","US-13037","13","37","6317","90","21","9735.63","332.44","0","0","230","0","2"
"Camden","6066","US-13039","13","39","53924","224","80","11249.17","148.36","16.69","9","1970","17","35"
"Candler","1110","US-13043","13","43","10837","84","49","10242.69","452.15","9.23","1","452","38","36"
"Carroll","10117","US-13045","13","45","120119","392","157","8422.48","130.7","62.44","75","6451","181","275"
"Catoosa","8562","US-13047","13","47","68771","306","94","12450.02","136.69","130.87","90","1206","22","29"
"Charlton","1742","US-13049","13","49","13251","107","43","13146.18","324.5","37.73","5","528","13","18"
"Chatham","33398","US-13051","13","51","292176","2680","663","11430.78","226.92","60.24","176","5610","51","57"
"Chattahoochee","5330","US-13053","13","53","10749","42","15","49586.01","139.55","1153.6","124","757","5","4"
"Chattooga","3719","US-13055","13","55","24766","257","90","15016.55","363.4","129.21","32","911","16","20"
"Cherokee","31892","US-13057","13","57","266617","2019","448","11961.73","168.03","95.27","254","12458","27","41"
"Clarke","17602","US-13059","13","59","129779","794","178","13563.06","137.16","84.76","110","2696","8","4"
"Clay","233","US-13061","13","61","2855","12","4","8161.12","140.11","35.03","1","80","0","4"
"Clayton","35515","US-13063","13","63","304838","2222","721","11650.45","236.52","79.39","242","4404","44","17"
"Clinch","1010","US-13065","13","65","6656","86","34","15174.28","510.82","30.05","2","488","2","10"
"Cobb","86341","US-13067","13","67","790588","4240","1309","10921.11","165.57","129.14","1021","25076","111","243"
"Coffee","6358","US-13069","13","69","43042","908","190","14771.62","441.43","48.79","21","1573","48","95"
"Colquitt","5550","US-13071","13","71","45393","343","135","12226.55","297.4","37.45","17","1989","66","31"
"Columbia","14805","US-13073","13","73","158631","675","255","9332.98","160.75","43.5","69","10354","56","89"
"Cook","1678","US-13075","13","75","17437","129","53","9623.22","303.95","5.73","1","1946","11","22"
"Coweta","12967","US-13077","13","77","152001","852","345","8530.86","226.97","107.89","164","8196","38","41"
"Crawford","835","US-13079","13","79","12228","107","39","6828.59","318.94","16.36","2","315","6","4"
"Crisp","1861","US-13081","13","81","22289","186","65","8349.41","291.62","22.43","5","1293","49","82"
"Dade","1844","US-13083","13","83","16162","68","17","11409.48","105.19","123.75","20","350","4","4"
"Dawson","4221","US-13085","13","85","27021","347","75","15621.18","277.56","173.94","47","505","2","3"
"DeKalb","81202","US-13089","13","89","793154","6473","1236","10237.86","155.83","96.7","767","11906","129","60"
"Decatur","3486","US-13087","13","87","26322","224","78","13243.67","296.33","83.58","22","1309","26","67"
"Dodge","1534","US-13091","13","91","20385","125","63","7525.14","309.05","19.62","4","2090","69","79"
"Dooly","1085","US-13093","13","93","13400","103","38","8097.01","283.58","22.39","3","571","22","24"
"Dougherty","9153","US-13095","13","95","89905","1355","387","10180.75","430.45","34.48","31","3367","36","20"
"Douglas","17798","US-13097","13","97","151906","1128","251","11716.46","165.23","105.33","160","4809","55","116"
"Early","1547","US-13099","13","99","10146","103","52","15247.39","512.52","29.57","3","335","5","19"
"Echols","412","US-13101","13","101","3969","15","5","10380.45","125.98","25.2","1","317","6","8"
"Effingham","7041","US-13103","13","103","64026","506","152","10997.09","237.4","54.67","35","1873","22","22"
"Elbert","2065","US-13105","13","105","18945","190","70","10899.97","369.49","63.34","12","1303","20","15"
"Emanuel","2702","US-13107","13","107","22664","170","73","11921.99","322.1","44.12","10","1763","63","149"
"Evans","1121","US-13109","13","109","10687","107","36","10489.38","336.86","18.71","2","520","18","28"
"Fannin","3237","US-13111","13","111","26320","265","91","12298.63","345.74","129.18","34","601","17","15"
"Fayette","9882","US-13113","13","113","117544","627","220","8407.06","187.16","83.37","98","3520","25","17"
"Floyd","15647","US-13115","13","115","99916","1201","310","15660.15","310.26","139.12","139","2989","79","108"
"Forsyth","27390","US-13117","13","117","252507","1272","275","10847.22","108.91","135.05","341","7311","12","16"
"Franklin","3310","US-13119","13","119","23329","219","68","14188.35","291.48","90.02","21","663","16","12"
"Fulton","113092","US-13121","13","121","1099181","7512","1676","10288.75","152.48","101.8","1119","20974","152","141"
"Gilmer","3543","US-13123","13","123","31417","335","119","11277.33","378.78","117.77","37","1239","18","19"
"Glascock","187","US-13125","13","125","3025","28","7","6181.82","231.4","0","0","227","14","5"
"Glynn","12418","US-13127","13","127","86047","667","303","14431.65","352.13","48.81","42","2995","37","42"
"Gordon","8802","US-13129","13","129","58049","433","177","15163.05","304.91","113.7","66","2650","25","35"
"Grady","2432","US-13131","13","131","24540","239","67","9910.35","273.02","73.35","18","1230","25","24"
"Greene","2213","US-13133","13","133","18717","200","64","11823.48","341.94","53.43","10","524","9","2"
"Gwinnett","113873","US-13135","13","135","971145","6386","1417","11725.64","145.91","117.08","1137","21820","98","78"
"Habersham","6507","US-13137","13","137","45800","635","193","14207.42","421.4","163.76","75","1013","17","19"
"Hall","34488","US-13139","13","139","206349","3172","626","16713.43","303.37","138.12","285","4315","39","32"
"Hancock","1002","US-13141","13","141","8193","122","75","12229.95","915.42","24.41","2","126","7","4"
"Haralson","2403","US-13143","13","143","30722","94","47","7821.76","152.98","32.55","10","1430","78","50"
"Harris","3224","US-13145","13","145","34712","248","86","9287.85","247.75","63.38","22","612","9","12"
"Hart","2316","US-13147","13","147","26107","166","50","8871.18","191.52","30.64","8","1239","23","17"
"Heard","1041","US-13149","13","149","12370","65","26","8415.52","210.19","32.34","4","446","15","19"
"Henry","29318","US-13151","13","151","239866","1301","480","12222.66","200.11","83.8","201","9399","33","22"
"Houston","16215","US-13153","13","153","157039","1085","291","10325.46","185.3","52.85","83","9281","112","288"
"Irwin","903","US-13155","13","155","9433","92","21","9572.78","222.62","21.2","2","537","19","12"
"Jackson","12999","US-13157","13","157","74700","831","210","17401.61","281.12","141.9","106","1924","13","12"
"Jasper","1045","US-13159","13","159","14199","106","33","7359.67","232.41","77.47","11","1131","27","13"
"Jeff Davis","1815","US-13161","13","161","15148","122","44","11981.78","290.47","6.6","1","1153","16","76"
"Jefferson","1863","US-13163","13","163","15313","186","67","12166.13","437.54","26.12","4","841","20","21"
"Jenkins","900","US-13165","13","165","8576","95","43","10494.4","501.4","11.66","1","289","15","25"
"Johnson","1025","US-13167","13","167","9661","116","52","10609.67","538.25","20.7","2","538","11","13"
"Jones","2626","US-13169","13","169","28591","268","88","9184.71","307.79","34.98","10","914","9","9"
"Lamar","2311","US-13171","13","171","19347","193","83","11945","429.01","62.03","12","1160","14","16"
"Lanier","784","US-13173","13","173","10351","35","12","7574.15","115.93","28.98","3","695","5","13"
"Laurens","5864","US-13175","13","175","47296","421","203","12398.51","429.21","80.35","38","3331","44","46"
"Lee","2644","US-13177","13","177","29971","306","74","8821.86","246.91","56.72","17","2128","8","4"
"Liberty","6646","US-13179","13","179","61904","330","98","10735.98","158.31","29.08","18","952","29","25"
"Lincoln","699","US-13181","13","181","8125","71","27","8603.08","332.31","86.15","7","506","6","8"
"Long","1394","US-13183","13","183","19915","81","20","6999.75","100.43","40.17","8","377","7","6"
"Lowndes","11088","US-13185","13","185","117878","550","230","9406.34","195.12","30.54","36","10389","90","184"
"Lumpkin","4531","US-13187","13","187","33802","429","93","13404.53","275.13","192.3","65","333","16","2"
"Macon","849","US-13193","13","193","12988","103","39","6536.8","300.28","0","0","489","6","8"
"Madison","4250","US-13195","13","195","30177","274","70","14083.57","231.96","69.59","21","771","10","5"
"Marion","665","US-13197","13","197","8293","62","33","8018.81","397.93","36.18","3","314","7","8"
"McDuffie","2270","US-13189","13","189","21597","212","62","10510.72","287.08","83.34","18","1282","15","28"
"McIntosh","1395","US-13191","13","191","14567","88","28","9576.44","192.22","6.86","1","316","4","4"
"Meriwether","2220","US-13199","13","199","21020","228","100","10561.37","475.74","99.9","21","789","18","7"
"Miller","1005","US-13201","13","201","5764","53","15","17435.81","260.24","69.4","4","230","8","6"
"Mitchell","2183","US-13205","13","205","22056","290","89","9897.53","403.52","22.67","5","1198","12","20"
"Monroe","2816","US-13207","13","207","27727","258","119","10156.17","429.18","46.89","13","1454","33","38"
"Montgomery","1147","US-13209","13","209","9224","63","40","12434.95","433.65","21.68","2","377","3","5"
"Morgan","1902","US-13211","13","211","19138","136","37","9938.34","193.33","47.03","9","1378","10","11"
"Murray","6358","US-13213","13","213","40261","364","135","15791.96","335.31","181.32","73","1306","9","12"
"Muscogee","21076","US-13215","13","215","191626","1776","579","10998.51","302.15","87.67","168","3420","83","94"
"Newton","11379","US-13217","13","217","112354","1234","320","10127.81","284.81","112.15","126","5181","40","21"
"Non-GA Resident/Unknown State","32465","US-.",".",".","0","2208","771","0","0","0","318","9265","346","146"
"Oconee","4516","US-13219","13","219","41737","193","74","10820.14","177.3","160.53","67","1306","8","4"
"Oglethorpe","1729","US-13221","13","221","15240","128","42","11345.14","275.59","111.55","17","509","1","1"
"Paulding","16745","US-13223","13","223","172542","598","252","9704.88","146.05","117.65","203","8843","94","120"
"Peach","2703","US-13225","13","225","27375","297","93","9873.97","339.73","69.41","19","1479","17","25"
"Pickens","3645","US-13227","13","227","33530","344","92","10870.86","274.38","98.42","33","2004","28","24"
"Pierce","2113","US-13229","13","229","19545","241","86","10810.95","440.01","15.35","3","2195","18","46"
"Pike","1895","US-13231","13","231","18860","130","50","10047.72","265.11","53.02","10","1971","20","26"
"Polk","6462","US-13233","13","233","43482","540","142","14861.32","326.57","119.59","52","2148","21","58"
"Pulaski","896","US-13235","13","235","10893","63","38","8225.47","348.85","55.08","6","630","23","29"
"Putnam","2625","US-13237","13","237","21885","239","79","11994.52","360.98","63.97","14","645","5","4"
"Quitman","123","US-13239","13","239","2294","16","3","5361.81","130.78","43.59","1","134","1","2"
"Rabun","2179","US-13241","13","241","16986","208","63","12828.21","370.89","158.95","27","449","11","12"
"Randolph","606","US-13243","13","243","6754","103","39","8972.46","577.44","59.22","4","406","4","0"
"Richmond","26805","US-13245","13","245","202240","1802","588","13254.05","290.74","76.15","154","8672","141","146"
"Rockdale","9141","US-13247","13","247","94960","1436","224","9626.16","235.89","104.25","99","2488","22","7"
"Schley","343","US-13249","13","249","5275","28","8","6502.37","151.66","94.79","5","358","0","4"
"Screven","1353","US-13251","13","251","13900","101","35","9733.81","251.8","21.58","3","447","27","34"
"Seminole","1215","US-13253","13","253","8140","96","23","14926.29","282.56","24.57","2","307","3","7"
"Spalding","6877","US-13255","13","255","69110","653","278","9950.8","402.26","63.67","44","3636","46","40"
