"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4390","30"
"Hispanic/Latino","American Indian/Alaska Native","247","1"
"Hispanic/Latino","Asian","429","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","328","4"
"Hispanic/Latino","Other","42736","372"
"Hispanic/Latino","Unknown","18894","7"
"Hispanic/Latino","White","56060","680"
"Non-Hispanic/Latino","African-American/Black","304997","7227"
"Non-Hispanic/Latino","American Indian/Alaska Native","576","18"
"Non-Hispanic/Latino","Asian","21516","395"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","890","11"
"Non-Hispanic/Latino","Other","20212","172"
"Non-Hispanic/Latino","Unknown","10583","6"
"Non-Hispanic/Latino","White","441921","12389"
"Unknown","African-American/Black","29511","17"
"Unknown","American Indian/Alaska Native","228","0"
"Unknown","Asian","4967","2"
"Unknown","Native Hawaiian/Pacific Islander","205","0"
"Unknown","Other","28628","12"
"Unknown","Unknown","158691","47"
"Unknown","White","45096","33"
