"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","9138","44"
"Hispanic/Latino","American Indian/Alaska Native","595","3"
"Hispanic/Latino","Asian","1049","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","650","4"
"Hispanic/Latino","Other","60503","493"
"Hispanic/Latino","Unknown","37656","8"
"Hispanic/Latino","White","87552","916"
"Non-Hispanic/Latino","African-American/Black","509157","9954"
"Non-Hispanic/Latino","American Indian/Alaska Native","1097","29"
"Non-Hispanic/Latino","Asian","43805","511"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1377","15"
"Non-Hispanic/Latino","Other","34486","187"
"Non-Hispanic/Latino","Unknown","18695","6"
"Non-Hispanic/Latino","White","704726","18011"
"Unknown","African-American/Black","41809","15"
"Unknown","American Indian/Alaska Native","661","0"
"Unknown","Asian","7390","2"
"Unknown","Native Hawaiian/Pacific Islander","414","0"
"Unknown","Other","33835","10"
"Unknown","Unknown","270589","102"
"Unknown","White","52636","32"
