county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,491,16,56,2645.33
Atkinson,267,2,34,3205.28
Bacon,382,5,32,3349.7
Baker,52,3,13,1668.81
Baldwin,840,37,88,1890.7
Banks,205,3,31,1025.92
Barrow,918,32,150,1062.71
Bartow,1354,51,183,1222.34
Ben Hill,302,1,27,1814.36
Berrien,228,0,11,1182.82
Bibb,2689,53,468,1767.33
Bleckley,116,3,10,903.57
Brantley,200,3,11,1041.56
Brooks,317,13,34,2015.64
Bryan,467,6,45,1193.24
Bulloch,925,10,70,1164.01
Burke,329,7,44,1472.56
Butts,405,36,33,1608.8
Calhoun,181,6,37,2865.28
Camden,496,4,16,919.81
Candler,177,1,8,1633.29
Carroll,1542,42,122,1283.73
Catoosa,452,8,29,657.25
Charlton,258,3,14,1947.02
Chatham,4261,48,391,1458.37
Chattahoochee,509,1,9,4735.32
Chattooga,144,2,5,581.44
Cherokee,2453,52,261,920.05
Clarke,1449,15,106,1116.51
Clay,69,2,6,2416.81
Clayton,4002,92,406,1312.83
Clinch,159,4,15,2388.82
Cobb,10120,287,1196,1280.06
Coffee,1198,22,168,2783.33
Colquitt,1419,21,103,3126.03
Columbia,1495,18,111,942.44
Cook,339,5,38,1944.14
Coweta,1184,17,82,778.94
Crawford,81,0,10,662.41
Crisp,348,14,52,1561.31
Dade,95,1,6,587.8
Dawson,237,3,32,877.1
DeKalb,11159,207,1353,1406.91
Decatur,505,8,48,1918.55
Dodge,201,2,18,986.02
Dooly,231,14,46,1723.88
Dougherty,2459,162,521,2735.11
Douglas,2057,46,270,1354.13
Early,326,31,30,3213.09
Echols,217,0,7,5467.37
Effingham,533,1,35,832.47
Elbert,282,1,14,1488.52
Emanuel,326,4,25,1438.4
Evans,165,1,9,1543.93
Fannin,235,2,23,892.86
Fayette,805,23,58,684.85
Floyd,1047,15,66,1047.88
Forsyth,1617,16,171,640.38
Franklin,322,3,27,1380.26
Fulton,15843,372,1617,1441.35
Gilmer,426,3,42,1355.95
Glascock,19,0,1,628.1
Glynn,2097,20,144,2437.04
Gordon,827,21,55,1424.66
Grady,357,4,55,1454.77
Greene,203,11,23,1084.58
Gwinnett,15315,216,1784,1577
Habersham,937,48,143,2045.85
Hall,4860,71,625,2355.23
Hancock,259,34,41,3161.24
Haralson,169,6,19,550.09
Harris,556,14,62,1601.75
Hart,200,0,27,766.08
Heard,119,3,9,962
Henry,2591,38,140,1080.19
Houston,1476,40,204,939.89
Irwin,126,1,19,1335.74
Jackson,779,13,81,1042.84
Jasper,109,1,10,767.66
Jeff Davis,296,5,15,1954.05
Jefferson,372,5,45,2429.31
Jenkins,210,19,39,2448.69
Johnson,208,4,35,2152.99
Jones,222,1,17,776.47
Lamar,196,8,21,1013.08
Lanier,201,4,13,1941.84
Laurens,596,2,47,1260.15
Lee,480,22,81,1601.55
Liberty,476,2,38,768.93
Lincoln,103,3,16,1267.69
Long,95,1,3,477.03
Lowndes,2645,25,126,2243.85
Lumpkin,240,5,46,710.02
Macon,160,10,37,1231.91
Madison,275,4,31,911.29
Marion,125,4,15,1507.3
McDuffie,234,9,40,1083.48
McIntosh,124,2,10,851.24
Meriwether,321,5,42,1527.12
Miller,108,0,4,1873.7
Mitchell,556,41,118,2520.86
Monroe,367,22,45,1323.62
Montgomery,105,0,14,1138.33
Morgan,155,0,10,809.91
Murray,465,2,28,1154.96
Muscogee,3840,75,410,2003.9
Newton,1368,24,161,1217.58
Non-Georgia Resident,14477,74,350,0
Oconee,340,15,39,814.62
Oglethorpe,162,7,27,1062.99
Paulding,1222,18,118,708.23
Peach,250,10,49,913.24
Pickens,218,5,23,650.16
Pierce,353,5,39,1806.09
Pike,164,3,15,869.57
Polk,521,5,22,1198.2
Pulaski,74,2,8,679.34
Putnam,307,17,36,1402.79
Quitman,25,1,5,1089.8
Rabun,154,3,27,906.63
Randolph,237,26,40,3509.03
Richmond,2815,74,330,1391.91
Rockdale,982,12,156,1034.12
Schley,44,1,7,834.12
Screven,151,9,24,1086.33
Seminole,91,2,12,1117.94
Spalding,750,36,103,1085.23
Stephens,476,6,51,1807.96
Stewart,237,5,48,3866.86
Sumter,693,55,165,2357.22
Talbot,119,3,18,1932.45
Taliaferro,7,0,1,428.92
Tattnall,326,1,22,1282.91
Taylor,59,2,13,741.39
Telfair,234,5,18,1495.78
Terrell,275,29,63,3247.9
Thomas,847,38,110,1906.33
Tift,1153,34,156,2823.9
Toombs,506,6,37,1875.25
Towns,100,1,16,830.98
Treutlen,77,2,11,1127.54
Troup,2085,52,227,2961.06
Turner,206,18,36,2550.77
Twiggs,67,2,16,828.59
Union,174,6,35,686.8
Unknown,2099,6,62,0
Upson,448,45,50,1704.91
Walker,462,14,22,663.7
Walton,754,32,90,786.94
Ware,997,19,103,2780.8
Warren,45,0,16,863.72
Washington,332,1,23,1635.31
Wayne,506,2,37,1688.13
Webster,36,2,7,1411.76
Wheeler,80,1,3,1011.51
White,253,5,44,796.65
Whitfield,2643,22,123,2525.03
Wilcox,150,18,25,1706.48
Wilkes,163,3,21,1627.72
Wilkinson,156,10,33,1749.08
Worth,398,23,67,1975.97
