"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1123","US-13001","13","1","18561","101","34","6050.32","183.18","344.81","64"
"Atkinson","471","US-13003","13","3","8330","60","4","5654.26","48.02","264.11","22"
"Bacon","623","US-13005","13","5","11404","49","14","5463","122.76","157.84","18"
"Baker","86","US-13007","13","7","3116","20","6","2759.95","192.55","32.09","1"
"Baldwin","2231","US-13009","13","9","44428","175","62","5021.61","139.55","209.33","93"
"Banks","534","US-13011","13","11","19982","71","8","2672.41","40.04","145.13","29"
"Barrow","2453","US-13013","13","13","86383","258","47","2839.68","54.41","199.11","172"
"Bartow","3284","US-13015","13","15","110771","315","92","2964.67","83.05","253.68","281"
"Ben Hill","840","US-13017","13","17","16645","89","30","5046.56","180.23","270.35","45"
"Berrien","477","US-13019","13","19","19276","24","12","2474.58","62.25","77.82","15"
"Bibb","6424","US-13021","13","21","152150","902","186","4222.15","122.25","200.46","305"
"Bleckley","491","US-13023","13","23","12838","31","21","3824.58","163.58","443.99","57"
"Brantley","396","US-13025","13","25","19202","37","11","2062.29","57.29","218.73","42"
"Brooks","541","US-13027","13","27","15727","55","26","3439.94","165.32","82.66","13"
"Bryan","1247","US-13029","13","29","39137","91","13","3186.24","33.22","206.97","81"
"Bulloch","2996","US-13031","13","31","79467","136","32","3770.12","40.27","105.7","84"
"Burke","867","US-13033","13","33","22342","89","11","3880.58","49.23","170.08","38"
"Butts","713","US-13035","13","35","25174","54","43","2832.29","170.81","111.23","28"
"Calhoun","261","US-13037","13","37","6317","48","9","4131.71","142.47","189.96","12"
"Camden","1377","US-13039","13","39","53924","67","16","2553.59","29.67","111.27","60"
"Candler","513","US-13043","13","43","10837","35","24","4733.78","221.46","396.79","43"
"Carroll","3126","US-13045","13","45","120119","172","74","2602.42","61.61","155.68","187"
"Catoosa","1328","US-13047","13","47","68771","81","20","1931.05","29.08","138.14","95"
"Charlton","642","US-13049","13","49","13251","27","10","4844.92","75.47","45.28","6"
"Chatham","9042","US-13051","13","51","292176","812","181","3094.71","61.95","143.06","418"
"Chattahoochee","1718","US-13053","13","53","10749","14","1","15982.88","9.3","372.13","40"
"Chattooga","865","US-13055","13","55","24766","63","27","3492.69","109.02","262.46","65"
"Cherokee","6680","US-13057","13","57","266617","519","100","2505.47","37.51","168.03","448"
"Clarke","5517","US-13059","13","59","129779","238","46","4251.07","35.44","246.57","320"
"Clay","122","US-13061","13","61","2855","9","3","4273.2","105.08","35.03","1"
"Clayton","7754","US-13063","13","63","304838","671","171","2543.65","56.1","132.86","405"
"Clinch","419","US-13065","13","65","6656","30","11","6295.07","165.26","315.5","21"
"Cobb","21041","US-13067","13","67","790588","1911","446","2661.44","56.41","121.68","962"
"Coffee","2181","US-13069","13","69","43042","317","57","5067.14","132.43","202.13","87"
"Colquitt","2050","US-13071","13","71","45393","160","37","4516.11","81.51","312.82","142"
"Columbia","4114","US-13073","13","73","158631","193","63","2593.44","39.71","173.36","275"
"Cook","569","US-13075","13","75","17437","61","15","3263.18","86.02","80.29","14"
"Coweta","2833","US-13077","13","77","152001","142","60","1863.8","39.47","92.76","141"
"Crawford","188","US-13079","13","79","12228","28","6","1537.46","49.07","114.49","14"
"Crisp","627","US-13081","13","81","22289","80","22","2813.05","98.7","197.41","44"
"Dade","321","US-13083","13","83","16162","21","5","1986.14","30.94","198","32"
"Dawson","879","US-13085","13","85","27021","83","10","3253.03","37.01","136.93","37"
"DeKalb","20088","US-13089","13","89","793154","2220","387","2532.67","48.79","107.17","850"
"Decatur","1253","US-13087","13","87","26322","97","34","4760.28","129.17","269.74","71"
"Dodge","517","US-13091","13","91","20385","47","13","2536.18","63.77","397.35","81"
"Dooly","355","US-13093","13","93","13400","54","14","2649.25","104.48","89.55","12"
"Dougherty","3251","US-13095","13","95","89905","660","190","3616.04","211.33","86.76","78"
"Douglas","3911","US-13097","13","97","151906","443","71","2574.62","46.74","156.68","238"
"Early","523","US-13099","13","99","10146","42","33","5154.74","325.25","147.84","15"
"Echols","244","US-13101","13","101","3969","9","2","6147.64","50.39","25.2","1"
"Effingham","1654","US-13103","13","103","64026","107","28","2583.33","43.73","243.65","156"
"Elbert","736","US-13105","13","105","18945","54","8","3884.93","42.23","168.91","32"
"Emanuel","1148","US-13107","13","107","22664","83","36","5065.3","158.84","216.2","49"
