"age group","county name","cases","deaths","hospitalization"
"01-04 years","Georgia","18423","2","318"
"05-09 years","Georgia","33424","2","246"
"10-17 years","Georgia","99554","11","905"
"18-29 years","Georgia","241471","149","4628"
"30-39 years","Georgia","179759","313","6127"
"40-49 years","Georgia","168913","767","8759"
"50-59 years","Georgia","155922","1988","13016"
"60-69 years","Georgia","104420","4012","15006"
"70-79 years","Georgia","59559","5604","13930"
"80 & Older years","Georgia","33400","7087","10470"
"<1 years","Georgia","4893","0","260"
"Unknown years","Georgia","4018","1","112"
"01-04 years","Appling","46","0","0"
"05-09 years","Appling","81","0","0"
"10-17 years","Appling","274","0","2"
"18-29 years","Appling","447","1","7"
"30-39 years","Appling","326","1","7"
"40-49 years","Appling","336","4","22"
"50-59 years","Appling","356","8","34"
"60-69 years","Appling","296","16","63"
"70-79 years","Appling","206","18","37"
"80 & Older years","Appling","102","23","37"
"<1 years","Appling","8","0","0"
"Unknown years","Appling","1","0","0"
"01-04 years","Atkinson","13","0","1"
"05-09 years","Atkinson","39","0","1"
"10-17 years","Atkinson","94","0","1"
"18-29 years","Atkinson","227","0","12"
"30-39 years","Atkinson","151","0","12"
"40-49 years","Atkinson","173","2","30"
"50-59 years","Atkinson","163","2","30"
"60-69 years","Atkinson","102","6","30"
"70-79 years","Atkinson","56","5","22"
"80 & Older years","Atkinson","16","5","11"
"<1 years","Atkinson","3","0","0"
"01-04 years","Bacon","33","0","0"
"05-09 years","Bacon","50","0","0"
"10-17 years","Bacon","149","0","1"
"18-29 years","Bacon","470","0","6"
"30-39 years","Bacon","236","0","5"
"40-49 years","Bacon","236","3","16"
"50-59 years","Bacon","196","2","16"
"60-69 years","Bacon","164","11","37"
"70-79 years","Bacon","100","9","26"
"80 & Older years","Bacon","46","9","14"
"<1 years","Bacon","9","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","9","0","0"
"05-09 years","Baker","8","0","0"
"10-17 years","Baker","12","0","0"
"18-29 years","Baker","40","0","0"
"30-39 years","Baker","26","0","4"
"40-49 years","Baker","25","2","3"
"50-59 years","Baker","31","0","2"
"60-69 years","Baker","37","3","16"
"70-79 years","Baker","19","3","11"
"80 & Older years","Baker","14","3","5"
"<1 years","Baker","2","0","0"
"01-04 years","Baldwin","50","0","0"
"05-09 years","Baldwin","106","0","0"
"10-17 years","Baldwin","335","1","6"
"18-29 years","Baldwin","1465","0","17"
"30-39 years","Baldwin","604","1","16"
"40-49 years","Baldwin","598","3","37"
"50-59 years","Baldwin","584","14","66"
"60-69 years","Baldwin","467","25","81"
"70-79 years","Baldwin","289","32","63"
"80 & Older years","Baldwin","181","53","67"
"<1 years","Baldwin","20","0","1"
"Unknown years","Baldwin","4","0","0"
"01-04 years","Banks","18","0","1"
"05-09 years","Banks","47","0","1"
"10-17 years","Banks","152","0","4"
"18-29 years","Banks","371","0","11"
"30-39 years","Banks","270","0","10"
"40-49 years","Banks","287","2","23"
"50-59 years","Banks","308","3","31"
"60-69 years","Banks","265","11","57"
"70-79 years","Banks","174","16","66"
"80 & Older years","Banks","91","13","32"
"<1 years","Banks","7","0","1"
"Unknown years","Banks","22","0","1"
"01-04 years","Barrow","154","0","2"
"05-09 years","Barrow","315","0","0"
"10-17 years","Barrow","1098","1","8"
"18-29 years","Barrow","2164","2","43"
"30-39 years","Barrow","1878","2","62"
"40-49 years","Barrow","1876","6","93"
"50-59 years","Barrow","1579","11","136"
"60-69 years","Barrow","1040","37","177"
"70-79 years","Barrow","590","40","122"
"80 & Older years","Barrow","271","53","101"
"<1 years","Barrow","43","0","2"
"Unknown years","Barrow","16","0","2"
"01-04 years","Bartow","181","0","6"
"05-09 years","Bartow","328","0","2"
"10-17 years","Bartow","1268","0","16"
"18-29 years","Bartow","2496","0","29"
"30-39 years","Bartow","2066","5","57"
"40-49 years","Bartow","2096","4","93"
"50-59 years","Bartow","2165","18","174"
"60-69 years","Bartow","1335","50","172"
"70-79 years","Bartow","884","80","209"
"80 & Older years","Bartow","434","80","133"
"<1 years","Bartow","60","0","3"
"Unknown years","Bartow","74","0","7"
"01-04 years","Ben Hill","36","0","1"
"05-09 years","Ben Hill","30","0","0"
"10-17 years","Ben Hill","142","0","0"
"18-29 years","Ben Hill","336","1","5"
"30-39 years","Ben Hill","256","3","12"
"40-49 years","Ben Hill","246","1","13"
"50-59 years","Ben Hill","269","6","33"
"60-69 years","Ben Hill","227","15","34"
"70-79 years","Ben Hill","155","19","55"
"80 & Older years","Ben Hill","73","19","19"
"<1 years","Ben Hill","7","0","1"
"Unknown years","Ben Hill","1","0","0"
"01-04 years","Berrien","34","0","0"
"05-09 years","Berrien","39","0","0"
"10-17 years","Berrien","141","0","1"
"18-29 years","Berrien","263","0","0"
"30-39 years","Berrien","220","0","3"
"40-49 years","Berrien","179","0","5"
"50-59 years","Berrien","203","4","17"
"60-69 years","Berrien","156","8","20"
"70-79 years","Berrien","110","15","20"
"80 & Older years","Berrien","57","13","15"
"<1 years","Berrien","7","0","0"
"Unknown years","Berrien","2","0","0"
"01-04 years","Bibb","246","0","7"
"05-09 years","Bibb","451","0","0"
"10-17 years","Bibb","1312","0","13"
"18-29 years","Bibb","3968","1","101"
"30-39 years","Bibb","2916","6","144"
"40-49 years","Bibb","2716","21","242"
"50-59 years","Bibb","2467","32","334"
"60-69 years","Bibb","1924","99","477"
"70-79 years","Bibb","1093","128","401"
"80 & Older years","Bibb","663","165","329"
"<1 years","Bibb","70","0","5"
"Unknown years","Bibb","6","0","0"
"01-04 years","Bleckley","14","0","0"
"05-09 years","Bleckley","30","0","0"
"10-17 years","Bleckley","99","0","0"
"18-29 years","Bleckley","230","0","4"
"30-39 years","Bleckley","130","1","4"
"40-49 years","Bleckley","125","1","2"
"50-59 years","Bleckley","127","2","7"
"60-69 years","Bleckley","99","7","13"
"70-79 years","Bleckley","69","4","13"
"80 & Older years","Bleckley","61","18","12"
"<1 years","Bleckley","3","0","0"
"01-04 years","Brantley","29","0","0"
"05-09 years","Brantley","55","0","0"
"10-17 years","Brantley","181","0","1"
"18-29 years","Brantley","307","0","4"
"30-39 years","Brantley","244","0","5"
"40-49 years","Brantley","236","2","16"
"50-59 years","Brantley","262","8","24"
"60-69 years","Brantley","180","7","21"
"70-79 years","Brantley","126","20","35"
"80 & Older years","Brantley","56","10","14"
"<1 years","Brantley","3","0","0"
"Unknown years","Brantley","6","0","0"
"01-04 years","Brooks","24","0","1"
"05-09 years","Brooks","43","0","0"
"10-17 years","Brooks","113","0","0"
"18-29 years","Brooks","236","0","1"
"30-39 years","Brooks","178","0","4"
"40-49 years","Brooks","170","1","13"
"50-59 years","Brooks","190","2","23"
"60-69 years","Brooks","131","8","21"
"70-79 years","Brooks","107","12","20"
"80 & Older years","Brooks","71","18","16"
"<1 years","Brooks","11","0","0"
"01-04 years","Bryan","95","0","0"
"05-09 years","Bryan","192","0","1"
"10-17 years","Bryan","533","0","4"
"18-29 years","Bryan","753","0","17"
"30-39 years","Bryan","683","1","21"
"40-49 years","Bryan","711","0","29"
"50-59 years","Bryan","473","5","38"
"60-69 years","Bryan","331","13","42"
"70-79 years","Bryan","198","12","67"
"80 & Older years","Bryan","74","9","29"
"<1 years","Bryan","26","0","0"
"Unknown years","Bryan","13","0","0"
"01-04 years","Bulloch","130","0","1"
"05-09 years","Bulloch","270","0","2"
"10-17 years","Bulloch","829","0","2"
"18-29 years","Bulloch","2808","0","12"
"30-39 years","Bulloch","945","2","23"
"40-49 years","Bulloch","798","4","27"
"50-59 years","Bulloch","691","11","41"
"60-69 years","Bulloch","493","20","56"
"70-79 years","Bulloch","239","21","47"
"80 & Older years","Bulloch","116","17","39"
"<1 years","Bulloch","45","0","2"
"Unknown years","Bulloch","2","0","0"
"01-04 years","Burke","30","0","0"
"05-09 years","Burke","66","0","0"
"10-17 years","Burke","178","0","1"
"18-29 years","Burke","412","1","10"
"30-39 years","Burke","335","1","14"
"40-49 years","Burke","346","2","20"
"50-59 years","Burke","315","6","36"
"60-69 years","Burke","237","7","43"
"70-79 years","Burke","133","14","38"
"80 & Older years","Burke","44","11","16"
"<1 years","Burke","8","0","0"
"Unknown years","Burke","3","0","0"
"01-04 years","Butts","36","0","3"
"05-09 years","Butts","60","0","0"
"10-17 years","Butts","222","0","5"
"18-29 years","Butts","546","0","7"
"30-39 years","Butts","490","0","8"
"40-49 years","Butts","426","4","20"
"50-59 years","Butts","465","9","30"
"60-69 years","Butts","316","17","39"
"70-79 years","Butts","212","24","33"
"80 & Older years","Butts","120","31","10"
"<1 years","Butts","13","0","2"
"Unknown years","Butts","3","0","0"
"01-04 years","Calhoun","11","0","0"
"05-09 years","Calhoun","9","0","0"
"10-17 years","Calhoun","60","0","0"
"18-29 years","Calhoun","87","0","6"
"30-39 years","Calhoun","76","2","7"
"40-49 years","Calhoun","93","2","11"
"50-59 years","Calhoun","101","2","18"
"60-69 years","Calhoun","80","2","23"
"70-79 years","Calhoun","33","7","11"
"80 & Older years","Calhoun","18","2","9"
"<1 years","Calhoun","5","0","0"
"Unknown years","Calhoun","1","0","0"
"01-04 years","Camden","107","0","0"
"05-09 years","Camden","165","0","2"
"10-17 years","Camden","514","0","1"
"18-29 years","Camden","1168","0","9"
"30-39 years","Camden","880","1","23"
"40-49 years","Camden","651","5","23"
"50-59 years","Camden","718","5","30"
"60-69 years","Camden","488","17","43"
"70-79 years","Camden","279","9","30"
"80 & Older years","Camden","117","21","26"
"<1 years","Camden","15","0","2"
"Unknown years","Camden","77","0","1"
"01-04 years","Candler","12","0","0"
"05-09 years","Candler","38","0","0"
"10-17 years","Candler","98","0","0"
"18-29 years","Candler","173","0","1"
"30-39 years","Candler","136","0","4"
"40-49 years","Candler","153","3","2"
"50-59 years","Candler","167","7","16"
"60-69 years","Candler","121","9","15"
"70-79 years","Candler","86","14","20"
"80 & Older years","Candler","34","6","14"
"<1 years","Candler","5","0","0"
"Unknown years","Candler","1","0","0"
"01-04 years","Carroll","143","0","1"
"05-09 years","Carroll","226","0","3"
"10-17 years","Carroll","836","0","6"
"18-29 years","Carroll","2018","0","15"
"30-39 years","Carroll","1335","4","23"
"40-49 years","Carroll","1273","4","39"
"50-59 years","Carroll","1246","13","63"
"60-69 years","Carroll","873","27","91"
"70-79 years","Carroll","502","36","75"
"80 & Older years","Carroll","292","53","47"
"<1 years","Carroll","34","0","1"
"Unknown years","Carroll","5","0","0"
"01-04 years","Catoosa","119","0","0"
"05-09 years","Catoosa","232","0","1"
"10-17 years","Catoosa","719","0","2"
"18-29 years","Catoosa","1312","0","9"
"30-39 years","Catoosa","1014","1","14"
"40-49 years","Catoosa","1128","2","22"
"50-59 years","Catoosa","1025","7","43"
"60-69 years","Catoosa","702","8","63"
"70-79 years","Catoosa","430","21","68"
"80 & Older years","Catoosa","283","32","54"
"<1 years","Catoosa","49","0","1"
"Unknown years","Catoosa","84","0","4"
"01-04 years","Charlton","16","0","0"
"05-09 years","Charlton","41","0","0"
"10-17 years","Charlton","91","0","0"
"18-29 years","Charlton","371","1","2"
"30-39 years","Charlton","318","2","6"
"40-49 years","Charlton","259","2","11"
"50-59 years","Charlton","189","3","8"
"60-69 years","Charlton","179","9","24"
"70-79 years","Charlton","75","7","17"
"80 & Older years","Charlton","38","10","17"
"<1 years","Charlton","5","0","0"
"Unknown years","Charlton","1","0","0"
"01-04 years","Chatham","825","0","7"
"05-09 years","Chatham","1213","1","2"
"10-17 years","Chatham","2675","0","23"
"18-29 years","Chatham","6974","5","99"
"30-39 years","Chatham","5084","8","165"
"40-49 years","Chatham","3907","21","226"
"50-59 years","Chatham","3371","47","330"
"60-69 years","Chatham","2622","100","471"
"70-79 years","Chatham","1375","134","437"
"80 & Older years","Chatham","845","174","369"
"<1 years","Chatham","195","0","7"
"Unknown years","Chatham","51","0","1"
"01-04 years","Chattahoochee","9","0","0"
"05-09 years","Chattahoochee","15","0","0"
"10-17 years","Chattahoochee","144","0","2"
"18-29 years","Chattahoochee","3718","7","7"
"30-39 years","Chattahoochee","346","2","4"
"40-49 years","Chattahoochee","59","0","0"
"50-59 years","Chattahoochee","38","0","9"
"60-69 years","Chattahoochee","18","0","4"
"70-79 years","Chattahoochee","11","1","4"
"80 & Older years","Chattahoochee","9","3","5"
"<1 years","Chattahoochee","8","0","0"
"Unknown years","Chattahoochee","1","0","0"
"01-04 years","Chattooga","32","0","0"
"05-09 years","Chattooga","70","0","0"
"10-17 years","Chattooga","314","0","1"
"18-29 years","Chattooga","488","0","7"
"30-39 years","Chattooga","416","0","8"
"40-49 years","Chattooga","442","2","19"
"50-59 years","Chattooga","422","6","28"
"60-69 years","Chattooga","334","15","47"
"70-79 years","Chattooga","201","19","54"
"80 & Older years","Chattooga","132","26","35"
"<1 years","Chattooga","19","0","2"
"Unknown years","Chattooga","14","0","1"
"01-04 years","Cherokee","361","0","9"
"05-09 years","Cherokee","925","0","9"
"10-17 years","Cherokee","3270","0","19"
"18-29 years","Cherokee","5176","2","93"
"30-39 years","Cherokee","3952","3","135"
"40-49 years","Cherokee","4464","8","172"
"50-59 years","Cherokee","4220","26","271"
"60-69 years","Cherokee","2540","52","310"
"70-79 years","Cherokee","1567","95","310"
"80 & Older years","Cherokee","913","156","262"
"<1 years","Cherokee","74","0","2"
"Unknown years","Cherokee","21","0","0"
"01-04 years","Clarke","242","0","1"
"05-09 years","Clarke","363","0","3"
"10-17 years","Clarke","937","0","8"
"18-29 years","Clarke","7067","1","57"
"30-39 years","Clarke","1979","3","43"
"40-49 years","Clarke","1599","3","65"
"50-59 years","Clarke","1388","12","94"
"60-69 years","Clarke","906","25","115"
"70-79 years","Clarke","526","51","129"
"80 & Older years","Clarke","280","54","79"
"<1 years","Clarke","62","0","2"
"Unknown years","Clarke","11","0","0"
"01-04 years","Clay","3","0","0"
"05-09 years","Clay","5","0","0"
"10-17 years","Clay","21","0","0"
"18-29 years","Clay","33","0","0"
"30-39 years","Clay","35","0","1"
"40-49 years","Clay","37","0","2"
"50-59 years","Clay","21","0","2"
"60-69 years","Clay","26","1","2"
"70-79 years","Clay","20","0","0"
"80 & Older years","Clay","14","2","5"
"Unknown years","Clay","2","0","0"
"01-04 years","Clayton","664","0","14"
"05-09 years","Clayton","1113","1","12"
"10-17 years","Clayton","2621","1","49"
"18-29 years","Clayton","6263","7","140"
"30-39 years","Clayton","5627","17","214"
"40-49 years","Clayton","4875","36","239"
"50-59 years","Clayton","4424","75","348"
"60-69 years","Clayton","2764","138","318"
"70-79 years","Clayton","1126","135","216"
"80 & Older years","Clayton","542","130","137"
"<1 years","Clayton","140","0","8"
"Unknown years","Clayton","37","0","4"
"01-04 years","Clinch","20","0","0"
"05-09 years","Clinch","34","0","0"
"10-17 years","Clinch","96","0","0"
"18-29 years","Clinch","171","0","2"
"30-39 years","Clinch","138","1","4"
"40-49 years","Clinch","126","0","3"
"50-59 years","Clinch","130","2","17"
"60-69 years","Clinch","132","8","19"
"70-79 years","Clinch","63","9","19"
"80 & Older years","Clinch","22","8","8"
"<1 years","Clinch","4","0","0"
"Unknown years","Clinch","1","0","0"
"01-04 years","Cobb","1138","1","20"
"05-09 years","Cobb","2366","0","19"
"10-17 years","Cobb","6521","0","50"
"18-29 years","Cobb","17709","6","270"
"30-39 years","Cobb","12420","20","324"
"40-49 years","Cobb","11602","40","511"
"50-59 years","Cobb","10194","91","682"
"60-69 years","Cobb","6200","178","680"
"70-79 years","Cobb","3355","326","643"
"80 & Older years","Cobb","1961","435","580"
"<1 years","Cobb","267","0","18"
"Unknown years","Cobb","72","1","2"
"01-04 years","Coffee","120","0","2"
"05-09 years","Coffee","181","0","4"
"10-17 years","Coffee","476","0","5"
