"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3162","25"
"Hispanic/Latino","American Indian/Alaska Native","151","0"
"Hispanic/Latino","Asian","335","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","214","2"
"Hispanic/Latino","Other","35011","345"
"Hispanic/Latino","Unknown","13920","7"
"Hispanic/Latino","White","46987","622"
"Non-Hispanic/Latino","African-American/Black","228649","6392"
"Non-Hispanic/Latino","American Indian/Alaska Native","384","11"
"Non-Hispanic/Latino","Asian","17536","374"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","705","10"
"Non-Hispanic/Latino","Other","11877","58"
"Non-Hispanic/Latino","Unknown","6227","14"
"Non-Hispanic/Latino","White","334666","10507"
"Unknown","African-American/Black","23827","15"
"Unknown","American Indian/Alaska Native","139","0"
"Unknown","Asian","3850","1"
"Unknown","Native Hawaiian/Pacific Islander","176","0"
"Unknown","Other","24394","9"
"Unknown","Unknown","112277","30"
"Unknown","White","37439","19"
