"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8552","37"
"Hispanic/Latino","American Indian/Alaska Native","592","3"
"Hispanic/Latino","Asian","954","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","609","4"
"Hispanic/Latino","Other","59423","471"
"Hispanic/Latino","Unknown","36819","16"
"Hispanic/Latino","White","83601","855"
"Non-Hispanic/Latino","African-American/Black","486936","9185"
"Non-Hispanic/Latino","American Indian/Alaska Native","1094","22"
"Non-Hispanic/Latino","Asian","40032","467"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1307","17"
"Non-Hispanic/Latino","Other","33966","147"
"Non-Hispanic/Latino","Unknown","18780","15"
"Non-Hispanic/Latino","White","669173","16343"
"Unknown","African-American/Black","43065","18"
"Unknown","American Indian/Alaska Native","776","0"
"Unknown","Asian","7117","3"
"Unknown","Native Hawaiian/Pacific Islander","393","0"
"Unknown","Other","35545","17"
"Unknown","Unknown","273311","97"
"Unknown","White","52860","30"
