"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1005069","12910","53246"
"Male","Georgia","835302","14827","50026"
"Unknown","Georgia","14534","13","305"
"Female","Appling","1873","50","132"
"Male","Appling","1555","52","124"
"Unknown","Appling","14","0","0"
"Female","Atkinson","811","12","97"
"Male","Atkinson","661","20","93"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1166","23","91"
"Male","Bacon","1280","31","99"
"Unknown","Bacon","5","0","0"
"Female","Baker","167","5","21"
"Male","Baker","135","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","3982","60","179"
"Male","Baldwin","3099","117","238"
"Unknown","Baldwin","20","0","0"
"Female","Banks","1747","35","165"
"Male","Banks","1465","34","142"
"Unknown","Banks","15","0","1"
"Female","Barrow","10244","102","511"
"Male","Barrow","8585","114","441"
"Unknown","Barrow","69","0","1"
"Female","Bartow","11207","167","578"
"Male","Bartow","9593","197","591"
"Unknown","Bartow","116","1","1"
"Female","Ben Hill","1219","31","98"
"Male","Ben Hill","906","41","86"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1077","27","56"
"Male","Berrien","879","24","48"
"Unknown","Berrien","6","0","0"
"Female","Bibb","15899","316","1415"
"Male","Bibb","11721","305","1189"
"Unknown","Bibb","287","0","3"
"Female","Bleckley","826","23","37"
"Male","Bleckley","595","18","30"
"Unknown","Bleckley","10","0","0"
"Female","Brantley","1293","37","92"
"Male","Brantley","1080","44","82"
"Unknown","Brantley","7","0","0"
"Female","Brooks","1016","23","79"
"Male","Brooks","785","35","64"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3407","26","168"
"Male","Bryan","3117","41","198"
"Unknown","Bryan","5","0","0"
"Female","Bulloch","5779","58","186"
"Male","Bulloch","4492","45","154"
"Unknown","Bulloch","34","0","0"
"Female","Burke","1607","26","112"
"Male","Burke","1291","27","104"
"Unknown","Burke","10","0","1"
"Female","Butts","2252","58","108"
"Male","Butts","2307","67","133"
"Unknown","Butts","33","0","0"
"Female","Calhoun","391","14","45"
"Male","Calhoun","524","7","54"
"Unknown","Calhoun","14","0","1"
"Female","Camden","4399","43","124"
"Male","Camden","3742","44","108"
"Unknown","Camden","51","0","0"
"Female","Candler","702","17","54"
"Male","Candler","590","34","37"
"Unknown","Candler","1","0","0"
"Female","Carroll","7494","77","198"
"Male","Carroll","6475","90","219"
"Unknown","Carroll","65","0","5"
"Female","Catoosa","6249","59","187"
"Male","Catoosa","5442","49","180"
"Unknown","Catoosa","109","1","4"
"Female","Charlton","832","18","61"
