"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","5467","35"
"Hispanic/Latino","American Indian/Alaska Native","276","2"
"Hispanic/Latino","Asian","559","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","376","4"
"Hispanic/Latino","Other","47010","440"
"Hispanic/Latino","Unknown","24115","8"
"Hispanic/Latino","White","63297","805"
"Non-Hispanic/Latino","African-American/Black","351921","8686"
"Non-Hispanic/Latino","American Indian/Alaska Native","626","22"
"Non-Hispanic/Latino","Asian","25687","436"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","994","16"
"Non-Hispanic/Latino","Other","21529","92"
"Non-Hispanic/Latino","Unknown","10824","12"
"Non-Hispanic/Latino","White","512526","15249"
"Unknown","African-American/Black","26003","27"
"Unknown","American Indian/Alaska Native","212","0"
"Unknown","Asian","4945","2"
"Unknown","Native Hawaiian/Pacific Islander","207","0"
"Unknown","Other","27658","8"
"Unknown","Unknown","133875","80"
"Unknown","White","40398","46"
