"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","2832","US-13001","13","1","18561","246","98","15257.8","527.99","113.14","21","758","10","17"
"Atkinson","1206","US-13003","13","3","8330","183","32","14477.79","384.15","120.05","10","405","7","18"
"Bacon","2001","US-13005","13","5","11404","168","52","17546.47","455.98","166.61","19","707","12","13"
"Baker","247","US-13007","13","7","3116","44","13","7926.83","417.2","128.37","4","143","1","3"
"Baldwin","5447","US-13009","13","9","44428","400","176","12260.29","396.15","292.61","130","1586","27","17"
"Banks","2573","US-13011","13","11","19982","295","65","12876.59","325.29","380.34","76","363","6","4"
"Barrow","14246","US-13013","13","13","86383","907","199","16491.67","230.37","858.97","742","1891","7","5"
"Bartow","16782","US-13015","13","15","110771","1081","329","15150.17","297.01","821.51","910","5744","47","81"
"Ben Hill","1886","US-13017","13","17","16645","181","72","11330.73","432.56","60.08","10","1386","39","62"
"Berrien","1577","US-13019","13","19","19276","97","51","8181.16","264.58","98.57","19","2016","21","34"
"Bibb","21456","US-13021","13","21","152150","2438","599","14101.87","393.69","599.41","912","6106","72","69"
"Bleckley","1126","US-13023","13","23","12838","65","41","8770.84","319.36","140.21","18","1289","45","65"
"Brantley","1925","US-13025","13","25","19202","165","76","10025","395.79","83.32","16","1253","13","31"
"Brooks","1431","US-13027","13","27","15727","136","56","9099","356.08","139.89","22","1063","19","24"
"Bryan","4801","US-13029","13","29","39137","337","65","12267.16","166.08","268.29","105","1720","11","16"
"Bulloch","8181","US-13031","13","31","79467","327","100","10294.84","125.84","198.82","158","3415","125","195"
"Burke","2363","US-13033","13","33","22342","201","48","10576.49","214.84","179.04","40","1530","39","29"
"Butts","3643","US-13035","13","35","25174","214","114","14471.28","452.85","742.83","187","1457","11","15"
"Calhoun","618","US-13037","13","37","6317","91","21","9783.12","332.44","31.66","2","240","1","3"
"Camden","6240","US-13039","13","39","53924","225","82","11571.84","152.07","192.86","104","2018","17","35"
"Candler","1133","US-13043","13","43","10837","89","50","10454.92","461.38","175.33","19","473","40","37"
