county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,227,13,41,1222.99
Atkinson,108,2,15,1296.52
Bacon,210,4,18,1841.46
Baker,37,3,12,1187.42
Baldwin,463,32,75,1042.14
Banks,122,0,22,610.55
Barrow,446,25,101,516.31
Bartow,633,39,152,571.45
Ben Hill,132,1,11,793.03
Berrien,102,0,4,529.16
Bibb,644,38,170,423.27
Bleckley,55,1,5,428.42
Brantley,79,2,6,411.42
Brooks,123,11,14,782.09
Bryan,108,5,21,275.95
Bulloch,219,3,19,275.59
Burke,136,6,31,608.72
Butts,254,33,29,1008.98
Calhoun,161,5,34,2548.68
Camden,104,1,9,192.86
Candler,26,0,4,239.92
Carroll,650,39,114,541.13
Catoosa,291,6,24,423.14
Charlton,43,2,6,324.5
Chatham,935,35,164,320.01
Chattahoochee,345,0,6,3209.6
Chattooga,52,2,4,209.97
Cherokee,1156,42,175,433.58
Clarke,419,15,56,322.86
Clay,56,2,5,1961.47
Clayton,1726,78,217,566.2
Clinch,97,3,10,1457.33
Cobb,4269,236,825,539.98
Coffee,474,15,86,1101.25
Colquitt,785,18,65,1729.34
Columbia,367,9,44,231.35
Cook,110,1,13,630.84
Coweta,599,15,55,394.08
Crawford,39,0,4,318.94
Crisp,261,12,43,1170.98
Dade,60,1,3,371.24
Dawson,127,3,20,470
DeKalb,5158,166,835,650.32
Decatur,246,8,27,934.58
Dodge,71,2,8,348.3
Dooly,195,12,41,1455.22
Dougherty,1866,153,455,2075.52
Douglas,793,35,170,522.03
Early,257,31,25,2533.02
Echols,177,0,6,4459.56
Effingham,114,1,14,178.05
Elbert,94,0,8,496.17
Emanuel,78,3,8,344.16
Evans,17,0,0,159.07
Fannin,92,1,7,349.54
Fayette,305,16,45,259.48
Floyd,457,15,51,457.38
Forsyth,721,14,82,285.54
Franklin,168,1,14,720.13
Fulton,6052,302,1017,550.59
Gilmer,180,2,23,572.94
Glascock,3,0,0,99.17
Glynn,404,3,26,469.51
Gordon,325,18,40,559.87
Grady,168,4,32,684.6
Greene,91,9,20,486.19
Gwinnett,7036,164,922,724.51
Habersham,647,35,90,1412.66
Hall,3032,58,427,1469.36
Hancock,209,32,37,2550.96
Haralson,67,4,16,218.08
Harris,281,9,34,809.52
Hart,52,0,5,199.18
Heard,47,3,7,379.95
Henry,1062,31,104,442.75
Houston,533,20,122,339.41
Irwin,47,1,8,498.25
Jackson,329,7,44,440.43
Jasper,65,1,7,457.78
Jeff Davis,76,2,5,501.72
Jefferson,74,1,11,483.25
Jenkins,87,9,22,1014.46
Johnson,82,2,14,848.77
Jones,52,0,4,181.88
Lamar,102,6,13,527.21
Lanier,118,3,9,1139.99
Laurens,140,0,18,296.01
Lee,386,22,66,1287.91
Liberty,112,1,16,180.93
Lincoln,30,1,8,369.23
Long,33,1,2,165.7
Lowndes,1017,7,75,862.76
Lumpkin,123,3,28,363.88
Macon,112,9,35,862.33
Madison,83,4,14,275.04
Marion,77,2,11,928.49
McDuffie,84,5,21,388.94
McIntosh,27,1,2,185.35
Meriwether,165,2,22,784.97
Miller,45,0,3,780.71
Mitchell,442,38,96,2003.99
Monroe,139,16,26,501.32
Montgomery,28,0,3,303.56
Morgan,45,0,5,235.13
Murray,178,1,17,442.12
Muscogee,1392,39,208,726.41
Newton,525,11,84,467.27
Non-Georgia Resident,3091,40,190,0
Oconee,138,10,23,330.64
Oglethorpe,86,7,16,564.3
Paulding,505,15,88,292.68
Peach,95,9,25,347.03
Pickens,84,5,16,250.52
Pierce,148,4,25,757.23
Pike,86,3,10,455.99
Polk,192,1,15,441.56
Pulaski,47,2,7,431.47
Putnam,127,11,19,580.31
Quitman,15,1,5,653.88
Rabun,40,3,14,235.49
Randolph,198,25,36,2931.6
Richmond,785,48,202,388.15
Rockdale,401,10,87,422.28
Schley,22,1,7,417.06
Screven,86,5,20,618.71
Seminole,48,2,8,589.68
Spalding,361,32,61,522.36
Stephens,184,6,35,698.88
Stewart,91,3,16,1484.74
Sumter,540,50,145,1836.8
Talbot,66,2,14,1071.78
Taliaferro,2,0,0,122.55
Tattnall,100,0,6,393.53
Taylor,26,2,10,326.72
Telfair,65,2,10,415.49
Terrell,219,27,54,2586.51
Thomas,394,33,70,886.77
Tift,600,25,88,1469.51
Toombs,207,5,14,767.15
Towns,37,1,10,307.46
Treutlen,19,1,3,278.23
Troup,1209,29,129,1716.99
Turner,172,16,34,2129.77
Twiggs,23,1,7,284.44
Union,62,3,17,244.72
Unknown,1249,2,42,0
Upson,341,43,43,1297.71
Walker,298,6,16,428.1
Walton,361,26,55,376.77
Ware,365,15,61,1018.05
Warren,19,0,9,364.68
Washington,83,1,11,408.83
Wayne,51,0,6,170.15
Webster,18,1,5,705.88
Wheeler,41,0,2,518.4
White,134,4,27,421.94
Whitfield,846,10,49,808.24
Wilcox,123,15,20,1399.32
Wilkes,50,1,8,499.3
Wilkinson,74,8,23,829.69
Worth,294,21,53,1459.64
