"county_name","cases","county_id","State FIPS code","County FIPS code","population","hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases"
"Appling","1173","US-13001","13","1","18561","103","37","6319.7","199.34","280.16","52"
"Atkinson","484","US-13003","13","3","8330","62","6","5810.32","72.03","132.05","11"
"Bacon","638","US-13005","13","5","11404","48","16","5594.53","140.3","96.46","11"
"Baker","92","US-13007","13","7","3116","20","6","2952.5","192.55","160.46","5"
"Baldwin","2316","US-13009","13","9","44428","176","64","5212.93","144.05","182.32","81"
"Banks","558","US-13011","13","11","19982","73","8","2792.51","40.04","115.1","23"
"Barrow","2631","US-13013","13","13","86383","270","51","3045.74","59.04","215.32","186"
"Bartow","3667","US-13015","13","15","110771","334","96","3310.43","86.67","322.29","357"
"Ben Hill","877","US-13017","13","17","16645","91","33","5268.85","198.26","234.3","39"
"Berrien","493","US-13019","13","19","19276","25","13","2557.58","67.44","98.57","19"
"Bibb","6632","US-13021","13","21","152150","910","198","4358.86","130.13","161.03","245"
"Bleckley","516","US-13023","13","23","12838","35","27","4019.32","210.31","342.73","44"
"Brantley","463","US-13025","13","25","19202","39","13","2411.21","67.7","385.38","74"
"Brooks","553","US-13027","13","27","15727","54","26","3516.25","165.32","101.74","16"
"Bryan","1321","US-13029","13","29","39137","94","16","3375.32","40.88","227.41","89"
"Bulloch","3103","US-13031","13","31","79467","144","33","3904.77","41.53","142.2","113"
"Burke","896","US-13033","13","33","22342","91","12","4010.38","53.71","138.75","31"
"Butts","746","US-13035","13","35","25174","57","44","2963.37","174.78","119.17","30"
"Calhoun","272","US-13037","13","37","6317","48","9","4305.84","142.47","174.13","11"
"Camden","1436","US-13039","13","39","53924","71","18","2663.01","33.38","129.81","70"
"Candler","546","US-13043","13","43","10837","39","25","5038.29","230.69","322.97","35"
"Carroll","3360","US-13045","13","45","120119","184","76","2797.23","63.27","204.8","246"
"Catoosa","1461","US-13047","13","47","68771","85","22","2124.44","31.99","207.94","143"
