county_resident,Positive,DEATHS,HOSPITALIZATION,case_rate
Appling,241,14,42,1298.42
Atkinson,117,2,16,1404.56
Bacon,217,4,19,1902.84
Baker,43,3,12,1379.97
Baldwin,470,33,75,1057.89
Banks,128,0,22,640.58
Barrow,459,25,101,531.35
Bartow,645,41,154,582.28
Ben Hill,143,1,12,859.12
Berrien,109,0,5,565.47
Bibb,702,38,174,461.39
Bleckley,55,1,5,428.42
Brantley,85,2,6,442.66
Brooks,141,11,16,896.55
Bryan,115,5,22,293.84
Bulloch,261,3,20,328.44
Burke,138,6,32,617.67
Butts,261,33,29,1036.78
Calhoun,161,5,35,2548.68
Camden,112,1,9,207.7
Candler,29,0,4,267.6
Carroll,658,39,114,547.79
Catoosa,302,7,27,439.14
Charlton,43,2,6,324.5
Chatham,1044,37,169,357.32
Chattahoochee,393,0,6,3656.15
Chattooga,56,2,4,226.12
Cherokee,1189,44,178,445.96
Clarke,463,15,56,356.76
Clay,56,2,5,1961.47
Clayton,1825,79,222,598.68
Clinch,100,3,10,1502.4
Cobb,4433,238,838,560.72
Coffee,484,17,93,1124.48
Colquitt,837,18,68,1843.9
Columbia,392,9,49,247.11
Cook,123,1,15,705.4
Coweta,615,15,57,404.6
Crawford,39,0,4,318.94
Crisp,266,12,43,1193.41
Dade,63,1,3,389.8
Dawson,131,3,20,484.81
DeKalb,5322,171,858,670.99
Decatur,249,8,27,945.98
Dodge,84,2,9,412.07
Dooly,197,12,42,1470.15
Dougherty,1873,154,455,2083.31
Douglas,843,36,177,554.95
Early,259,31,26,2552.73
Echols,180,0,6,4535.15
Effingham,122,1,14,190.55
Elbert,97,0,8,512.01
Emanuel,95,3,10,419.17
Evans,18,0,0,168.43
Fannin,94,1,7,357.14
Fayette,322,17,46,273.94
Floyd,487,15,54,487.41
Forsyth,756,15,84,299.4
Franklin,172,1,14,737.28
Fulton,6350,311,1042,577.7
Gilmer,181,2,23,576.12
Glascock,5,0,0,165.29
Glynn,505,3,29,586.89
Gordon,337,18,42,580.54
Grady,177,4,32,721.27
Greene,96,9,20,512.9
Gwinnett,7463,168,972,768.47
Habersham,656,35,90,1432.31
Hall,3075,59,429,1490.19
Hancock,210,32,37,2563.16
Haralson,68,5,16,221.34
Harris,296,9,37,852.73
Hart,53,0,5,203.01
Heard,47,3,7,379.95
Henry,1093,33,107,455.67
Houston,562,23,128,357.87
Irwin,50,1,8,530.05
Jackson,341,10,46,456.49
Jasper,65,1,8,457.78
Jeff Davis,78,2,7,514.92
Jefferson,86,1,12,561.61
Jenkins,94,11,24,1096.08
Johnson,84,2,15,869.48
Jones,61,0,4,213.35
Lamar,107,6,13,553.06
Lanier,124,3,10,1197.95
Laurens,147,1,18,310.81
Lee,386,22,67,1287.91
Liberty,112,1,16,180.93
Lincoln,32,1,8,393.85
Long,36,1,2,180.77
Lowndes,1087,9,86,922.14
Lumpkin,130,3,29,384.59
Macon,113,9,36,870.03
Madison,86,4,14,284.99
Marion,77,2,11,928.49
McDuffie,87,6,21,402.83
McIntosh,29,1,2,199.08
Meriwether,174,2,22,827.78
Miller,47,0,3,815.41
Mitchell,443,38,97,2008.52
Monroe,152,16,26,548.2
Montgomery,31,0,3,336.08
Morgan,46,0,6,240.36
Murray,188,2,18,466.95
Muscogee,1454,43,220,758.77
Newton,541,11,83,481.51
Non-Georgia Resident,3453,43,199,0
Oconee,141,10,23,337.83
Oglethorpe,88,7,17,577.43
Paulding,538,15,90,311.81
Peach,97,9,25,354.34
Pickens,85,5,16,253.5
Pierce,156,4,26,798.16
Pike,87,3,10,461.29
Polk,200,1,15,459.96
Pulaski,48,2,7,440.65
Putnam,131,12,20,598.58
Quitman,15,1,5,653.88
Rabun,39,3,14,229.6
Randolph,197,25,36,2916.79
Richmond,813,48,202,402
Rockdale,419,11,91,441.24
Schley,24,1,7,454.98
Screven,88,6,21,633.09
Seminole,50,2,8,614.25
Spalding,368,32,61,532.48
Stephens,194,6,36,736.86
Stewart,110,3,24,1794.75
Sumter,548,50,146,1864.01
Talbot,67,2,14,1088.02
Taliaferro,2,0,0,122.55
Tattnall,109,0,8,428.95
Taylor,27,2,10,339.28
Telfair,80,3,10,511.38
Terrell,224,27,54,2645.57
Thomas,408,32,70,918.28
Tift,679,25,96,1662.99
Toombs,221,5,16,819.03
Towns,38,1,10,315.77
Treutlen,22,1,3,322.16
Troup,1277,31,137,1813.56
Turner,173,16,34,2142.15
Twiggs,23,1,7,284.44
Union,67,3,18,264.46
Unknown,1469,2,41,0
Upson,343,43,44,1305.32
Walker,310,11,16,445.34
Walton,377,28,56,393.47
Ware,388,15,61,1082.2
Warren,19,0,9,364.68
Washington,91,1,11,448.23
Wayne,53,0,6,176.82
Webster,20,1,5,784.31
Wheeler,43,0,2,543.68
White,136,4,27,428.24
Whitfield,917,10,50,876.07
Wilcox,125,15,20,1422.07
Wilkes,52,1,9,519.27
Wilkinson,74,8,23,829.69
Worth,296,21,54,1469.57
