"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4931","38"
"Hispanic/Latino","American Indian/Alaska Native","276","1"
"Hispanic/Latino","Asian","483","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","355","6"
"Hispanic/Latino","Other","45293","439"
"Hispanic/Latino","Unknown","22055","10"
"Hispanic/Latino","White","59713","733"
"Non-Hispanic/Latino","African-American/Black","328086","8156"
"Non-Hispanic/Latino","American Indian/Alaska Native","602","18"
"Non-Hispanic/Latino","Asian","23556","413"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","939","15"
"Non-Hispanic/Latino","Other","21444","273"
"Non-Hispanic/Latino","Unknown","11299","12"
"Non-Hispanic/Latino","White","475761","14316"
"Unknown","African-American/Black","28554","25"
"Unknown","American Indian/Alaska Native","217","0"
"Unknown","Asian","5097","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28841","18"
"Unknown","Unknown","160498","73"
"Unknown","White","43513","48"
