"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","806413","12342","49452"
"Male","Georgia","677124","14125","46575"
"Unknown","Georgia","9717","5","214"
"Female","Appling","1573","47","127"
"Male","Appling","1293","52","120"
"Unknown","Appling","11","0","0"
"Female","Atkinson","667","12","91"
"Male","Atkinson","555","20","92"
"Unknown","Atkinson","3","0","0"
"Female","Bacon","920","21","80"
"Male","Bacon","1112","31","88"
"Unknown","Bacon","1","0","0"
"Female","Baker","138","5","21"
"Male","Baker","113","8","23"
"Female","Baldwin","3258","59","171"
"Male","Baldwin","2546","117","230"
"Unknown","Baldwin","14","0","0"
"Female","Banks","1450","33","161"
"Male","Banks","1219","32","136"
"Unknown","Banks","12","0","0"
"Female","Barrow","8209","95","482"
"Male","Barrow","6972","104","429"
"Unknown","Barrow","50","0","1"
"Female","Bartow","9442","148","533"
"Male","Bartow","8209","181","563"
"Unknown","Bartow","102","0","0"
"Female","Ben Hill","1097","31","97"
"Male","Ben Hill","819","41","84"
"Unknown","Ben Hill","2","0","0"
"Female","Berrien","868","27","55"
"Male","Berrien","722","24","44"
"Unknown","Berrien","4","0","0"
"Female","Bibb","13089","311","1338"
"Male","Bibb","9658","290","1118"
"Unknown","Bibb","120","0","1"
"Female","Bleckley","660","23","35"
"Male","Bleckley","497","18","30"
"Unknown","Bleckley","5","0","0"
"Female","Brantley","1045","36","90"
"Male","Brantley","904","41","76"
"Unknown","Brantley","6","0","0"
"Female","Brooks","823","21","73"
"Male","Brooks","638","35","63"
"Unknown","Brooks","4","0","0"
"Female","Bryan","2580","25","152"
"Male","Bryan","2341","40","187"
"Female","Bulloch","4723","57","180"
"Male","Bulloch","3645","43","147"
"Unknown","Bulloch","16","0","0"
"Female","Burke","1355","24","107"
"Male","Burke","1073","24","96"
"Unknown","Burke","10","0","1"
"Female","Butts","1931","54","98"
"Male","Butts","1964","60","122"
"Unknown","Butts","20","0","0"
"Female","Calhoun","324","14","42"
"Male","Calhoun","309","7","50"
"Unknown","Calhoun","1","0","0"
"Female","Camden","3408","40","122"
"Male","Camden","3038","42","103"
"Female","Candler","632","17","52"
"Male","Candler","524","33","37"
"Female","Carroll","6176","74","190"
"Male","Carroll","5431","88","211"
"Unknown","Carroll","43","0","4"
"Female","Catoosa","4934","53","170"
"Male","Catoosa","4315","46","167"
"Unknown","Catoosa","79","0","3"
"Female","Charlton","686","18","60"
"Male","Charlton","1092","26","51"
"Unknown","Charlton","5","0","0"
"Female","Chatham","20464","311","1438"
"Male","Chatham","16754","374","1342"
"Unknown","Chatham","16","0","2"
"Female","Chattahoochee","420","3","16"
"Male","Chattahoochee","5101","13","27"
"Unknown","Chattahoochee","17","0","0"
"Female","Chattooga","2158","45","126"
"Male","Chattooga","1812","52","144"
"Unknown","Chattooga","13","0","0"
"Female","Cherokee","19438","195","993"
"Male","Cherokee","16990","272","1133"
"Unknown","Cherokee","100","0","1"
"Female","Clarke","11300","76","475"
"Male","Clarke","8817","105","430"
"Unknown","Clarke","48","0","2"
"Female","Clay","144","1","8"
"Male","Clay","105","3","6"
"Unknown","Clay","2","0","0"
"Female","Clayton","25407","376","1442"
"Male","Clayton","18677","373","1200"
"Unknown","Clayton","178","0","2"
"Female","Clinch","553","15","45"
"Male","Clinch","518","19","42"
"Unknown","Clinch","1","0","0"
"Female","Cobb","58008","610","2200"
"Male","Cobb","48588","743","2233"
"Unknown","Cobb","363","0","5"
"Female","Coffee","3614","105","511"
"Male","Coffee","2958","93","411"
"Unknown","Coffee","22","0","0"
"Female","Colquitt","3167","58","176"
"Male","Colquitt","2857","78","184"
"Unknown","Colquitt","9","0","0"
"Female","Columbia","8427","107","357"
"Male","Columbia","7396","155","362"
"Unknown","Columbia","41","0","1"
"Female","Cook","965","24","71"
"Male","Cook","753","29","61"
"Unknown","Cook","2","0","0"
"Female","Coweta","8939","153","563"
"Male","Coweta","7744","207","510"
"Unknown","Coweta","49","0","4"
"Female","Crawford","497","18","55"
"Male","Crawford","410","22","57"
"Unknown","Crawford","4","0","0"
"Female","Crisp","1116","32","114"
"Male","Crisp","823","34","78"
"Unknown","Crisp","17","0","0"
"Female","Dade","1040","11","41"
"Male","Dade","950","8","41"
"Unknown","Dade","18","0","0"
"Female","Dawson","2595","32","169"
"Male","Dawson","2240","46","191"
"Unknown","Dawson","24","0","0"
"Female","DeKalb","54683","613","3764"
"Male","DeKalb","43644","663","3280"
"Unknown","DeKalb","685","0","12"
"Female","Decatur","2091","35","130"
"Male","Decatur","1548","44","101"
"Unknown","Decatur","13","0","0"
"Female","Dodge","858","29","65"
"Male","Dodge","739","35","61"
"Unknown","Dodge","9","0","0"
"Female","Dooly","614","17","53"
"Male","Dooly","531","21","52"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","5833","208","809"
"Male","Dougherty","4085","185","586"
"Unknown","Dougherty","49","1","1"
"Female","Douglas","12545","124","636"
"Male","Douglas","9986","132","543"
"Unknown","Douglas","61","0","2"
"Female","Early","943","30","67"
"Male","Early","661","23","38"
"Unknown","Early","7","0","0"
"Female","Echols","169","1","3"
"Male","Echols","245","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","3976","65","261"
"Male","Effingham","3499","88","261"
"Unknown","Effingham","1","0","0"
"Female","Elbert","1259","36","121"
"Male","Elbert","915","36","76"
"Unknown","Elbert","7","0","1"
"Female","Emanuel","1581","43","115"
"Male","Emanuel","1192","31","66"
"Unknown","Emanuel","10","0","0"
"Female","Evans","664","16","69"
"Male","Evans","516","20","42"
"Unknown","Evans","2","0","0"
"Female","Fannin","1842","36","127"
"Male","Fannin","1597","61","156"
"Unknown","Fannin","8","0","0"
"Female","Fayette","6875","102","359"
"Male","Fayette","5983","127","395"
"Unknown","Fayette","51","0","1"
"Female","Floyd","9595","139","635"
"Male","Floyd","8014","187","652"
"Unknown","Floyd","89","0","2"
"Female","Forsyth","16588","119","620"
"Male","Forsyth","15416","174","741"
"Unknown","Forsyth","672","0","0"
"Female","Franklin","1933","26","123"
"Male","Franklin","1579","43","107"
"Unknown","Franklin","12","0","0"
"Female","Fulton","79014","832","4516"
"Male","Fulton","66546","904","4061"
"Unknown","Fulton","643","0","35"
"Female","Gilmer","2027","54","183"
"Male","Gilmer","1688","68","185"
"Unknown","Gilmer","19","0","0"
"Female","Glascock","105","3","11"
"Male","Glascock","97","4","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","7215","140","345"
"Male","Glynn","6186","167","341"
"Unknown","Glynn","4","0","0"
"Female","Gordon","5012","80","217"
"Male","Gordon","4389","102","228"
"Unknown","Gordon","95","0","1"
"Female","Grady","1484","29","130"
"Male","Grady","1121","39","118"
"Unknown","Grady","12","0","0"
"Female","Greene","1390","30","99"
"Male","Greene","1168","35","118"
"Unknown","Greene","5","0","0"
"Female","Gwinnett","72230","677","3455"
"Male","Gwinnett","61864","804","3250"
"Unknown","Gwinnett","707","0","3"
"Female","Habersham","3806","97","316"
"Male","Habersham","3139","108","343"
"Unknown","Habersham","23","0","1"
"Female","Hall","20294","300","1591"
"Male","Hall","17688","361","1688"
"Unknown","Hall","229","1","2"
"Female","Hancock","587","32","60"
"Male","Hancock","557","44","64"
"Unknown","Hancock","2","0","0"
"Female","Haralson","1394","26","58"
"Male","Haralson","1226","22","42"
"Unknown","Haralson","16","0","0"
"Female","Harris","1900","39","129"
"Male","Harris","1696","47","143"
"Unknown","Harris","37","0","0"
"Female","Hart","1399","25","89"
"Male","Hart","1089","25","83"
"Unknown","Hart","7","0","0"
"Female","Heard","635","17","34"
"Male","Heard","554","10","45"
"Unknown","Heard","3","0","0"
"Female","Henry","20677","229","886"
"Male","Henry","16086","272","739"
"Unknown","Henry","69","0","0"
"Female","Houston","9947","141","566"
"Male","Houston","8012","158","547"
"Unknown","Houston","64","0","2"
"Female","Irwin","452","14","54"
"Male","Irwin","476","8","43"
"Unknown","Irwin","2","0","0"
"Female","Jackson","7779","97","429"
"Male","Jackson","6745","127","465"
"Unknown","Jackson","67","0","0"
"Female","Jasper","659","14","71"
"Male","Jasper","559","19","55"
"Unknown","Jasper","5","0","0"
"Female","Jeff Davis","994","17","55"
"Male","Jeff Davis","857","28","68"
"Unknown","Jeff Davis","2","0","0"
"Female","Jefferson","1097","33","102"
"Male","Jefferson","829","38","92"
"Unknown","Jefferson","9","0","0"
"Female","Jenkins","530","18","44"
"Male","Jenkins","379","24","51"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","544","22","60"
"Male","Johnson","538","30","57"
"Unknown","Johnson","4","0","0"
"Female","Jones","1621","36","137"
"Male","Jones","1279","54","142"
"Unknown","Jones","11","0","0"
"Female","Lamar","1455","35","98"
"Male","Lamar","1160","51","103"
"Unknown","Lamar","4","0","0"
"Female","Lanier","412","5","16"
"Male","Lanier","417","7","21"
"Unknown","Lanier","4","0","0"
"Female","Laurens","3679","92","211"
"Male","Laurens","2742","120","223"
"Unknown","Laurens","27","0","0"
"Female","Lee","1607","40","166"
"Male","Lee","1254","38","147"
"Unknown","Lee","6","0","0"
"Female","Liberty","3695","43","179"
"Male","Liberty","3444","56","163"
"Unknown","Liberty","6","0","0"
"Female","Lincoln","393","15","38"
"Male","Lincoln","330","12","36"
"Unknown","Lincoln","13","0","0"
"Female","Long","812","8","49"
"Male","Long","677","13","35"
"Unknown","Long","2","0","0"
"Female","Lowndes","6639","131","327"
"Male","Lowndes","5241","105","241"
"Unknown","Lowndes","36","0","0"
"Female","Lumpkin","2751","49","232"
"Male","Lumpkin","2327","45","208"
"Unknown","Lumpkin","20","0","0"
"Female","Macon","491","13","48"
"Male","Macon","456","27","61"
"Unknown","Macon","2","0","0"
"Female","Madison","2523","27","160"
"Male","Madison","2112","47","141"
"Unknown","Madison","7","0","0"
"Female","Marion","419","17","33"
"Male","Marion","291","18","38"
"Unknown","Marion","1","0","0"
"Female","McDuffie","1370","35","123"
"Male","McDuffie","1059","29","103"
"Unknown","McDuffie","79","0","1"
"Female","McIntosh","796","14","41"
"Male","McIntosh","695","15","50"
"Female","Meriwether","1504","55","145"
"Male","Meriwether","1118","46","104"
"Unknown","Meriwether","7","0","0"
"Female","Miller","576","6","29"
"Male","Miller","454","9","25"
"Unknown","Miller","1","0","0"
"Female","Mitchell","1293","39","155"
"Male","Mitchell","1036","51","141"
"Unknown","Mitchell","5","0","0"
"Female","Monroe","1671","55","131"
"Male","Monroe","1453","64","132"
"Unknown","Monroe","17","0","1"
"Female","Montgomery","637","18","35"
"Male","Montgomery","539","23","31"
"Unknown","Montgomery","4","0","0"
"Female","Morgan","1219","15","74"
"Male","Morgan","1009","27","80"
"Unknown","Morgan","9","0","0"
"Female","Murray","3688","55","178"
"Male","Murray","3189","88","203"
"Unknown","Murray","18","0","0"
"Female","Muscogee","13478","328","1033"
"Male","Muscogee","10221","268","899"
