"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3522","US-13001","13","1","18561","268","110","18975.27","592.64","10.78","2","1236","13","22"
"Atkinson","1548","US-13003","13","3","8330","216","39","18583.43","468.19","24.01","2","575","8","23"
"Bacon","2412","US-13005","13","5","11404","195","59","21150.47","517.36","17.54","2","987","12","11"
"Baker","313","US-13007","13","7","3116","46","13","10044.93","417.2","0","0","221","1","3"
"Baldwin","7309","US-13009","13","9","44428","438","197","16451.34","443.41","18.01","8","2201","37","21"
"Banks","3373","US-13011","13","11","19982","337","79","16880.19","395.36","40.04","8","520","8","6"
"Barrow","19477","US-13013","13","13","86383","998","242","22547.26","280.15","62.51","54","2376","9","7"
"Bartow","21633","US-13015","13","15","110771","1226","385","19529.48","347.56","56.87","63","7476","56","113"
"Ben Hill","2163","US-13017","13","17","16645","189","74","12994.89","444.58","0","0","2129","47","69"
"Berrien","2024","US-13019","13","19","19276","110","58","10500.1","300.89","25.94","5","2906","24","41"
"Bibb","28824","US-13021","13","21","152150","2776","691","18944.46","454.16","13.14","20","8228","84","82"
"Bleckley","1460","US-13023","13","23","12838","75","43","11372.49","334.94","7.79","1","1851","52","74"
"Brantley","2449","US-13025","13","25","19202","183","89","12753.88","463.49","15.62","3","1644","18","40"
"Brooks","1889","US-13027","13","27","15727","156","64","12011.19","406.94","6.36","1","1520","20","26"
"Bryan","6891","US-13029","13","29","39137","405","75","17607.38","191.63","51.1","20","2199","15","18"
"Bulloch","10509","US-13031","13","31","79467","374","108","13224.36","135.91","23.91","19","4807","154","229"
"Burke","2965","US-13033","13","33","22342","238","63","13270.97","281.98","13.43","3","2302","43","33"
"Butts","4719","US-13035","13","35","25174","268","140","18745.53","556.13","23.83","6","1741","13","15"
"Calhoun","985","US-13037","13","37","6317","102","21","15592.84","332.44","31.66","2","353","1","3"
"Camden","8741","US-13039","13","39","53924","253","100","16209.85","185.45","159.48","86","2612","18","36"
"Candler","1400","US-13043","13","43","10837","102","54","12918.7","498.29","0","0","778","40","41"
"Carroll","14424","US-13045","13","45","120119","448","183","12008.09","152.35","22.48","27","9250","264","330"
"Catoosa","12560","US-13047","13","47","68771","395","126","18263.51","183.22","141.05","97","1969","36","40"
"Charlton","2239","US-13049","13","49","13251","120","48","16896.84","362.24","83.01","11","790","15","20"
"Chatham","53575","US-13051","13","51","292176","3271","800","18336.55","273.81","37.31","109","9836","69","67"
"Chattahoochee","6578","US-13053","13","53","10749","56","17","61196.39","158.15","3460.79","372","873","5","3"
"Chattooga","5257","US-13055","13","55","24766","318","115","21226.68","464.35","32.3","8","1361","17","20"
"Cherokee","45292","US-13057","13","57","266617","2360","576","16987.66","216.04","88.14","235","17718","40","57"
"Clarke","26192","US-13059","13","59","129779","1172","216","20182","166.44","40.07","52","3437","10","6"
"Clay","363","US-13061","13","61","2855","14","6","12714.54","210.16","350.26","10","163","0","4"
"Clayton","58019","US-13063","13","63","304838","3144","891","19032.73","292.29","159.1","485","5831","63","21"
"Clinch","1390","US-13065","13","65","6656","98","40","20883.41","600.96","0","0","727","2","10"
"Cobb","138033","US-13067","13","67","790588","4781","1630","17459.54","206.18","426.01","3368","35690","140","255"
"Coffee","8611","US-13069","13","69","43042","1111","231","20006.04","536.69","2.32","1","2472","53","115"
"Colquitt","7966","US-13071","13","71","45393","402","171","17548.96","376.71","39.65","18","3087","71","38"
"Columbia","20695","US-13073","13","73","158631","863","310","13046","195.42","72.5","115","15214","68","93"
"Cook","2065","US-13075","13","75","17437","143","57","11842.63","326.89","11.47","2","2816","17","28"
"Coweta","20896","US-13077","13","77","152001","1400","423","13747.28","278.29","40.79","62","11996","54","58"
"Crawford","1186","US-13079","13","79","12228","122","45","9699.05","368.01","0","0","575","9","6"
"Crisp","2545","US-13081","13","81","22289","201","71","11418.19","318.54","4.49","1","2101","65","103"
"Dade","2602","US-13083","13","83","16162","99","25","16099.49","154.68","272.24","44","672","3","9"
"Dawson","6151","US-13085","13","85","27021","394","96","22763.78","355.28","66.61","18","709","4","4"
"DeKalb","131158","US-13089","13","89","793154","8207","1534","16536.26","193.41","435.35","3453","17778","158","71"
"Decatur","5308","US-13087","13","87","26322","262","94","20165.64","357.12","49.39","13","1860","35","71"
"Dodge","2106","US-13091","13","91","20385","134","69","10331.13","338.48","9.81","2","3079","79","85"
"Dooly","1532","US-13093","13","93","13400","109","39","11432.84","291.04","0","0","832","29","32"
"Dougherty","14128","US-13095","13","95","89905","1567","443","15714.37","492.74","17.8","16","5318","43","23"
"Douglas","28237","US-13097","13","97","151906","1283","322","18588.47","211.97","81.63","124","6572","72","122"
