"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","2079","13"
"Hispanic/Latino","American Indian/Alaska Native","106","0"
"Hispanic/Latino","Asian","204","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","153","0"
"Hispanic/Latino","Other","25159","229"
"Hispanic/Latino","Unknown","11830","6"
"Hispanic/Latino","White","33804","407"
"Non-Hispanic/Latino","African-American/Black","154026","4021"
"Non-Hispanic/Latino","American Indian/Alaska Native","293","9"
"Non-Hispanic/Latino","Asian","11071","197"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","474","6"
"Non-Hispanic/Latino","Other","7814","32"
"Non-Hispanic/Latino","Unknown","6984","43"
"Non-Hispanic/Latino","White","225245","6178"
"Unknown","African-American/Black","22585","31"
"Unknown","American Indian/Alaska Native","123","0"
"Unknown","Asian","2842","1"
"Unknown","Native Hawaiian/Pacific Islander","150","0"
"Unknown","Other","20016","17"
"Unknown","Unknown","129890","41"
"Unknown","White","34828","34"
