"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","1035","12"
"Hispanic/Latino","American Indian/Alaska Native","50","0"
"Hispanic/Latino","Asian","98","0"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","98","0"
"Hispanic/Latino","Other","15961","171"
"Hispanic/Latino","Unknown","6384","8"
"Hispanic/Latino","White","21405","275"
"Non-Hispanic/Latino","African-American/Black","81806","3132"
"Non-Hispanic/Latino","American Indian/Alaska Native","131","8"
"Non-Hispanic/Latino","Asian","4654","139"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","239","6"
"Non-Hispanic/Latino","Other","4130","14"
"Non-Hispanic/Latino","Unknown","3197","19"
"Non-Hispanic/Latino","White","103284","3962"
"Unknown","African-American/Black","13383","12"
"Unknown","American Indian/Alaska Native","52","0"
"Unknown","Asian","1316","0"
"Unknown","Native Hawaiian/Pacific Islander","87","0"
"Unknown","Other","4966","3"
"Unknown","Unknown","71815","55"
"Unknown","White","17790","11"
