"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","4875","36"
"Hispanic/Latino","American Indian/Alaska Native","278","1"
"Hispanic/Latino","Asian","473","6"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","354","6"
"Hispanic/Latino","Other","45145","433"
"Hispanic/Latino","Unknown","22236","10"
"Hispanic/Latino","White","59175","727"
"Non-Hispanic/Latino","African-American/Black","326534","8080"
"Non-Hispanic/Latino","American Indian/Alaska Native","601","19"
"Non-Hispanic/Latino","Asian","23379","411"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","936","15"
"Non-Hispanic/Latino","Other","21390","262"
"Non-Hispanic/Latino","Unknown","11783","11"
"Non-Hispanic/Latino","White","472864","14180"
"Unknown","African-American/Black","28322","24"
"Unknown","American Indian/Alaska Native","220","0"
"Unknown","Asian","5012","2"
"Unknown","Native Hawaiian/Pacific Islander","216","0"
"Unknown","Other","28828","16"
"Unknown","Unknown","161718","71"
"Unknown","White","42971","47"
