"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","1038995","14107","55908"
"Male","Georgia","864530","16326","52807"
"Unknown","Georgia","15701","8","369"
"Female","Appling","1922","52","135"
"Male","Appling","1609","55","132"
"Unknown","Appling","11","0","0"
"Female","Atkinson","858","17","106"
"Male","Atkinson","693","22","105"
"Unknown","Atkinson","4","0","0"
"Female","Bacon","1214","24","101"
"Male","Bacon","1322","37","102"
"Unknown","Bacon","6","0","0"
"Female","Baker","170","5","22"
"Male","Baker","142","8","23"
"Unknown","Baker","2","0","0"
"Female","Baldwin","4086","67","183"
"Male","Baldwin","3182","125","248"
"Unknown","Baldwin","27","0","0"
"Female","Banks","1813","37","177"
"Male","Banks","1514","41","148"
"Unknown","Banks","17","0","2"
"Female","Barrow","10545","112","521"
"Male","Barrow","8835","126","454"
"Unknown","Barrow","73","0","1"
"Female","Bartow","11544","172","603"
"Male","Bartow","9880","207","609"
"Unknown","Bartow","116","0","0"
"Female","Ben Hill","1236","32","100"
"Male","Ben Hill","922","41","87"
"Unknown","Ben Hill","5","0","0"
"Female","Berrien","1107","31","59"
"Male","Berrien","900","26","49"
"Unknown","Berrien","6","0","0"
"Female","Bibb","16335","336","1482"
"Male","Bibb","12098","335","1256"
"Unknown","Bibb","328","1","9"
"Female","Bleckley","843","23","41"
"Male","Bleckley","606","19","34"
"Unknown","Bleckley","11","0","0"
"Female","Brantley","1357","38","97"
"Male","Brantley","1124","48","89"
"Unknown","Brantley","8","0","0"
"Female","Brooks","1054","24","83"
"Male","Brooks","825","38","72"
"Unknown","Brooks","8","0","0"
"Female","Bryan","3556","29","181"
"Male","Bryan","3250","44","209"
"Unknown","Bryan","10","0","0"
"Female","Bulloch","5925","59","199"
"Male","Bulloch","4613","49","169"
"Unknown","Bulloch","28","0","0"
"Female","Burke","1631","29","116"
"Male","Burke","1315","32","122"
"Unknown","Burke","13","0","1"
"Female","Butts","2320","59","118"
"Male","Butts","2351","77","144"
"Unknown","Butts","36","0","0"
"Female","Calhoun","402","14","45"
"Male","Calhoun","563","7","56"
"Unknown","Calhoun","15","0","1"
"Female","Camden","4640","46","131"
"Male","Camden","3878","51","118"
"Unknown","Camden","54","0","0"
"Female","Candler","732","19","56"
"Male","Candler","609","35","44"
"Unknown","Candler","1","0","0"
"Female","Carroll","7699","83","206"
"Male","Carroll","6620","95","230"
"Unknown","Carroll","68","0","7"
"Female","Catoosa","6564","67","196"
"Male","Catoosa","5711","57","189"
"Unknown","Catoosa","120","0","5"
"Female","Charlton","876","19","62"
"Male","Charlton","1317","29","58"
"Unknown","Charlton","19","0","0"
"Female","Chatham","28927","354","1643"
"Male","Chatham","23810","421","1535"
"Unknown","Chatham","142","0","5"
"Female","Chattahoochee","606","3","21"
"Male","Chattahoochee","5406","13","30"
"Unknown","Chattahoochee","22","0","0"
"Female","Chattooga","2857","53","147"
"Male","Chattooga","2375","59","163"
"Unknown","Chattooga","18","0","0"
"Female","Cherokee","24096","235","1085"
"Male","Cherokee","20778","324","1242"
"Unknown","Cherokee","189","0","1"
"Female","Clarke","14736","94","593"
"Male","Clarke","11285","116","536"
"Unknown","Clarke","61","0","1"
"Female","Clay","203","1","8"
"Male","Clay","147","5","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","32947","433","1683"
"Male","Clayton","24173","433","1401"
"Unknown","Clayton","304","0","6"
"Female","Clinch","734","17","50"
"Male","Clinch","649","21","45"
"Unknown","Clinch","3","0","0"
"Female","Cobb","73089","717","2340"
"Male","Cobb","60333","864","2392"
"Unknown","Cobb","748","0","5"
"Female","Coffee","4671","117","596"
"Male","Coffee","3767","102","471"
"Unknown","Coffee","29","0","0"
"Female","Colquitt","4191","75","199"
"Male","Colquitt","3685","89","198"
"Unknown","Colquitt","48","0","0"
"Female","Columbia","10851","125","426"
"Male","Columbia","9506","180","420"
"Unknown","Columbia","58","0","1"
"Female","Cook","1161","26","76"
"Male","Cook","893","29","66"
"Unknown","Cook","3","0","0"
"Female","Coweta","11133","181","699"
"Male","Coweta","9582","234","645"
"Unknown","Coweta","94","0","5"
"Female","Crawford","639","19","59"
"Male","Crawford","544","24","64"
"Unknown","Crawford","9","0","0"
"Female","Crisp","1423","35","121"
"Male","Crisp","1065","36","80"
"Unknown","Crisp","57","0","0"
"Female","Dade","1316","14","50"
"Male","Dade","1205","11","49"
"Unknown","Dade","25","0","0"
"Female","Dawson","3289","37","180"
"Male","Dawson","2798","57","210"
"Unknown","Dawson","35","0","0"
"Female","DeKalb","70466","715","4302"
"Male","DeKalb","55481","766","3693"
"Unknown","DeKalb","1096","0","20"
"Female","Decatur","2979","43","142"
"Male","Decatur","2266","49","120"
"Unknown","Decatur","45","0","0"
"Female","Dodge","1063","32","69"
"Male","Dodge","1005","37","65"
"Unknown","Dodge","40","0","0"
"Female","Dooly","790","17","56"
"Male","Dooly","724","22","53"
"Unknown","Dooly","15","0","0"
"Female","Dougherty","7990","230","887"
"Male","Dougherty","5896","206","666"
"Unknown","Dougherty","203","0","1"
"Female","Douglas","15610","151","675"
"Male","Douglas","12383","162","584"
"Unknown","Douglas","97","0","2"
"Female","Early","1233","30","76"
"Male","Early","842","24","40"
"Unknown","Early","16","0","0"
"Female","Echols","196","1","5"
"Male","Echols","269","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","5478","67","297"
"Male","Effingham","4712","97","288"
"Unknown","Effingham","30","0","0"
"Female","Elbert","1518","39","151"
"Male","Elbert","1110","42","100"
"Unknown","Elbert","12","0","1"
"Female","Emanuel","1885","46","125"
"Male","Emanuel","1508","33","76"
"Unknown","Emanuel","20","0","0"
"Female","Evans","832","18","75"
"Male","Evans","657","22","47"
"Unknown","Evans","6","0","0"
"Female","Fannin","2225","50","150"
"Male","Fannin","1899","74","182"
"Unknown","Fannin","14","0","0"
"Female","Fayette","8853","118","447"
"Male","Fayette","7774","150","489"
"Unknown","Fayette","84","0","1"
"Female","Floyd","12487","171","758"
"Male","Floyd","10320","235","763"
"Unknown","Floyd","118","0","2"
"Female","Forsyth","22371","142","681"
"Male","Forsyth","20299","213","807"
"Unknown","Forsyth","1270","0","0"
"Female","Franklin","2406","28","135"
"Male","Franklin","1940","47","120"
"Unknown","Franklin","23","0","0"
"Female","Fulton","98942","965","5061"
"Male","Fulton","82662","1039","4649"
"Unknown","Fulton","1350","0","75"
"Female","Gilmer","2501","63","220"
"Male","Gilmer","2093","79","227"
"Unknown","Gilmer","51","0","0"
"Female","Glascock","138","3","11"
"Male","Glascock","121","5","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","9838","153","373"
"Male","Glynn","8226","198","379"
"Unknown","Glynn","22","0","0"
"Female","Gordon","6330","97","235"
"Male","Gordon","5402","126","250"
"Unknown","Gordon","118","0","1"
"Female","Grady","2075","34","147"
"Male","Grady","1581","47","123"
"Unknown","Grady","27","0","0"
"Female","Greene","1706","34","124"
"Male","Greene","1426","38","142"
"Unknown","Greene","14","0","0"
"Female","Gwinnett","93312","768","3816"
"Male","Gwinnett","79125","932","3600"
"Unknown","Gwinnett","1006","0","5"
"Female","Habersham","4547","109","331"
"Male","Habersham","3788","126","373"
"Unknown","Habersham","48","0","1"
"Female","Hall","24991","344","1686"
"Male","Hall","21270","422","1792"
"Unknown","Hall","302","1","3"
"Female","Hancock","694","33","62"
"Male","Hancock","670","47","69"
"Unknown","Hancock","4","0","0"
"Female","Haralson","1859","31","61"
"Male","Haralson","1566","31","48"
"Unknown","Haralson","21","0","0"
"Female","Harris","2699","45","155"
"Male","Harris","2382","54","169"
"Unknown","Harris","44","0","0"
"Female","Hart","1799","27","104"
"Male","Hart","1384","31","94"
"Unknown","Hart","10","0","0"
"Female","Heard","773","17","40"
"Male","Heard","692","14","55"
"Unknown","Heard","6","0","0"
"Female","Henry","25615","284","1078"
"Male","Henry","19654","323","898"
"Unknown","Henry","115","0","1"
"Female","Houston","12809","153","594"
"Male","Houston","10098","168","591"
"Unknown","Houston","127","0","2"
"Female","Irwin","507","14","58"
"Male","Irwin","527","9","44"
"Unknown","Irwin","2","0","0"
"Female","Jackson","9854","112","476"
"Male","Jackson","8569","155","524"
"Unknown","Jackson","88","0","1"
"Female","Jasper","889","15","88"
"Male","Jasper","770","21","70"
"Unknown","Jasper","8","0","0"
"Female","Jeff Davis","1281","18","66"
"Male","Jeff Davis","1045","29","72"
"Unknown","Jeff Davis","4","0","0"
"Female","Jefferson","1258","34","108"
"Male","Jefferson","966","43","102"
"Unknown","Jefferson","13","0","0"
"Female","Jenkins","617","20","47"
"Male","Jenkins","453","24","54"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","703","23","64"
"Male","Johnson","739","33","62"
"Unknown","Johnson","18","1","0"
"Female","Jones","2055","38","152"
"Male","Jones","1622","60","164"
"Unknown","Jones","41","0","0"
"Female","Lamar","1804","42","111"
"Male","Lamar","1463","55","115"
"Unknown","Lamar","11","0","1"
"Female","Lanier","559","5","18"
"Male","Lanier","526","10","24"
"Unknown","Lanier","6","0","0"
"Female","Laurens","4856","104","225"
"Male","Laurens","3635","131","245"
"Unknown","Laurens","89","2","1"
"Female","Lee","2101","43","190"
"Male","Lee","1708","47","165"
"Unknown","Lee","30","0","0"
"Female","Liberty","5628","45","197"
"Male","Liberty","5202","59","183"
"Unknown","Liberty","32","0","0"
"Female","Lincoln","447","15","42"
"Male","Lincoln","396","14","41"
"Unknown","Lincoln","14","0","0"
"Female","Long","1218","10","51"
"Male","Long","997","16","41"
"Unknown","Long","7","0","0"
"Female","Lowndes","8444","142","366"
"Male","Lowndes","6647","127","278"
"Unknown","Lowndes","77","0","2"
"Female","Lumpkin","3543","53","247"
"Male","Lumpkin","2971","55","223"
"Unknown","Lumpkin","28","0","0"
"Female","Macon","629","13","53"
"Male","Macon","560","28","63"
"Unknown","Macon","5","0","0"
"Female","Madison","3258","31","211"
"Male","Madison","2688","58","189"
"Unknown","Madison","11","0","0"
"Female","Marion","567","21","47"
"Male","Marion","388","21","43"
"Unknown","Marion","1","0","0"
"Female","McDuffie","1635","39","139"
"Male","McDuffie","1261","36","117"
"Unknown","McDuffie","76","0","1"
"Female","McIntosh","1073","15","48"
"Male","McIntosh","886","16","57"
"Unknown","McIntosh","1","0","0"
"Female","Meriwether","1855","66","170"
"Male","Meriwether","1381","52","126"
"Unknown","Meriwether","11","0","1"
"Female","Miller","723","9","35"
