"sex","county name","cases","deaths","hospitalization"
"Female","Georgia","179597","3668","15513"
"Male","Georgia","154450","3982","14668"
"Unknown","Georgia","7263","7","207"
"Female","Appling","610","12","51"
"Male","Appling","511","23","50"
"Unknown","Appling","13","0","0"
"Female","Atkinson","247","3","30"
"Male","Atkinson","224","2","31"
"Unknown","Atkinson","1","0","0"
"Female","Bacon","320","5","20"
"Male","Bacon","295","9","28"
"Unknown","Bacon","8","0","1"
"Female","Baker","43","2","8"
"Male","Baker","44","4","12"
"Female","Baldwin","1228","14","73"
"Male","Baldwin","999","49","102"
"Unknown","Baldwin","23","0","2"
"Female","Banks","305","3","38"
"Male","Banks","230","5","33"
"Unknown","Banks","6","0","0"
"Female","Barrow","1361","30","146"
"Male","Barrow","1104","20","112"
"Unknown","Barrow","22","0","1"
"Female","Bartow","1769","42","138"
"Male","Bartow","1547","50","175"
"Unknown","Bartow","51","0","2"
"Female","Ben Hill","509","13","49"
"Male","Ben Hill","336","19","42"
"Unknown","Ben Hill","1","0","0"
"Female","Berrien","267","6","14"
"Male","Berrien","203","6","10"
"Unknown","Berrien","8","0","0"
"Female","Bibb","3669","105","492"
"Male","Bibb","2739","83","415"
"Unknown","Bibb","66","0","1"
"Female","Bleckley","297","13","15"
"Male","Bleckley","195","8","17"
"Unknown","Bleckley","9","0","0"
"Female","Brantley","238","6","22"
"Male","Brantley","168","6","17"
"Unknown","Brantley","2","0","0"
"Female","Brooks","298","6","27"
"Male","Brooks","233","20","28"
"Unknown","Brooks","13","0","0"
"Female","Bryan","671","7","41"
"Male","Bryan","573","7","50"
"Unknown","Bryan","20","0","0"
"Female","Bulloch","1716","21","77"
"Male","Bulloch","1260","12","61"
"Unknown","Bulloch","43","0","0"
"Female","Burke","471","7","47"
"Male","Burke","392","4","42"
"Unknown","Burke","6","0","1"
"Female","Butts","336","20","22"
"Male","Butts","346","23","30"
"Unknown","Butts","42","0","2"
"Female","Calhoun","131","7","22"
"Male","Calhoun","129","2","26"
"Unknown","Calhoun","1","0","0"
"Female","Camden","717","8","37"
"Male","Camden","658","9","32"
"Unknown","Camden","10","0","0"
"Female","Candler","285","9","17"
"Male","Candler","235","15","18"
"Unknown","Candler","2","0","0"
"Female","Carroll","1655","36","84"
"Male","Carroll","1494","39","88"
"Unknown","Carroll","35","0","2"
"Female","Catoosa","692","13","54"
"Male","Catoosa","613","7","27"
"Unknown","Catoosa","40","0","0"
"Female","Charlton","221","4","13"
"Male","Charlton","417","6","14"
"Unknown","Charlton","5","0","0"
"Female","Chatham","5027","81","430"
"Male","Chatham","3939","101","381"
"Unknown","Chatham","159","0","3"
"Female","Chattahoochee","105","1","5"
"Male","Chattahoochee","1607","0","9"
"Unknown","Chattahoochee","6","0","0"
"Female","Chattooga","465","12","23"
"Male","Chattooga","394","15","38"
"Unknown","Chattooga","16","0","2"
"Female","Cherokee","3520","49","256"
"Male","Cherokee","3144","51","260"
"Unknown","Cherokee","92","0","3"
"Female","Clarke","3025","19","118"
"Male","Clarke","2479","27","119"
"Unknown","Clarke","47","0","2"
"Female","Clay","73","1","3"
"Male","Clay","46","2","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","4355","93","357"
"Male","Clayton","3389","81","314"
"Unknown","Clayton","115","0","4"
"Female","Clinch","220","2","13"
"Male","Clinch","201","10","17"
"Unknown","Clinch","3","0","0"
"Female","Cobb","11178","219","976"
"Male","Cobb","9758","229","941"
"Unknown","Cobb","260","0","8"
"Female","Coffee","1107","29","176"
"Male","Coffee","1061","30","141"
"Unknown","Coffee","19","0","0"
"Female","Colquitt","1045","16","83"
"Male","Colquitt","1019","23","79"
"Unknown","Colquitt","8","0","0"
"Female","Columbia","2183","32","89"
"Male","Columbia","1975","32","103"
"Unknown","Columbia","22","0","2"
"Female","Cook","328","6","34"
"Male","Cook","238","10","27"
"Unknown","Cook","5","0","0"
"Female","Coweta","1537","27","71"
"Male","Coweta","1311","33","71"
"Unknown","Coweta","13","0","0"
"Female","Crawford","103","4","19"
"Male","Crawford","77","2","6"
"Unknown","Crawford","9","0","3"
"Female","Crisp","349","7","45"
"Male","Crisp","275","16","36"
"Unknown","Crisp","7","0","0"
"Female","Dade","170","4","9"
"Male","Dade","148","1","12"
"Unknown","Dade","7","0","0"
"Female","Dawson","442","1","34"
"Male","Dawson","433","9","50"
"Unknown","Dawson","11","0","0"
"Female","DeKalb","10805","171","1168"
"Male","DeKalb","9120","219","1058"
"Unknown","DeKalb","381","0","9"
"Female","Decatur","668","18","53"
"Male","Decatur","574","16","46"
"Unknown","Decatur","18","0","0"
"Female","Dodge","297","7","24"
"Male","Dodge","224","7","23"
"Unknown","Dodge","5","0","0"
"Female","Dooly","180","6","26"
"Male","Dooly","178","10","28"
"Unknown","Dooly","2","0","0"
"Female","Dougherty","1974","106","405"
"Male","Dougherty","1260","84","257"
"Unknown","Dougherty","33","0","0"
"Female","Douglas","2167","33","240"
"Male","Douglas","1722","38","206"
"Unknown","Douglas","59","0","3"
"Female","Early","327","20","25"
"Male","Early","197","14","17"
"Unknown","Early","6","0","0"
"Female","Echols","77","0","2"
"Male","Echols","165","2","7"
"Unknown","Echols","2","0","0"
"Female","Effingham","878","12","54"
"Male","Effingham","807","15","53"
"Unknown","Effingham","22","1","2"
"Female","Elbert","430","5","38"
"Male","Elbert","299","3","15"
"Unknown","Elbert","20","0","1"
"Female","Emanuel","684","23","52"
"Male","Emanuel","476","13","31"
"Unknown","Emanuel","5","0","0"
"Female","Evans","249","2","30"
"Male","Evans","189","4","11"
"Unknown","Evans","26","0","1"
"Female","Fannin","433","16","34"
"Male","Fannin","344","12","34"
"Unknown","Fannin","3","0","0"
"Female","Fayette","1104","25","58"
"Male","Fayette","923","28","61"
"Unknown","Fayette","22","0","0"
"Female","Floyd","1927","25","122"
"Male","Floyd","1654","30","143"
"Unknown","Floyd","45","0","9"
"Female","Forsyth","2311","19","147"
"Male","Forsyth","2181","33","202"
"Unknown","Forsyth","68","0","0"
"Female","Franklin","505","5","41"
"Male","Franklin","330","12","23"
"Unknown","Franklin","8","0","0"
"Female","Fulton","15190","284","1253"
"Male","Fulton","13853","323","1282"
"Unknown","Fulton","842","0","7"
"Female","Gilmer","533","6","50"
"Male","Gilmer","413","13","37"
"Unknown","Gilmer","36","0","2"
"Female","Glascock","23","1","2"
"Male","Glascock","19","1","2"
"Unknown","Glascock","1","0","0"
"Female","Glynn","1957","49","162"
"Male","Glynn","1656","52","146"
"Unknown","Glynn","15","0","2"
"Female","Gordon","1116","20","59"
"Male","Gordon","1016","22","64"
"Unknown","Gordon","26","0","2"
"Female","Grady","452","9","47"
"Male","Grady","365","16","51"
"Unknown","Grady","26","0","0"
"Female","Greene","305","13","32"
"Male","Greene","248","12","28"
"Unknown","Greene","3","0","0"
"Female","Gwinnett","15433","217","1484"
"Male","Gwinnett","13567","217","1344"
"Unknown","Gwinnett","748","0","12"
"Female","Habersham","974","44","109"
"Male","Habersham","823","31","129"
"Unknown","Habersham","32","0","0"
"Female","Hall","5326","79","505"
"Male","Hall","4821","89","542"
"Unknown","Hall","198","0","4"
"Female","Hancock","248","19","34"
"Male","Hancock","162","25","34"
"Unknown","Hancock","2","0","0"
"Female","Haralson","301","4","16"
"Male","Haralson","281","6","13"
"Unknown","Haralson","18","0","0"
"Female","Harris","454","14","46"
"Male","Harris","375","11","46"
"Unknown","Harris","8","0","0"
"Female","Hart","317","7","39"
"Male","Hart","233","9","31"
"Unknown","Hart","9","0","0"
"Female","Heard","120","6","6"
"Male","Heard","92","0","9"
"Female","Henry","3361","53","144"
"Male","Henry","2528","58","119"
"Unknown","Henry","47","0","0"
"Female","Houston","1886","34","214"
"Male","Houston","1536","55","180"
"Unknown","Houston","27","0","2"
"Female","Irwin","176","6","18"
"Male","Irwin","168","0","22"
"Unknown","Irwin","3","0","0"
"Female","Jackson","1218","21","80"
"Male","Jackson","1022","19","103"
"Unknown","Jackson","19","0","0"
"Female","Jasper","136","2","9"
"Male","Jasper","104","2","11"
"Unknown","Jasper","2","0","0"
"Female","Jeff Davis","415","9","24"
"Male","Jeff Davis","356","13","33"
"Unknown","Jeff Davis","2","0","0"
"Female","Jefferson","484","16","48"
"Male","Jefferson","345","16","32"
"Unknown","Jefferson","6","0","0"
"Female","Jenkins","282","13","29"
"Male","Jenkins","179","19","36"
"Unknown","Jenkins","1","0","0"
"Female","Johnson","236","10","32"
"Male","Johnson","202","12","27"
"Female","Jones","384","6","29"
"Male","Jones","242","8","22"
"Unknown","Jones","2","0","0"
"Female","Lamar","227","11","21"
"Male","Lamar","173","8","24"
"Unknown","Lamar","2","0","0"
"Female","Lanier","122","2","3"
"Male","Lanier","185","5","13"
"Unknown","Lanier","7","0","0"
"Female","Laurens","1110","36","80"
"Male","Laurens","770","50","85"
"Unknown","Laurens","24","0","0"
"Female","Lee","397","13","52"
"Male","Lee","338","14","56"
"Unknown","Lee","4","0","0"
"Female","Liberty","659","7","56"
"Male","Liberty","523","17","61"
"Unknown","Liberty","19","0","0"
"Female","Lincoln","133","4","16"
"Male","Lincoln","88","3","8"
"Unknown","Lincoln","1","0","0"
"Female","Long","134","1","9"
"Male","Long","136","3","9"
"Unknown","Long","1","0","0"
"Female","Lowndes","2323","46","116"
"Male","Lowndes","1937","39","93"
"Unknown","Lowndes","50","0","0"
"Female","Lumpkin","530","8","52"
"Male","Lumpkin","471","6","45"
"Unknown","Lumpkin","11","0","0"
"Female","Macon","126","2","19"
"Male","Macon","115","8","29"
"Unknown","Macon","1","0","1"
"Female","Madison","395","6","30"
"Male","Madison","351","5","32"
"Unknown","Madison","9","0","0"
"Female","Marion","113","6","13"
"Male","Marion","80","3","10"
"Unknown","Marion","2","0","0"
"Female","McDuffie","383","7","38"
"Male","McDuffie","276","8","36"
"Unknown","McDuffie","5","0","0"
"Female","McIntosh","165","7","17"
"Male","McIntosh","133","0","15"
"Unknown","McIntosh","2","0","0"
"Female","Meriwether","355","11","45"
"Male","Meriwether","216","5","30"
"Unknown","Meriwether","5","0","0"
"Female","Miller","166","1","6"
"Male","Miller","128","1","6"
"Unknown","Miller","3","0","0"
"Female","Mitchell","414","21","77"
"Male","Mitchell","427","24","76"
"Unknown","Mitchell","3","0","0"
"Female","Monroe","390","31","44"
"Male","Monroe","335","23","47"
"Unknown","Monroe","19","0","0"
"Female","Montgomery","179","5","13"
"Male","Montgomery","176","4","11"
"Unknown","Montgomery","2","0","0"
"Female","Morgan","278","1","22"
"Male","Morgan","233","4","17"
"Unknown","Morgan","4","0","0"
"Female","Murray","511","1","29"
"Male","Murray","447","7","25"
"Unknown","Murray","4","0","1"
"Female","Muscogee","3551","92","368"
"Male","Muscogee","2690","81","317"
"Unknown","Muscogee","27","0","0"
"Female","Newton","1554","48","158"
"Male","Newton","1178","45","131"
"Unknown","Newton","56","1","1"
"Female","Non-GA Resident/Unknown State","5947","78","276"
"Male","Non-GA Resident/Unknown State","6566","98","339"
"Unknown","Non-GA Resident/Unknown State","1983","2","52"
"Female","Oconee","436","15","38"
"Male","Oconee","393","12","30"
"Unknown","Oconee","3","0","0"
"Female","Oglethorpe","227","2","24"
"Male","Oglethorpe","161","9","23"
"Unknown","Oglethorpe","3","0","0"
"Female","Paulding","1549","20","69"
"Male","Paulding","1353","40","71"
"Unknown","Paulding","125","0","10"
"Female","Peach","440","14","72"
"Male","Peach","294","10","36"
"Unknown","Peach","3","0","0"
"Female","Pickens","382","3","30"
"Male","Pickens","308","6","31"
"Unknown","Pickens","10","0","0"
"Female","Pierce","351","13","42"
"Male","Pierce","292","11","40"
"Unknown","Pierce","4","0","0"
"Female","Pike","200","5","21"
"Male","Pike","172","7","10"
"Unknown","Pike","3","0","0"
"Female","Polk","830","12","58"
"Male","Polk","761","13","55"
"Unknown","Polk","36","0","4"
"Female","Pulaski","217","14","22"
"Male","Pulaski","108","9","16"
"Unknown","Pulaski","1","0","0"
"Female","Putnam","406","12","39"
"Male","Putnam","362","15","37"
"Unknown","Putnam","4","0","0"
"Female","Quitman","26","0","4"
"Male","Quitman","10","1","2"
"Unknown","Quitman","2","0","1"
"Female","Rabun","204","7","34"
"Male","Rabun","202","4","19"
"Unknown","Rabun","7","0","0"
"Female","Randolph","199","19","31"
"Male","Randolph","138","10","25"
"Unknown","Randolph","1","0","0"
"Female","Richmond","4181","62","292"
"Male","Richmond","3462","112","300"
"Unknown","Richmond","85","0","17"
