Ethnicity,race,Confirmed_Cases,Deaths
Hispanic/Latino,African-American/Black,482,12
Hispanic/Latino,American Indian/Alaska Native,33,0
Hispanic/Latino,Asian,44,0
Hispanic/Latino,Native Hawaiian/Pacific Islander,49,0
Hispanic/Latino,Other,8400,93
Hispanic/Latino,Unknown,3691,2
Hispanic/Latino,White,11260,111
Non-Hispanic/Latino,African-American/Black,39679,1637
Non-Hispanic/Latino,American Indian/Alaska Native,76,2
Non-Hispanic/Latino,Asian,1644,62
Non-Hispanic/Latino,Native Hawaiian/Pacific Islander,89,7
Non-Hispanic/Latino,Other,1742,12
Non-Hispanic/Latino,Unknown,1272,11
Non-Hispanic/Latino,White,35468,1659
Unknown,African-American/Black,6884,16
Unknown,American Indian/Alaska Native,26,0
Unknown,Asian,555,1
Unknown,Native Hawaiian/Pacific Islander,94,0
Unknown,Other,3058,6
Unknown,Unknown,61223,29
Unknown,White,6517,11
