"age group","county name","cases","deaths","confirmed_case_hospitalization"
"01-04 years","Georgia","37132","3","482"
"05-09 years","Georgia","65136","5","385"
"10-17 years","Georgia","167801","16","1435"
"18-29 years","Georgia","384004","238","7394"
"30-39 years","Georgia","297756","621","9184"
"40-49 years","Georgia","268830","1382","12336"
"50-59 years","Georgia","239667","3218","17823"
"60-69 years","Georgia","156362","5738","19907"
"70-79 years","Georgia","85758","7340","18042"
"80 & Older years","Georgia","45236","8554","13339"
"<1 years","Georgia","12516","1","577"
"Unknown years","Georgia","5702","0","195"
"01-04 years","Appling","70","0","0"
"05-09 years","Appling","116","0","0"
"10-17 years","Appling","401","0","3"
"18-29 years","Appling","602","1","8"
"30-39 years","Appling","466","3","10"
"40-49 years","Appling","453","9","28"
"50-59 years","Appling","458","11","44"
"60-69 years","Appling","373","22","69"
"70-79 years","Appling","246","25","47"
"80 & Older years","Appling","130","29","41"
"<1 years","Appling","12","0","0"
"Unknown years","Appling","2","0","0"
"01-04 years","Atkinson","32","0","2"
"05-09 years","Atkinson","61","0","1"
"10-17 years","Atkinson","159","0","2"
"18-29 years","Atkinson","295","0","16"
"30-39 years","Atkinson","217","0","15"
"40-49 years","Atkinson","208","4","34"
"50-59 years","Atkinson","202","5","37"
"60-69 years","Atkinson","132","7","42"
"70-79 years","Atkinson","65","8","26"
"80 & Older years","Atkinson","25","8","14"
"<1 years","Atkinson","8","0","0"
"Unknown years","Atkinson","1","0","0"
"01-04 years","Bacon","50","0","1"
"05-09 years","Bacon","71","0","0"
"10-17 years","Bacon","216","0","1"
"18-29 years","Bacon","596","0","9"
"30-39 years","Bacon","341","1","12"
"40-49 years","Bacon","349","5","23"
"50-59 years","Bacon","263","3","24"
"60-69 years","Bacon","227","17","47"
"70-79 years","Bacon","140","14","40"
"80 & Older years","Bacon","66","13","21"
"<1 years","Bacon","17","0","0"
"Unknown years","Bacon","1","0","0"
"01-04 years","Baker","11","0","0"
"05-09 years","Baker","20","0","0"
"10-17 years","Baker","21","0","0"
"18-29 years","Baker","52","0","0"
"30-39 years","Baker","32","0","4"
"40-49 years","Baker","32","3","3"
"50-59 years","Baker","38","0","4"
"60-69 years","Baker","44","3","16"
"70-79 years","Baker","23","3","11"
"80 & Older years","Baker","16","4","6"
"<1 years","Baker","3","0","0"
"01-04 years","Baldwin","109","0","1"
"05-09 years","Baldwin","230","0","0"
"10-17 years","Baldwin","530","1","5"
"18-29 years","Baldwin","1935","0","22"
"30-39 years","Baldwin","970","2","20"
"40-49 years","Baldwin","897","6","45"
"50-59 years","Baldwin","855","22","80"
"60-69 years","Baldwin","651","40","90"
"70-79 years","Baldwin","395","44","70"
"80 & Older years","Baldwin","219","62","76"
"<1 years","Baldwin","37","0","3"
"Unknown years","Baldwin","5","0","0"
"01-04 years","Banks","41","0","2"
"05-09 years","Banks","80","0","1"
"10-17 years","Banks","234","0","5"
"18-29 years","Banks","608","0","20"
"30-39 years","Banks","439","0","21"
"40-49 years","Banks","451","6","29"
"50-59 years","Banks","456","6","40"
"60-69 years","Banks","373","16","70"
"70-79 years","Banks","256","24","77"
"80 & Older years","Banks","110","15","36"
"<1 years","Banks","23","0","3"
"Unknown years","Banks","22","0","1"
"01-04 years","Barrow","342","0","1"
"05-09 years","Barrow","624","0","2"
"10-17 years","Barrow","1778","1","13"
"18-29 years","Barrow","3558","1","65"
"30-39 years","Barrow","3171","3","87"
"40-49 years","Barrow","3028","13","120"
"50-59 years","Barrow","2498","19","177"
"60-69 years","Barrow","1635","48","194"
"70-79 years","Barrow","900","56","144"
"80 & Older years","Barrow","385","65","122"
"<1 years","Barrow","137","0","11"
"Unknown years","Barrow","15","0","2"
"01-04 years","Bartow","402","0","13"
"05-09 years","Bartow","600","0","4"
"10-17 years","Bartow","1868","0","17"
"18-29 years","Bartow","3937","0","39"
"30-39 years","Bartow","3194","6","69"
"40-49 years","Bartow","3075","9","124"
"50-59 years","Bartow","3127","35","224"
"60-69 years","Bartow","1951","85","234"
"70-79 years","Bartow","1223","114","257"
"80 & Older years","Bartow","577","100","155"
"<1 years","Bartow","164","0","8"
"Unknown years","Bartow","67","0","3"
"01-04 years","Ben Hill","42","0","1"
"05-09 years","Ben Hill","39","0","0"
"10-17 years","Ben Hill","169","0","0"
"18-29 years","Ben Hill","412","0","5"
"30-39 years","Ben Hill","325","3","13"
"40-49 years","Ben Hill","286","2","15"
"50-59 years","Ben Hill","298","8","34"
"60-69 years","Ben Hill","251","17","36"
"70-79 years","Ben Hill","164","22","56"
"80 & Older years","Ben Hill","77","20","21"
"<1 years","Ben Hill","14","0","2"
"01-04 years","Berrien","53","0","1"
"05-09 years","Berrien","62","0","0"
"10-17 years","Berrien","181","0","1"
"18-29 years","Berrien","357","0","0"
"30-39 years","Berrien","301","0","5"
"40-49 years","Berrien","231","1","7"
"50-59 years","Berrien","261","6","24"
"60-69 years","Berrien","198","11","28"
"70-79 years","Berrien","134","18","22"
"80 & Older years","Berrien","67","15","15"
"<1 years","Berrien","15","0","0"
"Unknown years","Berrien","1","0","0"
"01-04 years","Bibb","442","0","7"
"05-09 years","Bibb","802","0","4"
"10-17 years","Bibb","2052","0","14"
"18-29 years","Bibb","6133","4","140"
"30-39 years","Bibb","4608","11","193"
"40-49 years","Bibb","4100","28","317"
"50-59 years","Bibb","3620","62","432"
"60-69 years","Bibb","2703","141","566"
"70-79 years","Bibb","1468","168","470"
"80 & Older years","Bibb","835","197","384"
"<1 years","Bibb","127","0","8"
"Unknown years","Bibb","18","0","1"
"01-04 years","Bleckley","21","0","0"
"05-09 years","Bleckley","53","0","0"
"10-17 years","Bleckley","158","0","0"
"18-29 years","Bleckley","317","0","6"
"30-39 years","Bleckley","194","1","5"
"40-49 years","Bleckley","175","1","2"
"50-59 years","Bleckley","164","4","9"
"60-69 years","Bleckley","122","9","15"
"70-79 years","Bleckley","82","8","15"
"80 & Older years","Bleckley","65","18","14"
"<1 years","Bleckley","9","0","0"
"Unknown years","Bleckley","1","0","0"
"01-04 years","Brantley","45","0","0"
"05-09 years","Brantley","83","0","0"
"10-17 years","Brantley","256","0","1"
"18-29 years","Brantley","437","0","5"
"30-39 years","Brantley","332","3","8"
"40-49 years","Brantley","313","5","20"
"50-59 years","Brantley","334","17","34"
"60-69 years","Brantley","238","15","38"
"70-79 years","Brantley","155","25","45"
"80 & Older years","Brantley","66","14","18"
"<1 years","Brantley","9","0","0"
"Unknown years","Brantley","2","0","0"
"01-04 years","Brooks","45","0","1"
"05-09 years","Brooks","66","0","0"
"10-17 years","Brooks","152","0","0"
"18-29 years","Brooks","312","0","4"
"30-39 years","Brooks","248","1","10"
"40-49 years","Brooks","236","2","15"
"50-59 years","Brooks","261","7","32"
"60-69 years","Brooks","160","12","28"
"70-79 years","Brooks","135","17","26"
"80 & Older years","Brooks","83","19","22"
"<1 years","Brooks","18","0","0"
"01-04 years","Bryan","176","0","0"
"05-09 years","Bryan","297","0","2"
"10-17 years","Bryan","761","0","4"
"18-29 years","Bryan","1218","1","20"
"30-39 years","Bryan","1077","4","29"
"40-49 years","Bryan","1020","5","51"
"50-59 years","Bryan","716","8","55"
"60-69 years","Bryan","441","18","63"
"70-79 years","Bryan","253","19","92"
"80 & Older years","Bryan","93","10","33"
"<1 years","Bryan","65","0","4"
"Unknown years","Bryan","19","0","0"
"01-04 years","Bulloch","228","0","1"
"05-09 years","Bulloch","410","0","1"
"10-17 years","Bulloch","1053","0","3"
"18-29 years","Bulloch","3624","1","17"
"30-39 years","Bulloch","1386","5","31"
"40-49 years","Bulloch","1072","7","37"
"50-59 years","Bulloch","945","19","63"
"60-69 years","Bulloch","628","24","72"
"70-79 years","Bulloch","305","26","61"
"80 & Older years","Bulloch","145","19","43"
"<1 years","Bulloch","92","0","4"
"Unknown years","Bulloch","4","0","0"
"01-04 years","Burke","48","0","0"
"05-09 years","Burke","98","0","0"
"10-17 years","Burke","260","0","1"
"18-29 years","Burke","554","2","14"
"30-39 years","Burke","451","1","18"
"40-49 years","Burke","447","4","26"
"50-59 years","Burke","402","6","38"
"60-69 years","Burke","308","8","50"
