"county_name","cases","county_id","State FIPS code","County FIPS code","population","confirmed_case_hospitalization","deaths","case rate","death rate","14 day case rate","14 day cases","antigen_cases","probable_deaths","antigen_case_hospitalization"
"Appling","3329","US-13001","13","1","18561","250","100","17935.46","538.76","2058.08","382","1019","11","18"
"Atkinson","1405","US-13003","13","3","8330","189","32","16866.75","384.15","1812.73","151","492","7","19"
"Bacon","2337","US-13005","13","5","11404","178","53","20492.81","464.75","2402.67","274","808","12","14"
"Baker","292","US-13007","13","7","3116","44","13","9370.99","417.2","1059.05","33","199","1","3"
"Baldwin","6833","US-13009","13","9","44428","412","177","15379.94","398.4","1593.59","708","1992","28","17"
"Banks","3093","US-13011","13","11","19982","305","67","15478.93","335.3","1501.35","300","451","6","4"
"Barrow","18071","US-13013","13","13","86383","938","206","20919.63","238.47","2082.59","1799","2284","8","5"
"Bartow","20185","US-13015","13","15","110771","1147","349","18222.28","315.06","1547.34","1714","6658","50","99"
"Ben Hill","2077","US-13017","13","17","16645","183","72","12478.22","432.56","756.98","126","1753","41","64"
"Berrien","1861","US-13019","13","19","19276","103","51","9654.49","264.58","1203.57","232","2647","21","35"
"Bibb","26908","US-13021","13","21","152150","2536","611","17685.18","401.58","1697.01","2582","7284","74","75"
"Bleckley","1361","US-13023","13","23","12838","66","41","10601.34","319.36","1277.46","164","1708","44","64"
"Brantley","2270","US-13025","13","25","19202","169","79","11821.69","411.42","1380.06","265","1380","14","32"
"Brooks","1716","US-13027","13","27","15727","138","58","10911.17","368.79","1316.21","207","1399","19","25"
"Bryan","6136","US-13029","13","29","39137","353","65","15678.26","166.08","2460.59","963","1977","13","16"
"Bulloch","9892","US-13031","13","31","79467","333","101","12447.93","127.1","1434.56","1140","4402","130","201"
"Burke","2795","US-13033","13","33","22342","211","49","12510.07","219.32","1369.62","306","2041","39","30"
"Butts","4443","US-13035","13","35","25174","233","120","17649.16","476.68","1398.27","352","1653","11","15"
"Calhoun","803","US-13037","13","37","6317","97","21","12711.73","332.44","2564.51","162","308","1","3"
"Camden","7738","US-13039","13","39","53924","227","84","14349.83","155.77","1893.41","1021","2157","17","35"
"Candler","1267","US-13043","13","43","10837","90","51","11691.43","470.61","895.08","97","599","40","38"
"Carroll","13500","US-13045","13","45","120119","419","163","11238.85","135.7","1009","1212","8660","221","290"
"Catoosa","11080","US-13047","13","47","68771","361","105","16111.44","152.68","1919.41","1320","1526","26","35"
"Charlton","1999","US-13049","13","49","13251","112","44","15085.65","332.05","1313.11","174","597","14","19"
"Chatham","48680","US-13051","13","51","292176","2911","694","16661.19","237.53","2903.39","8483","7382","59","58"
"Chattahoochee","5764","US-13053","13","53","10749","46","16","53623.59","148.85","1628.06","175","832","5","4"
"Chattooga","4811","US-13055","13","55","24766","293","100","19425.83","403.78","2677.06","663","1123","16","21"
"Cherokee","42221","US-13057","13","57","266617","2210","477","15835.82","178.91","1468.77","3916","16387","33","49"
"Clarke","24353","US-13059","13","59","129779","1013","185","18764.98","142.55","2196.04","2850","3279","9","5"
"Clay","328","US-13061","13","61","2855","14","4","11488.62","140.11","2171.63","62","150","0","4"
"Clayton","51447","US-13063","13","63","304838","2866","762","16876.83","249.97","1470.95","4484","5784","55","18"
"Clinch","1267","US-13065","13","65","6656","89","35","19035.46","525.84","2403.85","160","563","2","10"
"Cobb","123150","US-13067","13","67","790588","4560","1399","15577.01","176.96","1373.91","10862","33793","122","251"
"Coffee","7708","US-13069","13","69","43042","948","199","17908.09","462.34","1956.23","842","1907","51","96"
"Colquitt","7373","US-13071","13","71","45393","370","139","16242.59","306.21","2354.99","1069","2688","70","34"
"Columbia","18244","US-13073","13","73","158631","757","270","11500.9","170.21","1144.8","1816","14026","64","93"
"Cook","1960","US-13075","13","75","17437","135","53","11240.47","303.95","1135.52","198","2571","12","22"
"Coweta","19453","US-13077","13","77","152001","1190","369","12797.94","242.76","1125.65","1711","11185","47","49"
"Crawford","1085","US-13079","13","79","12228","113","40","8873.08","327.12","1120.38","137","470","8","5"
"Crisp","2401","US-13081","13","81","22289","195","68","10772.13","305.08","1520.93","339","1768","57","91"
"Dade","2283","US-13083","13","83","16162","89","22","14125.73","136.12","1404.53","227","504","3","6"
"Dawson","5685","US-13085","13","85","27021","367","83","21039.19","307.17","1983.64","536","639","2","3"
"DeKalb","115227","US-13089","13","89","793154","7375","1306","14527.7","164.66","1349.8","10706","16719","145","67"
"Decatur","4232","US-13087","13","87","26322","236","81","16077.81","307.73","1720.99","453","1599","33","69"
"Dodge","1885","US-13091","13","91","20385","128","64","9247","313.96","1059.6","216","2780","73","82"
"Dooly","1379","US-13093","13","93","13400","108","39","10291.04","291.04","1089.55","146","747","24","29"
"Dougherty","12697","US-13095","13","95","89905","1475","403","14122.69","448.25","2394.75","2153","4351","38","21"
"Douglas","26526","US-13097","13","97","151906","1209","268","17462.11","176.42","1416.01","2151","6183","62","119"
"Early","1955","US-13099","13","99","10146","111","53","19268.68","522.37","2966.69","301","543","5","17"
"Echols","441","US-13101","13","101","3969","16","5","11111.11","125.98","503.91","20","431","6","9"
"Effingham","9297","US-13103","13","103","64026","538","155","14520.66","242.09","2142.88","1372","2300","23","22"
"Elbert","2486","US-13105","13","105","18945","221","76","13122.2","401.16","1335.44","253","1677","21","20"
"Emanuel","3138","US-13107","13","107","22664","186","75","13845.75","330.92","1416.34","321","2274","70","169"
"Evans","1379","US-13109","13","109","10687","113","37","12903.53","346.22","1590.72","170","710","21","34"
"Fannin","3845","US-13111","13","111","26320","291","103","14608.66","391.34","1189.21","313","837","21","17"
"Fayette","15185","US-13113","13","113","117544","846","236","12918.57","200.78","1203.8","1415","4852","33","20"
"Floyd","21242","US-13115","13","115","99916","1385","335","21259.86","335.28","2797.35","2795","3549","87","111"
"Forsyth","39007","US-13117","13","117","252507","1409","298","15447.89","118.02","1638.77","4138","9704","15","17"
"Franklin","4098","US-13119","13","119","23329","239","71","17566.12","304.34","1796.05","419","845","19","12"
"Fulton","168926","US-13121","13","121","1099181","9159","1774","15368.35","161.39","1325.17","14566","27884","172","145"
"Gilmer","4290","US-13123","13","123","31417","400","126","13655.03","401.06","1327.31","417","1713","24","20"
"Glascock","238","US-13125","13","125","3025","28","8","7867.77","264.46","694.21","21","305","14","6"
"Glynn","16598","US-13127","13","127","86047","700","316","19289.46","367.24","2682.26","2308","3785","40","42"
"Gordon","10975","US-13129","13","129","58049","460","193","18906.44","332.48","2079.28","1207","3281","30","39"
"Grady","3275","US-13131","13","131","24540","251","70","13345.56","285.25","2078.24","510","1619","25","23"
"Greene","2955","US-13133","13","133","18717","236","65","15787.79","347.28","1437.2","269","679","9","3"
"Gwinnett","158996","US-13135","13","135","971145","6959","1520","16372.01","156.52","1669.88","16217","30718","104","86"
"Habersham","7808","US-13137","13","137","45800","667","208","17048.03","454.15","1408.3","645","1329","19","19"
"Hall","43797","US-13139","13","139","206349","3331","680","21224.72","329.54","1839.6","3796","6048","42","35"
"Hancock","1270","US-13141","13","141","8193","127","77","15501.04","939.83","952.03","78","176","7","4"
"Haralson","3147","US-13143","13","143","30722","102","51","10243.47","166","1236.9","380","1846","91","52"
"Harris","4697","US-13145","13","145","34712","287","87","13531.34","250.63","2215.37","769","823","10","15"
"Hart","2948","US-13147","13","147","26107","176","50","11291.99","191.52","1290.84","337","1519","27","19"
"Heard","1374","US-13149","13","149","12370","84","27","11107.52","218.27","1010.51","125","621","16","21"
"Henry","42600","US-13151","13","151","239866","1773","524","17759.92","218.46","1402.87","3365","11414","44","35"
"Houston","21150","US-13153","13","153","157039","1139","299","13467.99","190.4","1455.69","2286","14170","135","334"
"Irwin","980","US-13155","13","155","9433","99","22","10389.06","233.22","424.04","40","703","20","15"
"Jackson","17158","US-13157","13","157","74700","929","234","22969.21","313.25","2432.4","1817","2491","14","11"
"Jasper","1511","US-13159","13","159","14199","137","34","10641.59","239.45","1514.19","215","1405","31","14"
"Jeff Davis","2109","US-13161","13","161","15148","127","45","13922.63","297.07","1498.55","227","1415","19","82"
"Jefferson","2109","US-13163","13","163","15313","197","74","13772.61","483.25","907.73","139","1266","26","28"
"Jenkins","1016","US-13165","13","165","8576","97","43","11847.01","501.4","967.82","83","373","21","32"
"Johnson","1302","US-13167","13","167","9661","119","52","13476.87","538.25","1676.85","162","725","12","18"
"Jones","3436","US-13169","13","169","28591","292","91","12017.77","318.28","1287.12","368","1133","9","11"
"Lamar","3061","US-13171","13","171","19347","211","90","15821.57","465.19","1529.95","296","1465","15","20"
"Lanier","1020","US-13173","13","173","10351","37","12","9854.12","115.93","1555.41","161","1052","5","14"
"Laurens","7998","US-13175","13","175","47296","444","216","16910.52","456.7","2452.64","1160","4726","50","53"
"Lee","3453","US-13177","13","177","29971","327","82","11521.14","273.6","1598.21","479","2787","9","4"
"Liberty","9828","US-13179","13","179","61904","356","101","15876.2","163.16","3348.73","2073","1164","39","26"
