"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","8171","37"
"Hispanic/Latino","American Indian/Alaska Native","548","2"
"Hispanic/Latino","Asian","888","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","576","4"
"Hispanic/Latino","Other","58126","459"
"Hispanic/Latino","Unknown","34785","15"
"Hispanic/Latino","White","80771","843"
"Non-Hispanic/Latino","African-American/Black","473012","9014"
"Non-Hispanic/Latino","American Indian/Alaska Native","1032","22"
"Non-Hispanic/Latino","Asian","37670","461"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1275","17"
"Non-Hispanic/Latino","Other","32512","123"
"Non-Hispanic/Latino","Unknown","16180","15"
"Non-Hispanic/Latino","White","644396","15951"
"Unknown","African-American/Black","40780","16"
"Unknown","American Indian/Alaska Native","757","0"
"Unknown","Asian","6620","3"
"Unknown","Native Hawaiian/Pacific Islander","362","0"
"Unknown","Other","35247","14"
"Unknown","Unknown","242737","90"
"Unknown","White","49455","27"
