"sex","county name","cases","deaths","confirmed_case_hospitalization"
"Female","Georgia","956745","12633","51969"
"Male","Georgia","795870","14476","48854"
"Unknown","Georgia","13285","7","276"
"Female","Appling","1812","48","128"
"Male","Appling","1503","52","122"
"Unknown","Appling","14","0","0"
"Female","Atkinson","774","12","96"
"Male","Atkinson","626","20","93"
"Unknown","Atkinson","5","0","0"
"Female","Bacon","1099","22","87"
"Male","Bacon","1234","31","91"
"Unknown","Bacon","4","0","0"
"Female","Baker","160","5","21"
"Male","Baker","131","8","23"
"Unknown","Baker","1","0","0"
"Female","Baldwin","3830","60","176"
"Male","Baldwin","2986","117","236"
"Unknown","Baldwin","17","0","0"
"Female","Banks","1680","34","165"
"Male","Banks","1398","33","140"
"Unknown","Banks","15","0","0"
"Female","Barrow","9786","100","498"
"Male","Barrow","8219","106","439"
"Unknown","Barrow","66","0","1"
"Female","Bartow","10798","161","567"
"Male","Bartow","9277","188","580"
"Unknown","Bartow","110","0","0"
"Female","Ben Hill","1191","31","98"
"Male","Ben Hill","882","41","85"
"Unknown","Ben Hill","4","0","0"
"Female","Berrien","1020","27","56"
"Male","Berrien","836","24","47"
"Unknown","Berrien","5","0","0"
"Female","Bibb","15392","314","1382"
"Male","Bibb","11279","297","1153"
"Unknown","Bibb","237","0","1"
"Female","Bleckley","781","23","36"
"Male","Bleckley","572","18","30"
"Unknown","Bleckley","8","0","0"
"Female","Brantley","1239","36","90"
"Male","Brantley","1025","43","79"
"Unknown","Brantley","6","0","0"
"Female","Brooks","964","23","75"
"Male","Brooks","746","35","63"
"Unknown","Brooks","6","0","0"
"Female","Bryan","3197","25","160"
"Male","Bryan","2934","40","193"
"Unknown","Bryan","5","0","0"
"Female","Bulloch","5566","57","184"
"Male","Bulloch","4297","44","149"
"Unknown","Bulloch","29","0","0"
"Female","Burke","1557","25","111"
"Male","Burke","1228","24","99"
"Unknown","Burke","10","0","1"
"Female","Butts","2191","57","104"
"Male","Butts","2220","63","129"
"Unknown","Butts","32","0","0"
"Female","Calhoun","375","14","44"
"Male","Calhoun","427","7","53"
"Unknown","Calhoun","1","0","0"
"Female","Camden","4129","41","122"
"Male","Camden","3557","43","105"
"Unknown","Camden","52","0","0"
"Female","Candler","689","17","53"
"Male","Candler","578","34","37"
"Female","Carroll","7205","75","196"
"Male","Carroll","6240","88","218"
"Unknown","Carroll","55","0","5"
"Female","Catoosa","5863","57","180"
"Male","Catoosa","5119","48","178"
"Unknown","Catoosa","98","0","3"
"Female","Charlton","792","18","60"
"Male","Charlton","1197","26","52"
"Unknown","Charlton","10","0","0"
"Female","Chatham","26703","313","1514"
"Male","Chatham","21863","381","1393"
"Unknown","Chatham","114","0","4"
"Female","Chattahoochee","529","3","19"
"Male","Chattahoochee","5217","13","27"
"Unknown","Chattahoochee","18","0","0"
"Female","Chattooga","2628","46","137"
"Male","Chattooga","2166","54","156"
"Unknown","Chattooga","17","0","0"
"Female","Cherokee","22581","201","1029"
"Male","Cherokee","19509","276","1180"
"Unknown","Cherokee","131","0","1"
"Female","Clarke","13745","77","534"
"Male","Clarke","10552","108","477"
"Unknown","Clarke","56","0","2"
"Female","Clay","189","1","8"
"Male","Clay","136","3","6"
"Unknown","Clay","3","0","0"
"Female","Clayton","29562","384","1559"
"Male","Clayton","21645","378","1302"
"Unknown","Clayton","240","0","5"
"Female","Clinch","672","15","46"
"Male","Clinch","594","20","43"
"Unknown","Clinch","1","0","0"
"Female","Cobb","67024","630","2264"
"Male","Cobb","55609","769","2290"
"Unknown","Cobb","517","0","6"
"Female","Coffee","4270","106","532"
"Male","Coffee","3416","93","416"
"Unknown","Coffee","22","0","0"
"Female","Colquitt","3910","59","184"
"Male","Colquitt","3446","80","186"
"Unknown","Colquitt","17","0","0"
"Female","Columbia","9738","111","380"
"Male","Columbia","8461","159","376"
"Unknown","Columbia","45","0","1"
"Female","Cook","1108","24","73"
"Male","Cook","850","29","62"
"Unknown","Cook","2","0","0"
"Female","Coweta","10413","158","620"
"Male","Coweta","8958","211","565"
"Unknown","Coweta","82","0","5"
"Female","Crawford","582","18","55"
"Male","Crawford","497","22","58"
"Unknown","Crawford","6","0","0"
"Female","Crisp","1339","34","117"
"Male","Crisp","1044","34","78"
"Unknown","Crisp","18","0","0"
"Female","Dade","1182","14","46"
"Male","Dade","1082","8","43"
"Unknown","Dade","19","0","0"
"Female","Dawson","3043","34","171"
"Male","Dawson","2610","49","196"
"Unknown","Dawson","32","0","0"
"Female","DeKalb","63829","626","3941"
"Male","DeKalb","50482","680","3420"
"Unknown","DeKalb","916","0","14"
"Female","Decatur","2400","37","133"
"Male","Decatur","1801","44","103"
"Unknown","Decatur","31","0","0"
"Female","Dodge","1013","29","66"
"Male","Dodge","852","35","62"
"Unknown","Dodge","20","0","0"
"Female","Dooly","743","17","55"
"Male","Dooly","632","22","53"
"Unknown","Dooly","4","0","0"
"Female","Dougherty","7290","213","846"
"Male","Dougherty","5253","189","628"
"Unknown","Dougherty","154","1","1"
"Female","Douglas","14758","131","650"
"Male","Douglas","11681","137","557"
"Unknown","Douglas","87","0","2"
"Female","Early","1160","30","73"
"Male","Early","784","23","38"
"Unknown","Early","11","0","0"
"Female","Echols","185","1","4"
"Male","Echols","255","4","12"
"Unknown","Echols","1","0","0"
"Female","Effingham","4977","65","270"
"Male","Effingham","4297","90","268"
"Unknown","Effingham","23","0","0"
"Female","Elbert","1435","38","133"
"Male","Elbert","1042","38","87"
"Unknown","Elbert","9","0","1"
"Female","Emanuel","1758","44","118"
"Male","Emanuel","1367","31","68"
"Unknown","Emanuel","13","0","0"
"Female","Evans","769","17","70"
"Male","Evans","605","20","43"
"Unknown","Evans","5","0","0"
"Female","Fannin","2059","39","130"
"Male","Fannin","1774","64","161"
"Unknown","Fannin","12","0","0"
"Female","Fayette","8066","107","403"
"Male","Fayette","7043","129","442"
"Unknown","Fayette","76","0","1"
"Female","Floyd","11578","140","687"
"Male","Floyd","9558","195","696"
"Unknown","Floyd","106","0","2"
"Female","Forsyth","19918","122","646"
"Male","Forsyth","18225","176","763"
"Unknown","Forsyth","864","0","0"
"Female","Franklin","2258","26","130"
"Male","Franklin","1824","45","109"
"Unknown","Franklin","16","0","0"
"Female","Fulton","91207","848","4775"
"Male","Fulton","76526","926","4333"
"Unknown","Fulton","1193","0","51"
"Female","Gilmer","2312","56","200"
"Male","Gilmer","1924","70","200"
"Unknown","Gilmer","54","0","0"
"Female","Glascock","119","3","11"
"Male","Glascock","110","5","17"
"Unknown","Glascock","9","0","0"
"Female","Glynn","8992","144","353"
"Male","Glynn","7594","172","347"
"Unknown","Glynn","12","0","0"
"Female","Gordon","5850","84","222"
"Male","Gordon","5024","109","237"
"Unknown","Gordon","101","0","1"
"Female","Grady","1859","29","132"
"Male","Grady","1394","41","119"
"Unknown","Grady","22","0","0"
"Female","Greene","1604","30","110"
"Male","Greene","1341","35","126"
"Unknown","Greene","10","0","0"
"Female","Gwinnett","85559","698","3595"
"Male","Gwinnett","72554","822","3359"
"Unknown","Gwinnett","883","0","5"
"Female","Habersham","4250","98","317"
"Male","Habersham","3524","110","349"
"Unknown","Habersham","34","0","1"
"Female","Hall","23451","308","1618"
"Male","Hall","20078","370","1711"
"Unknown","Hall","268","2","2"
"Female","Hancock","652","32","60"
"Male","Hancock","615","45","67"
"Unknown","Hancock","3","0","0"
"Female","Haralson","1688","26","58"
"Male","Haralson","1441","25","44"
"Unknown","Haralson","18","0","0"
"Female","Harris","2453","39","138"
"Male","Harris","2204","48","149"
"Unknown","Harris","40","0","0"
"Female","Hart","1652","25","92"
"Male","Hart","1285","25","84"
"Unknown","Hart","11","0","0"
"Female","Heard","724","17","36"
"Male","Heard","647","10","48"
"Unknown","Heard","3","0","0"
"Female","Henry","24069","240","962"
"Male","Henry","18442","284","810"
"Unknown","Henry","89","0","1"
"Female","Houston","11755","141","575"
"Male","Houston","9295","158","562"
"Unknown","Houston","100","0","2"
"Female","Irwin","482","14","55"
"Male","Irwin","496","8","44"
"Unknown","Irwin","2","0","0"
"Female","Jackson","9152","99","443"
"Male","Jackson","7925","135","486"
"Unknown","Jackson","81","0","0"
"Female","Jasper","802","15","76"
"Male","Jasper","701","19","61"
"Unknown","Jasper","8","0","0"
"Female","Jeff Davis","1147","17","58"
"Male","Jeff Davis","958","28","69"
"Unknown","Jeff Davis","4","0","0"
"Female","Jefferson","1203","34","104"
"Male","Jefferson","896","40","93"
"Unknown","Jefferson","10","0","0"
"Female","Jenkins","590","18","45"
"Male","Jenkins","425","24","51"
"Unknown","Jenkins","1","1","1"
"Female","Johnson","650","22","60"
"Male","Johnson","645","30","59"
"Unknown","Johnson","7","0","0"
"Female","Jones","1911","37","144"
"Male","Jones","1496","54","148"
"Unknown","Jones","29","0","0"
"Female","Lamar","1697","38","102"
"Male","Lamar","1355","52","109"
"Unknown","Lamar","9","0","0"
"Female","Lanier","531","5","16"
"Male","Lanier","484","7","21"
"Unknown","Lanier","5","0","0"
"Female","Laurens","4562","95","214"
"Male","Laurens","3381","121","230"
"Unknown","Laurens","55","0","0"
"Female","Lee","1916","41","173"
"Male","Lee","1518","41","154"
"Unknown","Lee","19","0","0"
"Female","Liberty","5114","44","185"
"Male","Liberty","4692","57","171"
"Unknown","Liberty","22","0","0"
"Female","Lincoln","425","15","41"
"Male","Lincoln","369","12","38"
"Unknown","Lincoln","13","0","0"
"Female","Long","1097","8","49"
"Male","Long","904","13","36"
