,GID_0,NAME_0,GID_1,NL_NAME_0,NAME_1,NL_NAME_1,NL_Name_1_short,GID_2,NAME_2,VARNAME_2,NL_NAME_2,NL_NAME_2_short,TYPE_2,ENGTYPE_2,HASC_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,NL_NAME_3_short,TYPE_3,NL_NAME_4,ENGTYPE_3,CC_3,HASC_3,manual_addition,flags
188847,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.6_1,Lichuan,Líchuān,黎川县,,Xiàn,,County,NA,NA,autofill,
187442,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.7_1,Linchuan,Línchuān,临川区,,Shìxiáqū,,District,NA,NA,autofill,
188381,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.8_1,Nancheng,Nánchéng,南城县,,Xiàn,,County,NA,NA,autofill,
189311,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.9_1,Nanfeng,Nánfēng,南丰县,,Xiàn,,County,NA,NA,autofill,
188528,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.10_1,Yihuang,Yíhuáng,宜黄县,,Xiàn,,County,NA,NA,autofill,
188150,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.1_1,Fuzhou,,抚州市,抚州,,,,CHN.16.1.11_1,Zixi,Zīxī,资溪县,,Xiàn,,County,NA,NA,autofill,
184254,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.1_1,Jonê,Zhuóní,卓尼县,,Xiàn,,County,NA,NA,autofill,
184288,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.2_1,Lintan,Líntán,临潭县,,Xiàn,,County,NA,NA,autofill,
184479,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.3_1,Luqu,Lùqū,碌曲县,,Xiàn,,County,NA,NA,autofill,
184720,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.4_1,Maqu,Mǎqū,玛曲县,,Xiàn,,County,NA,NA,autofill,
184758,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.5_1,Têwo,Diébù,迭部县,,Xiàn,,County,NA,NA,autofill,
183939,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.6_1,Xiahe,Xiàhé,夏河县,,Xiàn,,County,NA,NA,autofill,
184880,CHN,China,CHN.5_1,,Gansu,甘肅|甘肃,甘肃省,CHN.5.3_1,Gannan Tibetan,,甘南藏族自治州,甘南,,,,CHN.5.3.7_1,Zhugqu,Zhōuqū,舟曲县,,Xiàn,,County,NA,NA,autofill,
191730,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.1_1,Anyuan,Ānyuǎn,安远县,,Xiàn,,County,NA,NA,autofill,
191480,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.2_1,Chongyi,Chóngyì,崇义县,,Xiàn,,County,NA,NA,autofill,
191732,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.3_1,Dayu,Dàyú,大余县,,Xiàn,,County,NA,NA,autofill,
192269,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.4_1,Dingnan,Dìngnán,定南县,,Xiàn,,County,NA,NA,autofill,
191178,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.5_1,Gan,Gàn,赣县,,Xiàn,,County,NA,NA,autofill,
191412,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.6_1,Ganzhou,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
191466,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.7_1,Huichang,Huìchāng,会昌县,,Xiàn,,County,NA,NA,autofill,
192343,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.8_1,Longnan,Lóngnán,龙南县,,Xiàn,,County,NA,NA,autofill,
191193,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.9_1,Nankang,Nánkāng,南康市,,Xiànjíshì,,County City,NA,NA,autofill,
189656,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.10_1,Ningdu,Níngdū,宁都县,,Xiàn,,County,NA,NA,autofill,
192156,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.11_1,Quannan,NA,NA,,Xiàn,,County,NA,NA,autofill,
191166,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.12_1,Ruijin,Ruìjīn,瑞金市,,Xiànjíshì,,County City,NA,NA,autofill,
191263,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.13_1,Shangyou,Shàngyóu,上犹县,,Xiàn,,County,NA,NA,autofill,
190872,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.14_1,Shicheng,Shíchéng,石城县,,Xiàn,,County,NA,NA,autofill,
191793,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.15_1,Xinfeng,Xìnfēng,信丰县,,Xiàn,,County,NA,NA,autofill,
190689,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.16_1,Xingguo,Xīngguó,兴国县,,Xiàn,,County,NA,NA,autofill,
192013,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.17_1,Xunwu,Xúnwū,寻乌县,,Xiàn,,County,NA,NA,autofill,
191135,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.2_1,Ganzhou,,赣州市,赣州,,,,CHN.16.2.18_1,Yudu,Yúdū,于都县,,Xiàn,,County,NA,NA,autofill,
185616,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.1_1,Baiyü,Báiyù,白玉县,,Xiàn,,County,NA,NA,autofill,
185869,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.2_1,Batang,Bātáng,巴塘县,,Xiàn,,County,NA,NA,autofill,
185688,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.3_1,Danba,Dānbā,丹巴县,,Xiàn,,County,NA,NA,autofill,
186164,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.4_1,Daocheng,Dàochéng,稻城县,,Xiàn,,County,NA,NA,autofill,
185644,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.5_1,Dawu,Dàofú,道孚县,,Xiàn,,County,NA,NA,autofill,
185351,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.6_1,Dêgê,Dégé,德格县,,Xiàn,,County,NA,NA,autofill,
186577,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.7_1,Dêrong,Déróng,得荣县,,Xiàn,,County,NA,NA,autofill,
185305,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.8_1,Garzê,Gānzī,甘孜县,,Xiàn,,County,NA,NA,autofill,
186436,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.9_1,Jiulong,Jiǔlóng,九龙县,,Xiàn,,County,NA,NA,autofill,
185834,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.10_1,Kangding,Kāngdìng,康定县,,Xiàn,,County,NA,NA,autofill,
185840,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.11_1,Litang,Lǐtáng,理塘县,,Xiàn,,County,NA,NA,autofill,
185996,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.12_1,Luding,Lúdìng,泸定县,,Xiàn,,County,NA,NA,autofill,
185568,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.13_1,Luhuo,Lúhuò,炉霍县,,Xiàn,,County,NA,NA,autofill,
185258,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.14_1,Sêrtar,Sèdá,色达县,,Xiàn,,County,NA,NA,autofill,
184886,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.15_1,Sêrxü,Shíqú,石渠县,,Xiàn,,County,NA,NA,autofill,
186185,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.16_1,Xiangcheng,Xiāngchéng,乡城县,,Xiàn,,County,NA,NA,autofill,
185643,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.17_1,Xinlong,Xīnlóng,新龙县,,Xiàn,,County,NA,NA,autofill,
185893,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.5_1,Garzê Tibetan,,甘孜藏族自治州,甘孜州,,,,CHN.26.5.18_1,Yajiang,Yǎjiāng,雅江县,,Xiàn,,County,NA,NA,autofill,
185170,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.1_1,Baima,Bānmǎ,班玛县,,Xiàn,,County,NA,NA,autofill,
184804,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.2_1,Darlag,Dárì,达日县,,Xiàn,,County,NA,NA,autofill,
184705,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.3_1,Gadê,Gāndé,甘德县,,Xiàn,,County,NA,NA,autofill,
184890,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.4_1,Jigzhi,Jiǔzhì,久治县,,Xiàn,,County,NA,NA,autofill,
183914,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.5_1,Madoi,Mǎduō,玛多县,,Xiàn,,County,NA,NA,autofill,
184182,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.1_1,Golog Tibetan,,果洛藏族自治州,果洛,,,,CHN.21.1.6_1,Maqên,Mǎqìn,玛沁县,,Xiàn,,County,NA,NA,autofill,
185815,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.6_1,Guang'an,,广安市,广安,,,,CHN.26.6.1_1,Guang'an,Guǎng'ān,广安区,,Shìxiáqū,,District,NA,NA,autofill,
185900,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.6_1,Guang'an,,广安市,广安,,,,CHN.26.6.2_1,Huayun,NA,NA,,Xiàn,,County,NA,NA,autofill,
185890,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.6_1,Guang'an,,广安市,广安,,,,CHN.26.6.3_1,Linshui,Línshuǐ,邻水县,,Xiàn,,County,NA,NA,autofill,
185888,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.6_1,Guang'an,,广安市,广安,,,,CHN.26.6.4_1,Wusheng,Wǔshēng,武胜县,,Xiàn,,County,NA,NA,autofill,
185828,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.6_1,Guang'an,,广安市,广安,,,,CHN.26.6.5_1,Yuechi,Yuèchí,岳池县,,Xiàn,,County,NA,NA,autofill,
185486,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.1_1,Cangxi,Cāngxī,苍溪县,,Xiàn,,County,NA,NA,autofill,
185321,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.2_1,Chaotian,Cháotiān,朝天区,,Shìxiáqū,,District,NA,NA,autofill,
185460,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.3_1,Jiange,Jiàngé,剑阁县,,Xiàn,,County,NA,NA,autofill,
185294,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.4_1,Qingchuan,Qīngchuān,青川县,,Xiàn,,County,NA,NA,autofill,
185366,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.5_1,Shizhong,Shìzhōng,市中区,,Shìxiáqū,,District,NA,NA,autofill,
185365,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.6_1,Wangcang,Wàngcāng,旺苍县,,Xiàn,,County,NA,NA,autofill,
185438,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.7_1,Guangyuan,,广元市,广元,,,,CHN.26.7.7_1,Yuanba,Yuánbà,元坝区,,Shìxiáqū,,District,NA,NA,autofill,
194221,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.1_1,Conghua,Cónghuà,从化市,,Xiànjíshì,,County City,NA,NA,autofill,
195208,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.2_1,Guangzhou,NA,NA,,Shìxiáqū,,District,NA,NA,autofill,
194897,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.3_1,Huaxian,NA,NA,,Xiàn,,County,NA,NA,autofill,
196730,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.4_1,Nansha,Nánshā,南沙区,,Shìxiáqū,,District,NA,NA,autofill,
195875,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.5_1,Panyu,Pānyú,番禺区,,Shìxiáqū,,District,NA,NA,autofill,
194890,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.4_1,Guangzhou,,广州市,广州,,,,CHN.6.4.6_1,Zengcheng,Zēngchéng,增城市,,Xiànjíshì,,County City,NA,NA,autofill,
195212,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.5_1,Guigang,,贵港市,贵港,,,,CHN.7.5.1_1,Gui,NA,NA,,Xiàn,,County,NA,NA,autofill,
194460,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.5_1,Guigang,,贵港市,贵港,,,,CHN.7.5.2_1,Guiping,Guìpíng,桂平市,,Xiànjíshì,,County City,NA,NA,autofill,
194042,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.5_1,Guigang,,贵港市,贵港,,,,CHN.7.5.3_1,Pingnan,Píngnán,平南县,,Xiàn,,County,NA,NA,autofill,
191973,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.1_1,Gongcheng Yao,Gōngchéng Yáozú,恭城瑶族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
191619,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.2_1,Guanyang,Guànyáng,灌阳县,,Xiàn,,County,NA,NA,autofill,
191925,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.3_1,Guilin,NA,NA,,Shìxiáqū,,District,NA,NA,autofill,
191591,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.4_1,Lingchuan,Língchuān,灵川县,,Xiàn,,County,NA,NA,autofill,
191686,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.5_1,Lingui,Línguì,临桂县,,Xiàn,,County,NA,NA,autofill,
192839,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.6_1,Lipu,Lìpǔ,荔浦县,,Xiàn,,County,NA,NA,autofill,
191226,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.7_1,Longsheng Various Nationalities,Lóngshèng Gèzú,龙胜各族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
192587,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.8_1,Pingle,Pínglè,平乐县,,Xiàn,,County,NA,NA,autofill,
191114,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.9_1,Quanzhou,Quánzhōu,全州县,,Xiàn,,County,NA,NA,autofill,
191473,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.10_1,Xing’an,Xīng’ān,兴安县,,Xiàn,,County,NA,NA,autofill,
192267,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.11_1,Yangshuo,Yángshuò,阳朔县,,Xiàn,,County,NA,NA,autofill,
191871,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.12_1,Yongfu,Yǒngfú,永福县,,Xiàn,,County,NA,NA,autofill,
191140,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.6_1,Guilin,,桂林市,桂林,,,,CHN.7.6.13_1,Ziyuan,Zīyuán,资源县,,Xiàn,,County,NA,NA,autofill,
190253,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.3_1,Guiyang,,贵阳市,贵阳,,,,CHN.8.3.1_1,Guiyang,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
189305,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.3_1,Guiyang,,贵阳市,贵阳,,,,CHN.8.3.2_1,Kaiyang,Kāiyáng,开阳县,,Xiàn,,County,NA,NA,autofill,
190179,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.3_1,Guiyang,,贵阳市,贵阳,,,,CHN.8.3.3_1,Qingzhen,Qīngzhèn,清镇市,,Xiànjíshì,,County City,NA,NA,autofill,
189351,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.3_1,Guiyang,,贵阳市,贵阳,,,,CHN.8.3.4_1,Xifeng,Xīfēng,息烽县,,Xiàn,,County,NA,NA,autofill,
189561,CHN,China,CHN.8_1,,Guizhou,貴州|贵州,贵州省,CHN.8.3_1,Guiyang,,贵阳市,贵阳,,,,CHN.8.3.5_1,Xiuwen,Xiūwén,修文县,,Xiàn,,County,NA,NA,autofill,
183329,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.1_1,Guyuan,,固原市,固原,,,,CHN.20.1.1_1,Guyuan,NA,NA,,Zizhiqu,,County,NA,NA,manual_addition,
183911,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.1_1,Guyuan,,固原市,固原,,,,CHN.20.1.2_1,Jingyuan,Jīngyuán,泾源县,,Xiàn,,County,NA,NA,manual_addition,
183793,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.1_1,Guyuan,,固原市,固原,,,,CHN.20.1.3_1,Longde,Lóngdé,隆德县,,Xiàn,,County,NA,NA,manual_addition,
183483,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.1_1,Guyuan,,固原市,固原,,,,CHN.20.1.4_1,Pengyang,Péngyáng,彭阳县,,Xiàn,,County,NA,NA,manual_addition,
183510,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.1_1,Guyuan,,固原市,固原,,,,CHN.20.1.5_1,Xiji,Xījí,西吉县,,Xiàn,,County,NA,NA,manual_addition,
184535,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.1_1,Chindu,Chēngduō,称多县,,Xiàn,,County,NA,NA,autofill,
184400,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.2_1,Golmud,Gé'ěrmù,格尔木市,,Xiànjíshì,,County City,NA,NA,autofill,
185285,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.3_1,Nangqên,Nángqiān,囊谦县,,Xiàn,,County,NA,NA,autofill,
183890,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.4_1,Qumarleb,Qūmálái,曲麻莱县,,Xiàn,,County,NA,NA,autofill,
184977,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.5_1,Yushu,NA,NA,,Xiàn,,County,NA,NA,autofill,
184951,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.6_1,Zadoi,Záduō,杂多县,,Xiàn,,County,NA,NA,autofill,
183494,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.2_1,Gyêgu Tibetan,,玉树藏族自治州,玉树,,,,CHN.21.2.7_1,Zhidoi,Zhìduō,治多县,,Xiàn,,County,NA,NA,autofill,
182714,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.3_1,Haibei Tibetan,,海北藏族自治州,海北州,,,,CHN.21.3.1_1,Gangca,Gāngchá,刚察县,,Xiàn,,County,NA,NA,manual_addition,
182930,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.3_1,Haibei Tibetan,,海北藏族自治州,海北州,,,,CHN.21.3.2_1,Haiyan,Hǎiyàn,海晏县,,Xiàn,,County,NA,NA,manual_addition,
182789,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.3_1,Haibei Tibetan,,海北藏族自治州,海北州,,,,CHN.21.3.3_1,Menyuan Hui,Ményuán Huízú,门源回族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,manual_addition,
182341,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.3_1,Haibei Tibetan,,海北藏族自治州,海北州,,,,CHN.21.3.4_1,Qilian,Qílián,祁连县,,Xiàn,,County,NA,NA,manual_addition,
183482,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.4_1,Haidong,,海东地区,海东,,,,CHN.21.4.1_1,Hualong Hui,Huàlóng Huízú,化隆回族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
183136,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.4_1,Haidong,,海东地区,海东,,,,CHN.21.4.2_1,Huzhu Tu,Hùzhù Tǔzú,互助土族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
183243,CHN,China,CHN.21_1,,Qinghai,青海,青海省,CHN.21.4_1,Haidong,,海东地区,海东,,,,CHN.21.4.3_1,Ledu,Lèdū,乐都县,,Xiàn,,County,NA,NA,autofill,
