,GID_0,NAME_0,GID_1,NL_NAME_0,NAME_1,NL_NAME_1,NL_Name_1_short,GID_2,NAME_2,VARNAME_2,NL_NAME_2,NL_NAME_2_short,TYPE_2,ENGTYPE_2,HASC_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,NL_NAME_3_short,TYPE_3,NL_NAME_4,ENGTYPE_3,CC_3,HASC_3,manual_addition,flags
196859,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.16_1,Yangjiang,,阳江市,阳江,,,,CHN.6.16.1_1,Yangchun,Yángchūn,阳春市,,Xiànjíshì,,County City,NA,NA,autofill,
197865,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.16_1,Yangjiang,,阳江市,阳江,,,,CHN.6.16.2_1,Yangdong,Yángdōng,阳东县,,Xiàn,,County,NA,NA,autofill,
199049,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.16_1,Yangjiang,,阳江市,阳江,,,,CHN.6.16.3_1,Yangjiang,Yángjiāng,阳江市,,Xiànjíshì,,County City,NA,NA,autofill,
199137,CHN,China,CHN.6_1,,Guangdong,廣東|广东,广东省,CHN.6.16_1,Yangjiang,,阳江市,阳江,,,,CHN.6.16.4_1,Yangxi,Yángxī,阳西县,,Xiàn,,County,NA,NA,autofill,
182696,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.10_1,Yangquan,,阳泉市,阳泉,,,,CHN.25.10.1_1,Pingding,Píngdìng,平定县,,Xiàn,,County,NA,NA,autofill,
182705,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.10_1,Yangquan,,阳泉市,阳泉,,,,CHN.25.10.2_1,Yangquan,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
182534,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.10_1,Yangquan,,阳泉市,阳泉,,,,CHN.25.10.3_1,Yu,Yù,盂县,,Xiàn,,County,NA,NA,autofill,
185132,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.1_1,Baoying,Bǎoyìng,宝应县,,Xiàn,,County,NA,NA,autofill,
185247,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.2_1,Gaoyou,Gāoyóu,高邮市,,Xiànjíshì,,County City,NA,NA,autofill,
185370,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.3_1,Hanjiang,Hánjiāng,邗江区,,Shìxiáqū,,District,NA,NA,autofill,
185333,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.4_1,Jiangdu,Jiāngdū,江都市,,Xiànjíshì,,County City,NA,NA,autofill,
185421,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.5_1,Yangzhou,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
185390,CHN,China,CHN.15_1,,Jiangsu,江蘇|江苏,江苏省,CHN.15.12_1,Yangzhou,,扬州市,扬州,,,,CHN.15.12.6_1,Yizheng,Yízhēng,仪征市,,Xiànjíshì,,County City,NA,NA,autofill,
182760,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.1_1,Changdao,Chángdǎo,长岛县,,Xiàn,,County,NA,NA,autofill,
182873,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.2_1,Fushan,NA,NA,,Xiàn,,County,NA,NA,autofill,
183125,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.3_1,Haiyang,Hǎiyáng,海阳市,,Xiànjíshì,,County City,NA,NA,autofill,
183127,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.4_1,Laiyang,Láiyáng,莱阳市,,Xiànjíshì,,County City,NA,NA,autofill,
183068,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.5_1,Laizhou,Láizhōu,莱州市,,Xiànjíshì,,County City,NA,NA,autofill,
182821,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.6_1,Longkou,Lóngkǒu,龙口市,,Xiànjíshì,,County City,NA,NA,autofill,
182990,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.7_1,Muping,Mùpíng,牟平区,,Shìxiáqū,,District,NA,NA,autofill,
182806,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.8_1,Penglai,Pénglái,蓬莱市,,Xiànjíshì,,County City,NA,NA,autofill,
182943,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.9_1,Qixia,Qīxiá,栖霞市,,Xiànjíshì,,County City,NA,NA,autofill,
182917,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.10_1,Yantai,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
182939,CHN,China,CHN.23_1,,Shandong,山東|山东,山东省,CHN.23.15_1,Yantai,,烟台市,烟台,,,,CHN.23.15.11_1,Zhaoyuan,Zhāoyuǎn,招远市,,Xiànjíshì,,County City,NA,NA,autofill,
186872,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.1_1,Changning,Chángníng,长宁县,,Xiàn,,County,NA,NA,autofill,
186917,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.2_1,Gao,Gāo,高县,,Xiàn,,County,NA,NA,autofill,
187124,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.3_1,Gong,Gǒng,珙县,,Xiàn,,County,NA,NA,autofill,
186753,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.4_1,Jiang'an,Jiāng'ān,江安县,,Xiàn,,County,NA,NA,autofill,
187471,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.5_1,Junlian,Jūnlián,筠连县,,Xiàn,,County,NA,NA,autofill,
186669,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.6_1,Nanxi,Nánxī,南溪县,,Xiàn,,County,NA,NA,autofill,
186827,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.7_1,Pingshan,Píngshān,屏山县,,Xiàn,,County,NA,NA,autofill,
187171,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.8_1,Xingwen,Xīngwén,兴文县,,Xiàn,,County,NA,NA,autofill,
186711,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.9_1,Yibin Shì,Yíbīn,宜宾市,,Xiànjíshì,,County City,NA,NA,autofill,
186500,CHN,China,CHN.26_1,,Sichuan,四川,四川省,CHN.26.20_1,Yibin,,宜宾市,宜宾,,,,CHN.26.20.10_1,Yibin Xiàn,Yíbīn,宜宾县,,Xiàn,,County,NA,NA,autofill,
185833,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.1_1,Changyang Tujia,Chángyáng Tǔjiāzú,长阳土家族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
185739,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.2_1,Dangyang,Dāngyáng,当阳市,,Xiànjíshì,,County City,NA,NA,autofill,
185917,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.3_1,Wufeng Tujia,Wǔfēng Tǔjiāzú,五峰土家族自治县,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
185632,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.4_1,Xingshan,Xīngshān,兴山县,,Xiàn,,County,NA,NA,autofill,
185832,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.5_1,Yichang,Yíchāng,宜昌市,,Xiànjíshì,,County City,NA,NA,autofill,
185875,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.6_1,Yidu,Yídū,NA,,Xiànjíshì,,County City,NA,NA,autofill,
185662,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.7_1,Yiling,Yílíng,夷陵区,,Shìxiáqū,,District,NA,NA,autofill,
185693,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.8_1,Yuan'an,Yuǎn'ān,远安县,,Xiàn,,County,NA,NA,autofill,
185854,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.9_1,Zhijiang,Zhījiāng,枝江市,,Xiànjíshì,,County City,NA,NA,autofill,
185738,CHN,China,CHN.13_1,,Hubei,湖北,湖北省,CHN.13.17_1,Yichang,,宜昌市,宜昌,,,,CHN.13.17.10_1,Zigui,Zǐguī,秭归县,,Xiàn,,County,NA,NA,autofill,
180970,CHN,China,CHN.11_1,,Heilongjiang,黑龙江省|黑龍江省,黑龙江省,CHN.11.13_1,Yichun,,伊春市,伊春,,,,CHN.11.13.1_1,Cuiluan,Cuìluán,翠峦区,,Shìxiáqū,,District,NA,NA,autofill,
180827,CHN,China,CHN.11_1,,Heilongjiang,黑龙江省|黑龍江省,黑龙江省,CHN.11.13_1,Yichun,,伊春市,伊春,,,,CHN.11.13.2_1,Jiayin,NA,NA,,Xiàn,,County,NA,NA,autofill,
181020,CHN,China,CHN.11_1,,Heilongjiang,黑龙江省|黑龍江省,黑龙江省,CHN.11.13_1,Yichun,,伊春市,伊春,,,,CHN.11.13.3_1,Tieli,Tiělì,铁力市,,Xiànjíshì,,County City,NA,NA,autofill,
180878,CHN,China,CHN.11_1,,Heilongjiang,黑龙江省|黑龍江省,黑龙江省,CHN.11.13_1,Yichun,,伊春市,伊春,,,,CHN.11.13.4_1,Wuyiling,Wūyīlǐng,乌伊岭区,,Shìxiáqū,,District,NA,NA,autofill,
180903,CHN,China,CHN.11_1,,Heilongjiang,黑龙江省|黑龍江省,黑龙江省,CHN.11.13_1,Yichun,,伊春市,伊春,,,,CHN.11.13.5_1,Yichun,Yīchūn,伊春区,,Shìxiáqū,,District,NA,NA,autofill,
187223,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.1_1,Fengcheng,Fēngchéng,丰城市,,Xiànjíshì,,County City,NA,NA,autofill,
186811,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.2_1,Fengxin,Fèngxīn,奉新县,,Xiàn,,County,NA,NA,autofill,
186994,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.3_1,Gao'an,Gāo'ān,高安市,,Xiànjíshì,,County City,NA,NA,autofill,
186640,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.4_1,Jing'an,Jìng'ān,靖安县,,Xiàn,,County,NA,NA,autofill,
187209,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.5_1,Shanggao,Shànggāo,上高县,,Xiàn,,County,NA,NA,autofill,
186842,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.6_1,Tonggu,Tónggǔ,铜鼓县,,Xiàn,,County,NA,NA,autofill,
187180,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.7_1,Wanzai,Wànzǎi,万载县,,Xiàn,,County,NA,NA,autofill,
187803,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.8_1,Yichun,NA,NA,,Xiàn,,County,NA,NA,autofill,
186941,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.9_1,Yifeng,Yífēng,宜丰县,,Xiàn,,County,NA,NA,autofill,
187642,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.10_1,Yichun,,宜春市,宜春,,,,CHN.16.10.10_1,Zhangshu,Zhāngshù,樟树市,,Xiànjíshì,,County City,NA,NA,autofill,
182409,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.4_1,Yinchuan,,银川市,银川,,,,CHN.20.4.1_1,Helan,Hèlán,贺兰县,,Xiàn,,County,NA,NA,manual_addition,
182589,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.4_1,Yinchuan,,银川市,银川,,,,CHN.20.4.2_1,Lingwu,Língwǔ,灵武市,,Xiànjíshì,,County City,NA,NA,manual_addition,
182466,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.4_1,Yinchuan,,银川市,银川,,,,CHN.20.4.3_1,Yinchuan,NA,NA,,Shìxiáqū,,District,NA,NA,manual_addition,
182571,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.4_1,Yinchuan,,银川市,银川,,,,CHN.20.4.4_1,Yongning,Yǒngníng,永宁县,,Xiàn,,County,NA,NA,manual_addition,
182571,CHN,China,CHN.20_1,,Ningxia Hui,寧夏回族自治區|宁夏回族自治区,宁夏回族自治区,CHN.20.4_1,Yinchuan,,银川市,银川,,,,,Ningdong Energy and Chemical Industry Base,,宁东管委会,,,,Chemical Base,NA,NA,manual_addition,
187004,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.11_1,Yingtan,,鹰潭市,鹰潭,,,,CHN.16.11.1_1,Guixi,Guìxī,贵溪市,,Xiànjíshì,,County City,NA,NA,autofill,
187357,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.11_1,Yingtan,,鹰潭市,鹰潭,,,,CHN.16.11.2_1,Yingtan,NA,NA,,Xiànjíshì,,County City,NA,NA,autofill,
187026,CHN,China,CHN.16_1,,Jiangxi,江西,江西省,CHN.16.11_1,Yingtan,,鹰潭市,鹰潭,,,,CHN.16.11.3_1,Yujiang,Yújiāng,余江县,,Xiàn,,County,NA,NA,autofill,
186995,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.1_1,Anhua,Ānhuà,安化县|安化縣,,Xiàn,,County,NA,NA,autofill,
186287,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.2_1,Nan,Nán,南县|南縣,,Xiàn,,County,NA,NA,autofill,
186961,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.3_1,Taojiang,Táojiāng,桃江县|桃江縣,,Xiàn,,County,NA,NA,autofill,
186879,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.4_1,Yiyang Shì,Yìyáng,益阳市,,Xiànjíshì,,County City,NA,NA,autofill,
186857,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.5_1,Yiyang Xiàn,Yìyáng,益阳县,,Xiàn,,County,NA,NA,autofill,
186580,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.10_1,Yiyang,,益阳市|益陽市,益阳,,,,CHN.14.10.6_1,Yuanjiang,Yuánjiāng,沅江市|沅江市,,Xiànjíshì,,County City,NA,NA,autofill,
191538,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.1_1,Dao,Dào,道县|道縣,,Xiàn,,County,NA,NA,autofill,
191942,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.2_1,Jianghua Yao,Jiānghuá Yáozǔ,江华瑶族自治县|江華瑤族自治縣,,Zìzhìxiàn,,Autonomous County,NA,NA,autofill,
191847,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.3_1,Jiangyong,Jiāngyǒng,江永县|江永縣,,Xiàn,,County,NA,NA,autofill,
191736,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.4_1,Lanshan,Lánshān,蓝山县|藍山縣,,Xiàn,,County,NA,NA,autofill,
190441,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.5_1,Lengshuitan,Lěngshuǐtān,冷水滩区,,Shìxiáqū,,District,NA,NA,autofill,
191123,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.6_1,Lingling,Linglíng,零陵区|零陵區,,Shìxiáqū,,District,NA,NA,autofill,
191273,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.7_1,Ningyuan,Nīngyuǎn,宁远县|寧遠縣,,Xiàn,,County,NA,NA,autofill,
190380,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.8_1,Qiyang,Qíyáng,祁阳县|祁陽縣,,Xiàn,,County,NA,NA,autofill,
191253,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.9_1,Shuangpai,Shuāngpái,双牌县|雙牌縣,,Xiàn,,County,NA,NA,autofill,
191301,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.11_1,Yongzhou,,永州市|永州市,永州,,,,CHN.14.11.10_1,Xintian,Xīntián,新田县|新田縣,,Xiàn,,County,NA,NA,autofill,
186100,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.1_1,Huarong,Huáróng,华容县|華容縣,,Xiàn,,County,NA,NA,autofill,
186073,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.2_1,Linxiang,Línxiāng,临湘市|臨湘市,,Xiànjíshì,,County City,NA,NA,autofill,
186700,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.3_1,Miluo,Mìluó,汨罗市|汨羅市,,Xiànjíshì,,County City,NA,NA,autofill,
186637,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.4_1,Pingjiang,Píngjiāng,平江县|平江縣,,Xiàn,,County,NA,NA,autofill,
186691,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.5_1,Xiangyin,Xiāngyīn,湘阴县|湘陰縣,,Xiàn,,County,NA,NA,autofill,
186184,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.6_1,Yueyang Qū,Yuèyáng,岳阳区,,Shìxiáqū,,District,NA,NA,autofill,
186320,CHN,China,CHN.14_1,,Hunan,湖南,湖南省,CHN.14.12_1,Yueyang,,岳阳市|岳陽市,岳阳,,,,CHN.14.12.7_1,Yueyang Xiàn,Yuèyáng,岳阳县,,Xiàn,,County,NA,NA,autofill,
196230,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.14_1,Yulin,,玉林市,玉林,,,,CHN.7.14.1_1,Beiliu,Běiliú,北流市,,Xiànjíshì,,County City,NA,NA,autofill,
197371,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.14_1,Yulin,,玉林市,玉林,,,,CHN.7.14.2_1,Bobai,Bóbái,博白县,,Xiàn,,County,NA,NA,autofill,
197078,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.14_1,Yulin,,玉林市,玉林,,,,CHN.7.14.3_1,Luchuan,Lùchuān,陆川县,,Xiàn,,County,NA,NA,autofill,
195782,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.14_1,Yulin,,玉林市,玉林,,,,CHN.7.14.4_1,Rong,Róng,容县,,Xiàn,,County,NA,NA,autofill,
195980,CHN,China,CHN.7_1,,Guangxi,廣西壯族自治區|广西壮族自治区,广西壮族自治区,CHN.7.14_1,Yulin,,玉林市,玉林,,,,CHN.7.14.5_1,Yufeng,Yúfēng,鱼峰区,,Shìxiáqū,,District,NA,NA,autofill,
182786,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.1_1,Dingbian,Dìngbiān,定边县,,Xiàn,,County,NA,NA,autofill,
182191,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.2_1,Fugu,Fǔgǔ,府谷县,,Xiàn,,County,NA,NA,autofill,
182639,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.3_1,Hengshan,Héngshān,横山县,,Xiàn,,County,NA,NA,autofill,
182586,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.4_1,Jia,Jiā,佳县,,Xiàn,,County,NA,NA,autofill,
182736,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.5_1,Jingbian,Jìngbiān,靖边县,,Xiàn,,County,NA,NA,autofill,
182704,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.6_1,Mizhi,Mǐzhī,米脂县,,Xiàn,,County,NA,NA,autofill,
183018,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.7_1,Qingjian,Qīngjiàn,清涧县,,Xiàn,,County,NA,NA,autofill,
182227,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.8_1,Shenmu,Shénmù,神木县,,Xiàn,,County,NA,NA,autofill,
182836,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.9_1,Suide,Suídé,绥德县,,Xiàn,,County,NA,NA,autofill,
182852,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.10_1,Wubu,NA,NA,,Xiàn,,County,NA,NA,autofill,
182392,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.11_1,Yulin,NA,NA,,Xiàn,,County,NA,NA,autofill,
182810,CHN,China,CHN.22_1,,Shaanxi,陝西|陕西,陕西省,CHN.22.10_1,Yulin,,榆林市,榆林,,,,CHN.22.10.12_1,Zizhou,Zǐzhōu,子洲县,,Xiàn,,County,NA,NA,autofill,
183792,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.1_1,Hejin,Héjīn,河津市,,Xiànjíshì,,County City,NA,NA,autofill,
183896,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.2_1,Jiang,Jiàng,绛县,,Xiàn,,County,NA,NA,autofill,
183762,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.3_1,Jishan,Jìshān,稷山县,,Xiàn,,County,NA,NA,autofill,
184148,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.4_1,Linyi,Línyī,临猗县,,Xiàn,,County,NA,NA,autofill,
184338,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.5_1,Pinglu,Pínglù,平陆县,,Xiàn,,County,NA,NA,autofill,
184455,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.6_1,Ruicheng,Ruìchéng,芮城县,,Xiàn,,County,NA,NA,autofill,
183963,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.7_1,Wanrong,Wànróng,万荣县,,Xiàn,,County,NA,NA,autofill,
183934,CHN,China,CHN.25_1,,Shanxi,山西,山西省,CHN.25.11_1,Yuncheng,,运城县,运城,,,,CHN.25.11.8_1,Wenxi,Wénxǐ,闻喜县,,Xiàn,,County,NA,NA,autofill,
