"ethnicity","race","cases","deaths"
"Hispanic/Latino","African-American/Black","7501","37"
"Hispanic/Latino","American Indian/Alaska Native","457","2"
"Hispanic/Latino","Asian","797","3"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","495","4"
"Hispanic/Latino","Other","54836","455"
"Hispanic/Latino","Unknown","30494","14"
"Hispanic/Latino","White","75179","838"
"Non-Hispanic/Latino","African-American/Black","446434","8919"
"Non-Hispanic/Latino","American Indian/Alaska Native","936","23"
"Non-Hispanic/Latino","Asian","34236","450"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","1171","17"
"Non-Hispanic/Latino","Other","28052","108"
"Non-Hispanic/Latino","Unknown","13841","12"
"Non-Hispanic/Latino","White","600102","15693"
"Unknown","African-American/Black","37324","15"
"Unknown","American Indian/Alaska Native","514","0"
"Unknown","Asian","5883","2"
"Unknown","Native Hawaiian/Pacific Islander","298","0"
"Unknown","Other","33704","14"
"Unknown","Unknown","205003","79"
"Unknown","White","45588","24"
