"Ethnicity","race","cases","Deaths"
"Hispanic/Latino","African-American/Black","3001","23"
"Hispanic/Latino","American Indian/Alaska Native","145","0"
"Hispanic/Latino","Asian","312","2"
"Hispanic/Latino","Native Hawaiian/Pacific Islander","201","2"
"Hispanic/Latino","Other","33398","329"
"Hispanic/Latino","Unknown","14516","8"
"Hispanic/Latino","White","44095","606"
"Non-Hispanic/Latino","African-American/Black","218489","6152"
"Non-Hispanic/Latino","American Indian/Alaska Native","383","13"
"Non-Hispanic/Latino","Asian","16538","356"
"Non-Hispanic/Latino","Native Hawaiian/Pacific Islander","665","10"
"Non-Hispanic/Latino","Other","11462","51"
"Non-Hispanic/Latino","Unknown","7117","12"
"Non-Hispanic/Latino","White","319702","10168"
"Unknown","African-American/Black","24388","16"
"Unknown","American Indian/Alaska Native","152","0"
"Unknown","Asian","3729","1"
"Unknown","Native Hawaiian/Pacific Islander","174","0"
"Unknown","Other","26312","8"
"Unknown","Unknown","128380","28"
"Unknown","White","37422","19"
